"Compo";"Rank";"Groups";"ProductionPath";"Type";"Party";"ScreenshotUrl";"Date";"Name";"Platform";"ProductionUrl"
"";"";"Doctor Mabuse Orgasm Crackings";"m\moin-jungs-doctor-mabuse-orgasm-crackings";"demo";"";"http://content.pouet.net/files/screenshots/00010/00010651.gif";"1988";"Moin Jungs";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10651"
"";"";"Doctor Mabuse Orgasm Crackings";"n\no-name-doctor-mabuse-orgasm-crackings";"intro";"";"http://content.pouet.net/files/screenshots/00010/00010650.gif";"april 1988";"No Name";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10650"
"";"";"Doctor Mabuse Orgasm Crackings";"p\penis-1-doctor-mabuse-orgasm-crackings";"diskmag";"";"http://content.pouet.net/files/screenshots/00010/00010654.gif";"april 1989";"P.E.N.I.S. 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10654"
"";"";"Doctor Mabuse Orgasm Crackings";"p\penis-2-doctor-mabuse-orgasm-crackings";"diskmag";"";"http://content.pouet.net/files/screenshots/00010/00010655.gif";"may 1989";"P.E.N.I.S. 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10655"
"";"";"Doctor Mabuse Orgasm Crackings";"p\penis-3-doctor-mabuse-orgasm-crackings";"diskmag";"";"http://content.pouet.net/files/screenshots/00017/00017642.jpg";"june 1989";"p.e.n.i.s. 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17642"
"";"";"Doctor Mabuse Orgasm Crackings";"s\soundtracker-iii-doctor-mabuse-orgasm-crackings";"demotool";"";"http://content.pouet.net/files/screenshots/00050/00050027.png";"march 1988";"Soundtracker III";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=50027"
"";"";"Doctor Mabuse Orgasm Crackings";"s\soundtracker-iv-doctor-mabuse-orgasm-crackings";"demotool";"";"http://content.pouet.net/files/screenshots/00050/00050012.png";"april 1988";"Soundtracker IV";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=50012"
"";"";"Doctor Mabuse Orgasm Crackings";"s\soundtracker-iv-intro-doctor-mabuse-orgasm-crackings";"intro";"";"http://content.pouet.net/files/screenshots/00010/00010649.gif";"april 1988";"Soundtracker IV Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10649"
"";"";"Doctor Mabuse Orgasm Crackings";"s\soundtracker-ix-doctor-mabuse-orgasm-crackings";"demotool";"";"http://content.pouet.net/files/screenshots/00034/00034730.png";"july 1988";"Soundtracker IX";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=34730"
"";"";"Doctor Mabuse Orgasm Crackings";"s\soundtracker-ix-intro-doctor-mabuse-orgasm-crackings";"intro";"";"http://content.pouet.net/files/screenshots/00053/00053566.gif";"july 1988";"Soundtracker IX Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=53566"
"";"";"Doctor Mabuse Orgasm Crackings";"s\soundtracker-v-doctor-mabuse-orgasm-crackings";"demotool";"";"http://content.pouet.net/files/screenshots/00034/00034727.png";"april 1988";"Soundtracker V";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=34727"
"";"";"Doctor Mabuse Orgasm Crackings";"s\soundtracker-v20-doctor-mabuse-orgasm-crackings";"demotool";"";"http://content.pouet.net/files/screenshots/00050/00050017.png";"1988";"Soundtracker v2.0";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=50017"
"";"";"Doctor Mabuse Orgasm Crackings";"s\soundtracker-v21-doctor-mabuse-orgasm-crackings";"demotool";"";"http://content.pouet.net/files/screenshots/00050/00050022.png";"1988";"Soundtracker v2.1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=50022"
"";"";"Doctor Mabuse Orgasm Crackings";"s\soundtracker-v22-doctor-mabuse-orgasm-crackings";"demotool";"";"http://content.pouet.net/files/screenshots/00048/00048007.jpg";"december 1989";"Soundtracker v2.2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48007"
"";"";"Doctor Mabuse Orgasm Crackings";"s\soundtracker-vi-doctor-mabuse-orgasm-crackings";"demotool";"";"http://content.pouet.net/files/screenshots/00034/00034728.png";"april 1988";"Soundtracker VI";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=34728"
"";"";"Doctor Mabuse Orgasm Crackings";"s\spaceship-doctor-mabuse-orgasm-crackings";"demo";"";"http://content.pouet.net/files/screenshots/00010/00010366.gif";"february 1988";"Spaceship";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10366"
"";"";"Doctor Mabuse Orgasm Crackings";"u\unknowns-pinboard-doctor-mabuse-orgasm-crackings";"intro";"";"http://content.pouet.net/files/screenshots/00053/00053568.gif";"1988";"Unknown's Pinboard";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=53568"
"combined demo";"2nd";"Dole";"b\blured-dole";"demo";"Icing 1998";"";"1998";"Blured";"Amiga AGA";"http://www.pouet.net/prod.php?which=17086"
"amiga demo";"3rd";"Dole";"f\flower-dole";"demo";"Icing 1997";"";"june 1997";"Flower";"Amiga AGA";"http://www.pouet.net/prod.php?which=17083"
"amiga 40k";"18th";"Dole";"t\tight-dole";"40k";"The Party 1997";"http://content.pouet.net/files/screenshots/00059/00059791.png";"december 1997";"Tight";"Amiga AGA";"http://www.pouet.net/prod.php?which=59791"
"amiga demo";"1st";"Dole";"w\warped-souls-dole";"demo";"compusphere 1998";"http://content.pouet.net/files/screenshots/00005/00005440.jpg";"october 1998";"Warped souls";"Amiga AGA";"http://www.pouet.net/prod.php?which=5440"
"amiga demo";"13th";"Domination";"d\dentro-ii-domination";"dentro";"Assembly 1995";"";"august 1995";"Dentro II";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18889"
"amiga demo";"3rd";"Donut Fetish";"h\hmmm-donut-fetish";"demo";"Kindergarden 1996";"http://content.pouet.net/files/screenshots/00014/00014369.png";"november 1996";"hmmm";"Amiga AGA";"http://www.pouet.net/prod.php?which=14369"
"";"";"Donut Fetish";"m\mezzy-bbs-donut-fetish";"bbstro";"";"http://content.pouet.net/files/screenshots/00014/00014525.gif";"n/a";"Mezzy BBS";"Amiga AGA";"http://www.pouet.net/prod.php?which=14525"
"amiga aga demo";"4th";"Donut Fetish";"w\winona-ryder-donut-fetish";"demo";"Kindergarden 1997";"http://content.pouet.net/files/screenshots/00054/00054482.jpg";"july 1997";"Winona Ryder";"Amiga AGA";"http://www.pouet.net/prod.php?which=54482"
"amiga 64k";"1st";"Donut Fetish";"y\yoman-2-donut-fetish";"64k";"Kindergarden 1997";"http://content.pouet.net/files/screenshots/00014/00014389.jpg";"july 1997";"Yoman 2";"Amiga AGA";"http://www.pouet.net/prod.php?which=14389"
"amiga demo";"4th";"Donut Fetish";"y\yoman-3-donut-fetish";"demo";"Assembly 1999";"";"august 1999";"Yoman 3";"Amiga AGA";"http://www.pouet.net/prod.php?which=16215"
"";"";"doodles,shock";"c\chipomatic-1-doodles-shock";"diskmag";"";"http://content.pouet.net/files/screenshots/00018/00018503.jpg";"march 1994";"Chip'O'Matic #1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18503"
"";"";"doodles,shock";"c\chipomatic-3-doodles-shock";"musicdisk";"";"http://content.pouet.net/files/screenshots/00017/00017355.jpg";"june 1994";"chip'o'matic #3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17355"
"n/a";"n/a";"Doom";"c\crazy-copper-doom";"demo";"Byterapers Grendelparty 1990";"http://content.pouet.net/files/screenshots/00028/00028221.png";"august 1990";"Crazy Copper";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28221"
"";"";"Doom";"m\mini-megademo-doom";"demo";"";"http://content.pouet.net/files/screenshots/00032/00032161.jpg";"1992";"Mini Megademo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=32161"
"";"";"Doom";"n\new-collection-doom";"intro";"";"http://content.pouet.net/files/screenshots/00028/00028220.png";"july 1990";"New Collection";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28220"
"";"";"Doom";"t\the-bertro-doom";"demo";"";"http://content.pouet.net/files/screenshots/00028/00028222.png";"1992";"The Bertro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28222"
"";"";"Doom";"u\ultimate-scroller-doom";"intro";"";"http://content.pouet.net/files/screenshots/00059/00059266.png";"may 1990";"Ultimate-scroller";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=59266"
"combined 64k";"1st";"dope (.pl)";"j\jointro-2-dope-pl";"intro";"Symphony 2004";"http://content.pouet.net/files/screenshots/00012/00012707.gif";"july 2004";"Jointro 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12707"
"amiga demo";"8th";"dope [amiga],radical";"l\light-side-of-the-dark-side-dope-amiga-radical";"intro";"No Limits &amp";"http://content.pouet.net/files/screenshots/00028/00028219.png";"october 1990";"Light Side of the Dark Side";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28219"
"none";"n/a";"dope [amiga]";"r\runner-dope-amiga";"intro";"Dope Meeting 1990";"http://content.pouet.net/files/screenshots/00028/00028218.png";"july 1990";"runner";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28218"
"";"";"Double Density Crew";"b\boot-intro-double-density-crew";"1k";"";"http://content.pouet.net/files/screenshots/00027/00027181.jpg";"1989";"Boot intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27181"
"";"";"Double Density Crew";"d\ddc-members-double-density-crew";"intro";"";"http://content.pouet.net/files/screenshots/00061/00061711.png";"1988";"DDC Members";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=61711"
"";"";"Double Density Crew";"g\ghostbusters-2-pre-double-density-crew";"cracktro";"";"http://content.pouet.net/files/screenshots/00064/00064315.gif";"1989";"Ghostbusters 2 Pre";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64315"
"";"";"Double Density Crew";"g\gunship-double-density-crew";"cracktro";"";"http://content.pouet.net/files/screenshots/00028/00028013.png";"june 1989";"Gunship";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28013"
"";"";"Double Density Crew";"i\intro-1988-double-density-crew";"intro";"";"http://content.pouet.net/files/screenshots/00027/00027577.png";"1988";"Intro 1988";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27577"
"n/a";"n/a";"Double Density Crew";"p\party-demo-double-density-crew";"demo";"Escape Copy-Party 1989";"http://content.pouet.net/files/screenshots/00014/00014522.png";"january 1989";"party demo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14522"
"";"";"Double Density Crew";"s\stormlord-trainer-double-density-crew";"cracktro";"";"http://content.pouet.net/files/screenshots/00051/00051712.png";"1990";"StormLord trainer";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51712"
"";"";"Double Density Crew";"s\strider-megatrainer-bootintro-double-density-crew";"1k";"";"http://content.pouet.net/files/screenshots/00027/00027988.png";"1989";"Strider Megatrainer Bootintro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27988"
"";"";"TSV,Double Density Crew";"t\the-paranoia-complex-tsv-double-density-crew";"cracktro";"";"http://content.pouet.net/files/screenshots/00029/00029787.jpg";"1989";"The Paranoia Complex";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=29787"
"";"";"Double Density Crew";"v\virus-double-density-crew";"cracktro";"";"http://content.pouet.net/files/screenshots/00057/00057375.png";"october 1988";"Virus";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=57375"
"";"";"Double J";"d\deluxe-paint-ii-double-j";"cracktro";"";"http://content.pouet.net/files/screenshots/00058/00058221.gif";"march 1987";"Deluxe Paint II";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58221"
"";"";"Tristar,Doughnut Cracking Service";"r\rock-star-ate-my-hamster-tristar-doughnut-cracking-service";"cracktro";"";"http://content.pouet.net/files/screenshots/00011/00011967.png";"n/a";"Rock star ate my hamster";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=11967"
"";"";"Doxos";"c\cosmic-warez-doxos";"intro";"";"http://content.pouet.net/files/screenshots/00018/00018527.jpg";"n/a";"Cosmic warez";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18527"
"";"";"Doxos";"d\demo-1-doxos";"demo";"";"http://content.pouet.net/files/screenshots/00018/00018530.jpg";"n/a";"Demo 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18530"
"";"";"Doxos";"f\fast-little-intro-doxos";"intro";"";"http://content.pouet.net/files/screenshots/00018/00018531.jpg";"n/a";"Fast Little Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18531"
"";"";"Doxos";"i\intro-2-doxos";"intro";"";"http://content.pouet.net/files/screenshots/00018/00018532.jpg";"n/a";"Intro 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18532"
"";"";"Doxos";"i\intro-3-doxos";"intro";"";"http://content.pouet.net/files/screenshots/00018/00018533.jpg";"n/a";"Intro 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18533"
"";"";"Doxos";"r\reverse-doxos";"demo";"";"http://content.pouet.net/files/screenshots/00018/00018529.jpg";"n/a";"Reverse";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18529"
"";"";"Doxos";"t\transmission-doxos";"intro";"";"http://content.pouet.net/files/screenshots/00018/00018528.jpg";"n/a";"Transmission";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18528"
"";"";"Powerline,dr. günther inc.,Goto10";"i\icing-98-amiga-invitation-intro-powerline-dr-gunther-inc-goto10";"invitation";"";"";"may 1998";"Icing '98 Amiga invitation intro";"Amiga AGA";"http://www.pouet.net/prod.php?which=15147"
"";"";"draco";"d\dr-bakers-first-demo-draco";"demo";"";"http://content.pouet.net/files/screenshots/00019/00019489.gif";"1992";"Dr. Bakers First Demo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19489"
"";"";"draco";"e\efter-plugget-draco";"demo";"";"http://content.pouet.net/files/screenshots/00019/00019488.gif";"1992";"Efter Plugget";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19488"
"";"";"draco";"f\first-intro-draco";"intro";"";"http://content.pouet.net/files/screenshots/00019/00019487.gif";"1991";"First Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19487"
"";"";"draco";"l\laam-som-bara-faan-draco";"demo";"";"http://content.pouet.net/files/screenshots/00019/00019490.gif";"september 1990";"Laam Som Bara Faan";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19490"
"amiga demo";"4th";"draco";"m\micro-intro-draco";"intro";"ECES 1991";"http://content.pouet.net/files/screenshots/00019/00019486.gif";"june 1991";"Micro Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19486"
"";"";"draco";"x\x-copy-demo-draco";"demo";"";"http://content.pouet.net/files/screenshots/00019/00019484.gif";"march 1991";"X-Copy Demo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19484"
"";"";"Dracs";"m\malediction-dracs";"cracktro";"";"http://content.pouet.net/files/screenshots/00029/00029534.jpg";"1995";"Malediction";"Amiga AGA";"http://www.pouet.net/prod.php?which=29534"
"";"";"Dragons";"b\beach-volley-dragons";"cracktro";"";"http://content.pouet.net/files/screenshots/00067/00067005.png";"october 1989";"Beach Volley";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=67005"
"";"";"Dragons";"b\boot-intro-dragons";"1k";"";"http://content.pouet.net/files/screenshots/00028/00028048.png";"n/a";"Boot Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28048"
"";"";"Dragons";"c\coding-exhibition-6-dragons";"demopack";"";"http://content.pouet.net/files/screenshots/00053/00053742.png";"november 1989";"Coding exhibition #6";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=53742"
"";"";"Dragons";"d\dragons-copperscroll-dragons";"intro";"";"http://content.pouet.net/files/screenshots/00012/00012857.gif";"n/a";"Dragon's Copperscroll";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12857"
"";"";"Dragons";"d\dragons-pack11-dragons";"demopack";"";"http://content.pouet.net/files/screenshots/00020/00020317.png";"n/a";"dragons-pack11";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=20317"
"";"";"Dragons";"d\dragons-pack12-dragons";"demopack";"";"http://content.pouet.net/files/screenshots/00020/00020318.png";"december 1989";"dragons-pack12";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=20318"
"";"";"Dragons";"d\dragons-pack15-dragons";"demopack";"";"http://content.pouet.net/files/screenshots/00020/00020319.png";"february 1990";"dragons-pack15";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=20319"
"";"";"Dragons";"f\fast-pack-11-dragons";"demopack";"";"http://content.pouet.net/files/screenshots/00067/00067007.png";"n/a";"Fast Pack #11";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=67007"
"amiga demo";"1st";"Dragons";"g\generation-4-dragons";"demo";"Generation 4 challenge 1990";"http://content.pouet.net/files/screenshots/00011/00011100.gif";"june 1990";"Generation 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=11100"
"";"";"Dragons";"m\masterseka-v16-dragons";"demotool";"";"http://content.pouet.net/files/screenshots/00062/00062377.png";"1990";"MasterSeka v1.6";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=62377"
"";"";"Dragons";"m\megademo-dragons";"demo";"";"http://content.pouet.net/files/screenshots/00003/00003841.png";"march 1990";"Megademo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3841"
"";"";"Dragons";"m\music-inferno-2-dragons";"musicdisk";"";"http://content.pouet.net/files/screenshots/00017/00017730.gif";"n/a";"Music Inferno #2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17730"
"";"";"Dragons";"m\music-inferno-3-dragons";"musicdisk";"";"http://content.pouet.net/files/screenshots/00064/00064517.png";"n/a";"Music Inferno #3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64517"
"";"";"Dragons";"n\nishiran-perversion-dragons";"intro";"";"http://content.pouet.net/files/screenshots/00017/00017731.gif";"n/a";"Nishiran Perversion";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17731"
"";"";"Dragons";"s\skyscroll-dragons";"demo";"";"http://content.pouet.net/files/screenshots/00032/00032106.png";"september 1989";"Skyscroll";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=32106"
"";"";"Dragons";"s\skyscroll-intro-dragons";"demo";"";"http://content.pouet.net/files/screenshots/00017/00017729.png";"1989";"Skyscroll intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17729"
"";"";"Dragons";"s\steigar-dragons";"cracktro";"";"http://content.pouet.net/files/screenshots/00067/00067006.png";"n/a";"Steigar";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=67006"
"amiga demo";"n/a";"DrakPak";"a\alfa-4-drakpak";"demo";"Anarchy Easter Party 1991";"http://content.pouet.net/files/screenshots/00018/00018055.jpg";"march 1991";"Alfa 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18055"
"";"";"DrakPak";"b\bontro-drakpak";"intro";"";"http://content.pouet.net/files/screenshots/00063/00063749.png";"august 1991";"Bontro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=63749"
"n/a";"n/a";"Subway,Dream Team";"c\check-this-one-out-subway-dream-team";"demo";"Jungle Command - Magnificent Force - Joy - Party 1989";"http://content.pouet.net/files/screenshots/00027/00027478.png";"january 1989";"Check This One Out";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27478"
