"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords"
"Ultima6\Ultima6.Slave";"NoError, EmulPriv, ClearMem, Examine";"Ultima VI: The False Prophet ?1992 Origin";"Ultima VI: The False Prophet";"1992 Origin";"917504";"U\Ultima6_v1.1_0294.lha";"Ultima6";"Ultima6";"0";"whdload";"557056";"2911057";"Ultima6";"OCS/ECS";"";"";"";"";"";"ultima 6 the false prophet";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1250";"1250";"Commercial";"English";"3";"1 Only";"Ultima VI: The False Prophet";"Origin Systems";"u\ultima-vi-the-false-prophet";"OCS,ECS";"Adventure - RPG 2D";"ultima 6 the false prophet ultima6thefalseprophet 1250 origin systems ultimavithefalseprophet english"
"Ultima6NTSC\Ultima6NTSC.Slave";"NoError, EmulPriv, ClearMem, Examine";"Ultima VI: The False Prophet ?1992 Origin";"Ultima VI: The False Prophet";"1992 Origin";"917504";"U\Ultima6_v1.2_NTSC.lha";"Ultima6NTSC";"Ultima6NTSC";"0";"whdload";"557056";"2910615";"Ultima6";"OCS/ECS";"";"";"";"NTSC";"";"ultima 6 the false prophet";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1250";"1250";"Commercial";"English";"3";"1 Only";"Ultima VI: The False Prophet";"Origin Systems";"u\ultima-vi-the-false-prophet";"OCS,ECS";"Adventure - RPG 2D";"ultima 6 the false prophet ultima6thefalseprophet 1250 origin systems ultimavithefalseprophet english"
"UltimateBodyBlowsCD32\UltimateBodyBlowsCD32.slave";"NoError, ReqAGA, EmulPriv, Examine";"Ultimate Body Blows CD?? ? 1994 Team 17";"Ultimate Body Blows CD³²";"1994 Team 17";"1048576";"U\UltimateBodyBlows_v1.1_CD32.lha";"UltimateBodyBlowsCD32";"UltimateBodyBlowsCD32";"0";"whdload";"1572864";"15035644";"UltimateBodyBlows";"CD32";"";"";"";"";"";"ultimate body blows";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=1606";"1606";"Commercial";"English,German,French,Italian";"";"1 or 2, Simultaneous";"Ultimate Body Blows";"Team 17";"u\ultimate-body-blows-cd32";"CD32";"";"ultimate body blows ultimatebodyblows 1606 team 17 ultimatebodyblows english,german,french,italian"
"UltimateGolf\UltimateGolf.slave";"NoError, EmulTrap, NoDivZero, ClearMem";"Ultimate Golf ? 1990 Gremlin";"Ultimate Golf";"1990 Gremlin";"0";"U\UltimateGolf_v1.3a_2129.lha";"UltimateGolf";"UltimateGolf";"0";"whdload";"524288";"524974";"UltimateGolf";"OCS/ECS";"";"";"";"";"";"ultimate golf";"Best";"1.665654";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2411";"2411";"Commercial";"English";"1";"1 to 4";"Greg Norman's Ultimate Golf";"Gremlin Graphics";"g\greg-normans-ultimate-golf";"OCS";"Sports - Golf";"greg normans ultimate golf gregnormansultimategolf 2411 gremlin graphics gregnormansultimategolf english"
"UltimatePinballQuest\UltimatePinballQuest.slave";"NoError, EmulTrap, ClearMem";"The Ultimate Pinball Quest ? 1994 Infogrames.";"Ultimate Pinball Quest";"1994 Infogrames";"0";"U\UltimatePinballQuest_v1.01.lha";"UltimatePinballQuest";"UltimatePinballQuest";"0";"whdload";"524288";"2203607";"UltimatePinballQuest";"OCS/ECS";"";"";"";"";"";"ultimate pinball quest";"Best";"2.244339";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1092";"1092";"Commercial";"English";"3";"1 to 4";"Ultimate Pinball Quest, The";"Infogrames";"u\ultimate-pinball-quest-the";"OCS,ECS";"Arcade - Pinball";"ultimate pinball quest the ultimatepinballquestthe 1092 infogrames ultimatepinballquestthe english"
"UltimateRide\UltimateRide.slave";"NoError, EmulTrap, NoDivZero, ClearMem";"Ultimate Ride ? 1990 Mindscape.";"Ultimate Ride";"1990 Mindscape";"0";"U\UltimateRide_v1.0_2306.lha";"UltimateRide";"UltimateRide";"0";"whdload";"524288";"2729758";"UltimateRide";"OCS/ECS";"";"";"";"";"";"ultimate ride";"Best";"2.445116";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2474";"2474";"Commercial";"English";"2";"1 or 2, Simultaneous";"Ultimate Ride, The";"Mindscape";"u\ultimate-ride-the";"OCS";"Racing - Motorcycle";"ultimate ride the ultimateridethe 2474 mindscape ultimateridethe english"
"UltimateXTremeRacingCD\UltimateXTremeRacingCD.slave";"NoError, Req68020, ReqAGA, ClearMem, Examine";"XTreme Racing ? 1995 Black Magic";"XTreme Racing";"1995 Black Magic";"1609728";"U\UltimateXTremeRacing_v1.1_AGA_CD.lha";"UltimateXTremeRacingCD";"UltimateXTremeRacingCD";"0";"whdload";"2031616";"14681901";"UltimateXTremeRacing";"CD,AGA";"";"";"";"";"";"ultimate xtreme racing";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1183";"1183";"Commercial";"English";"3";"1 to 4, Simultaneous";"XTreme Racing";"Black Magic";"x\xtreme-racing-aga";"AGA";"Racing - Cars";"xtreme racing xtremeracing 1183 black magic xtremeracing english"
"UMS2NationsAtWar\UMS2NationsAtWar.Slave";"NoError, EmulPriv, Examine";"UMS II: Nations at War ? 1991 Rainbird.";"UMS II: Nations at War";"1991 Rainbird";"786432";"U\UMS2NationsAtWar_v1.0_2137.lha";"UMS2NationsAtWar";"UMS2NationsAtWar";"0";"whdload";"524288";"1533651";"UMS2NationsAtWar";"OCS/ECS";"";"";"";"";"";"ums 2 nations at war";"Best";"N/A";"Open Amiga Game Database";"1991";"https://oagd.net/game/6ddf5e9e-5ddb-5243-91b5-ebad650ec6ec";;;"English";;"";"UMS II (Universal Military Simulator II): Nations At War";"Rainbird / MicroPlay";"u\ums-ii-universal-military-simulator-ii-nations-at-war";;;"ums 2 universal military simulator 2 nations at war ums2universalmilitarysimulator2nationsatwar rainbird micro play umsiiuniversalmilitarysimulatoriinationsatwar english"
"UnderPressure\UnderPressure.Slave";"NoError, EmulTrap, NoDivZero, ClearMem";"Under Pressure ? 1991 Electronic Zoo.";"Under Pressure";"1991 Electronic Zoo";"0";"U\UnderPressure_v1.0.lha";"UnderPressure";"UnderPressure";"0";"whdload";"1048576";"917572";"UnderPressure";"OCS/ECS";"";"";"";"";"";"under pressure";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1095";"1095";"Commercial";"English";"1";"1 Only";"Under Pressure";"Electronic Zoo";"u\under-pressure";"OCS,ECS";"";"under pressure underpressure 1095 electronic zoo underpressure english"
"Uninvited\Uninvited.Slave";"NoError, EmulPriv, ClearMem, Examine";"Uninvited ?1987 Mindscape";"Uninvited";"1987 Mindscape";"294912";"U\Uninvited_v1.0.lha";"Uninvited";"Uninvited";"0";"whdload";"524288";"737223";"Uninvited";"OCS/ECS";"";"";"";"";"";"uninvited";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=1096";"1096";"Commercial";"English";"1";"1 Only";"Uninvited";"Mindscape";"u\uninvited";"OCS,ECS";"Adventure - Point and Click";"uninvited uninvited 1096 mindscape uninvited english"
"UniversalMilitarySim\UniversalMilitarySim.Slave";"NoError, EmulPriv, Examine";"UMS: Universal Military Simulator ? 1991 Firebird.";"Universal Military Simulator";"1992 ";"786432";"U\UniversalMilitarySimulator_v1.0_0753.lha";"UniversalMilitarySim";"UniversalMilitarySim";"0";"whdload";"524288";"1260482";"UniversalMilitarySim";"OCS/ECS";"";"";"";"";"";"ums universal military simulator";"Exact";"N/A";"Open Amiga Game Database";"1988";"https://oagd.net/game/3d37823a-f9f5-581d-9adc-4d86466e88d3";;;"English";;"1 -2 (1 simultaneous)";"UMS (Universal Military Simulator)";"Rainbird";"u\ums-universal-military-simulator";;;"ums universal military simulator umsuniversalmilitarysimulator rainbird umsuniversalmilitarysimulator english"
"UniversalMonsters\UniversalMonsters.Slave";"NoError, EmulTrap, ClearMem";"Universal Monsters by Ocean (c) 1992 - 1 disk.";"Universal Monsters";"1992 Ocean";"0";"U\UniversalMonsters_v1.0.lha";"UniversalMonsters";"UniversalMonsters";"0";"whdload";"1048576";"911536";"UniversalMonsters";"OCS/ECS";"";"";"";"";"";"universal monsters";"Exact";"N/A";"Open Amiga Game Database";"1993";"https://oagd.net/game/47a2dcc5-43e0-5c4a-a23f-48ab98499ef1";;;"English";;"";"Universal Monsters";"Ocean";"u\universal-monsters";;;"universal monsters universalmonsters ocean universalmonsters english"
"UniversalWarrior\UniversalWarrior.Slave";"NoError, EmulTrap, ClearMem";"Universal Warrior ? 1993 Zeppelin.";"Universal Warrior";"1993 Zeppelin";"0";"U\UniversalWarrior_v1.02_0597.lha";"UniversalWarrior";"UniversalWarrior";"0";"whdload";"524288";"974798";"UniversalWarrior";"OCS/ECS";"";"";"";"";"";"universal warrior";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1097";"1097";"Commercial";"English";"1";"";"Universal Warrior";"Zeppelin Games";"u\universal-warrior";"OCS,ECS";"";"universal warrior universalwarrior 1097 zeppelin games universalwarrior english"
"Universe\Universe.Slave";"NoError, EmulTrap, ClearMem";"";"Universe (ECS)";"1994 Core Design";"4096";"U\Universe_v1.3_0894.lha";"Universe";"Universe";"0";"whdload";"1048576";"4869056";"Universe";"OCS/ECS";"";"";"";"";"";"universe";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=1976";"1976";"Commercial";"English,German,French,Italian";"";"1 Only";"Universe";"Core Design";"u\universe-cd32";"CD32";"Adventure - Point and Click";"universe universe 1976 core design universe english,german,french,italian"
"Universe3NTSC\Universe3NTSC.Slave";"NoError, EmulPriv, ClearMem, Examine";"Universe 3 ? 1989 Omnitrend Software";"Universe 3";"1989 Omnitrend Software";"262144";"U\Universe3_v1.0_NTSC_1476.lha";"Universe3NTSC";"Universe3NTSC";"0";"whdload";"524288";"935604";"Universe3";"OCS/ECS";"";"";"";"NTSC";"";"universe 3";"Exact";"N/A";"Open Amiga Game Database";"1990";"https://oagd.net/game/594eb639-4801-5f07-abf2-9548e9b134d2";;;"English";;"1";"Universe 3";"Impressions (Software Inspirations)";"u\universe-3";;;"universe 3 universe3 impressions software inspirations universe3 english"
"UniverseCD32\UniverseCD32.Slave";"NoError, ClearMem";"";"Universe (CD32)";"1993 Core Design";"4096";"U\Universe_v1.3_CD32.lha";"UniverseCD32";"UniverseCD32";"0";"whdload";"2031616";"4406778";"Universe";"CD32";"";"";"";"";"";"universe";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=1976";"1976";"Commercial";"English,German,French,Italian";"";"1 Only";"Universe";"Core Design";"u\universe-cd32";"CD32";"Adventure - Point and Click";"universe universe 1976 core design universe english,german,french,italian"
"Unreal\Unreal.Slave";"NoError, EmulTrap, ClearMem";"Unreal (c) 1990 Ordilogic Systems/Ubi Soft,";"Unreal";"1990 Ubi Soft";"626688";"U\Unreal_v1.2_0033.lha";"Unreal";"Unreal";"0";"whdload";"524288";"2765283";"Unreal";"OCS/ECS";"";"";"";"";"";"unreal";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1099";"1099";"Commercial";"English";"3";"1 Only";"Unreal";"Ubi Soft";"u\unreal";"OCS,ECS";"Arcade - Miscellaneous";"unreal unreal 1099 ubi soft unreal english"
"UnrealNTSC\UnrealNTSC.Slave";"NoError, EmulTrap, ClearMem";"Unreal (c) 1990 Ordilogic Systems/Ubi Soft,";"Unreal";"1990 Ubi Soft";"626688";"U\Unreal_v1.2_NTSC_1952.lha";"UnrealNTSC";"UnrealNTSC";"0";"whdload";"524288";"2745454";"Unreal";"OCS/ECS";"";"";"";"NTSC";"";"unreal";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1099";"1099";"Commercial";"English";"3";"1 Only";"Unreal";"Ubi Soft";"u\unreal";"OCS,ECS";"Arcade - Miscellaneous";"unreal unreal 1099 ubi soft unreal english"
"UnsensibleSoccer\UnsensibleSoccer.Slave";"NoError, EmulTrap";"Unsensible Soccer (c) 1993 Sensible Software.";"Unsensible Soccer";"1993 Sensible Software";"4096";"U\UnsensibleSoccer_v1.0.lha";"UnsensibleSoccer";"UnsensibleSoccer";"0";"whdload";"524288";"176787";"UnsensibleSoccer";"OCS/ECS";"";"";"";"";"";"unsensible soccer";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2757";"2757";"Commercial";"English";"1";"1 or 2, Simultaneous";"Unsensible Soccer";"Europress Software";"u\unsensible-soccer";"OCS,ECS";"Sports - Football/Soccer";"unsensible soccer unsensiblesoccer 2757 europress software unsensiblesoccer english"
"UNSquadron\UNSquadron.slave";"NoError";"UN Squadron by US Gold (c) 1990 - 1 disk.";"UN Squadron";"1990 US Gold";"0";"U\UNSquadron_v1.2_1606.lha";"UNSquadron";"UNSquadron";"0";"whdload";"524288";"769094";"UNSquadron";"OCS/ECS";"";"";"";"";"";"unsquadron un squadron";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1351";"1351";"Commercial";"English";"1";"1 or 2, Simultaneous";"UN Squadron";"US Gold";"u\un-squadron";"OCS,ECS";"";"un squadron unsquadron 1351 us gold unsquadron english"
"UNSquadronEarok\UNSquadronEarok.slave";"NoError";"UN Squadron by US Gold (c) 1990 - 1 disk.";"UN Squadron";"1990 US Gold";"0";"U\UNSquadron_v1.2_Hack_by_Earok.lha";"UNSquadronEarok";"UNSquadronEarok";"0";"whdload";"524288";"1128501";"UNSquadronEarok";"OCS/ECS";"";"";"";"";"";"unsquadron earok un squadron";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1351";"1351";"Commercial";"English";"1";"1 or 2, Simultaneous";"UN Squadron";"US Gold";"u\un-squadron";"OCS,ECS";"";"un squadron unsquadron 1351 us gold unsquadron english"
"Untouchables\Untouchables.Slave";"NoError, EmulTrap";"The Untouchables (c) 1990 Ocean (2 disk version).";"Untouchables";"1989 Ocean/Special FX";"4096";"U\Untouchables_v2.0_2392.lha";"Untouchables";"Untouchables";"0";"whdload";"524288";"1344495";"Untouchables";"OCS/ECS";"";"";"";"";"";"untouchables";"Best";"1.363828";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1100";"1100";"Commercial";"English";"2";"1 Only";"Untouchables, The";"Ocean";"u\untouchables-the";"OCS";"Platformer - Scrolling Screen";"untouchables the untouchablesthe 1100 ocean untouchablesthe english"
"UntouchablesSE\UntouchablesSE.Slave";"NoError, EmulTrap";"";"Untouchables";"1989 Ocean/Special FX";"4096";"U\UntouchablesSpecialEdition_v2.0_Hack_by_Earok.lha";"UntouchablesSE";"UntouchablesSE";"0";"whdload";"524288";"1333585";"UntouchablesSE";"OCS/ECS";"";"";"";"";"";"untouchables";"Best";"1.363828";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1100";"1100";"Commercial";"English";"2";"1 Only";"Untouchables, The";"Ocean";"u\untouchables-the";"OCS";"Platformer - Scrolling Screen";"untouchables the untouchablesthe 1100 ocean untouchablesthe english"
"UpScope\UpScope.Slave";"NoError, EmulPriv";"disk version of Up Scope game ? 1986 Grand Products.";"Up Scope";"1986 Grand Products";"393216";"U\UpScope_v0.1.lha";"UpScope";"UpScope";"0";"whdload";"524288";"599699";"UpScope";"OCS/ECS";"";"";"";"";"";"up scope";"Exact";"N/A";"Open Amiga Game Database";"1986";"https://oagd.net/game/972e1b82-aed4-5505-a654-7c8281af9e88";;;"English";;"1";"Up Scope";"Grand Products";"u\up-scope";;;"up scope upscope grand products upscope english"
"UpScopeArcadia\UpScopeArcadia.Slave";"NoError, EmulPriv";"arcade version of Up Scope game ? 1986 Grand";"Up Scope (arcade)";"1986 Grand Products";"393216";"U\UpScope_v1.01_Arcadia.lha";"UpScopeArcadia";"UpScopeArcadia";"0";"whdload";"524288";"410001";"UpScopeArcadia";"OCS/ECS";"";"";"";"";"";"up scope arcadia arcade";"Best";"N/A";"Open Amiga Game Database";"1986";"https://oagd.net/game/972e1b82-aed4-5505-a654-7c8281af9e88";;;"English";;"1";"Up Scope";"Grand Products";"u\up-scope";;;"up scope upscope grand products upscope english"
"Uridium21MB\Uridium21MB.Slave";"Disk, NoError, EmulTrap, EmulTrapV, ClearMem";"";"Uridium II";"1993 Graftgold";"0";"U\Uridium2_v0801.1_1MB_1526.lha";"Uridium21MB";"Uridium21MB";"0";"whdload";"1048576";"1818745";"Uridium2";"OCS/ECS";"";"1MB";"";"";"";"uridium 2";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1101";"1101";"Commercial";"English";"2";"1 or 2, Simultaneous";"Uridium 2";"Renegade";"u\uridium-2";"OCS,ECS";"";"uridium 2 uridium2 1101 renegade uridium2 english"
"Uridium22MB\Uridium22MB.Slave";"Disk, NoError, EmulTrap, EmulTrapV, ClearMem";"";"Uridium II";"1993 Graftgold";"0";"U\Uridium2_v0801.1_2MB_1526.lha";"Uridium22MB";"Uridium22MB";"0";"whdload";"2097152";"1818745";"Uridium2";"OCS/ECS";"";"2MB";"";"";"";"uridium 2";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1101";"1101";"Commercial";"English";"2";"1 or 2, Simultaneous";"Uridium 2";"Renegade";"u\uridium-2";"OCS,ECS";"";"uridium 2 uridium2 1101 renegade uridium2 english"
"USSJohnYoung\USSJohnYoung.Slave";"NoError, EmulPriv, Examine";"U.S.S. John Young ? 1990 Magic Bytes.";"U.S.S. John Young";"1990 Magic Bytes";"786432";"U\USSJohnYoung_v1.0.lha";"USSJohnYoung";"USSJohnYoung";"0";"whdload";"524288";"2721728";"USSJohnYoung";"OCS/ECS";"";"";"";"";"";"ussjohn young john";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1476";"1476";"Commercial";"English";"2";"1 Only";"U.S.S. John Young";"Magic Bytes";"u\uss-john-young";"OCS,ECS";"Simulation - Marine";"uss john young ussjohnyoung 1476 magic bytes ussjohnyoung english"
"Utopia\Utopia.slave";"Disk, NoError, EmulTrap, NoKbd";"Utopia ? 1991 Gremlin.";"Utopia";"1991 Gremlin";"0";"U\Utopia_v1.3_0757.lha";"Utopia";"Utopia";"0";"whdload";"1048576";"2088303";"Utopia";"OCS/ECS";"";"";"";"";"";"utopia";"Exact";"8.3";"Open Amiga Game Database";"1991";"https://oagd.net/amiga/utopia";;;"English, German, French, Italian";;"1";"Utopia";"Gremlin";"u\utopia";;;"utopia utopia gremlin utopia english, german, french, italian"
"Utopia&NewWorlds\Utopia&NewWorlds.slave";"Disk, NoError, EmulTrap, NoKbd";"Utopia ? 1991 Gremlin.";"Utopia";"1991 Gremlin";"0";"U\Utopia&NewWorlds_v1.3_0757&2576.lha";"Utopia&NewWorlds";"Utopia&NewWorlds";"0";"whdload";"1048576";"4078600";"Utopia";"OCS/ECS";"";"";"";"";"NewWorlds";"utopia";"Exact";"8.3";"Open Amiga Game Database";"1991";"https://oagd.net/amiga/utopia";;;"English, German, French, Italian";;"1";"Utopia";"Gremlin";"u\utopia";;;"utopia utopia gremlin utopia english, german, french, italian"
"VacSuitJackDemo\VacSuitJackDemo.Slave";"NoError, EmulTrap, ClearMem";"Vac-Suit Jack (Demo) ? 1991 Mutation Software.";"Vac-Suit Jack Demo";"1991 Mutation Software";"0";"V\VacSuitJackDemo_v1.0.lha";"VacSuitJackDemo";"VacSuitJackDemo";"0";"whdload";"524288";"924944";"VacSuitJack";"OCS/ECS";"";"";"Demo";"";"";"vac suit jack";"Exact";"100";"Games Custom";"1991";"https://hol.abime.net/3604";;"Unknown";"English";"1";"1";"Vac-Suit Jack";"Mutation";;"ECS/OCS";"Platform";"vac suit jack vacsuitjack mutation vacsuitjack english"
"Vader\Vader.Slave";"NoError, EmulPriv, Examine";"Vader ? 1988 SoftGang.";"Vader";"1988 SoftGang.";"262144";"V\Vader_v1.1_2956.lha";"Vader";"Vader";"0";"whdload";"524288";"767671";"Vader";"OCS/ECS";"";"";"";"";"";"vader";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=2715";"2715";"Commercial";"English,German";"1";"1 Only";"Vader";"Softgang";"v\vader";"OCS";"";"vader vader 2715 softgang vader english,german"
"ValhallaBeforeTheWar\ValhallaBeforeTheWar.slave";"NoError, EmulPriv, ClearMem, Examine";"Valhalla - Before The War ? 1994 Vulcan.";"Valhalla - Before The War";"1994 Vulcan";"1114112";"V\ValhallaBeforeTheWar_v1.4_0756.lha";"ValhallaBeforeTheWar";"ValhallaBeforeTheWar";"0";"whdload";"524288";"4949933";"ValhallaBeforeTheWar";"OCS/ECS";"";"";"";"";"";"valhalla before the war";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1116";"1116";"Commercial";"English";"6";"1 Only";"Valhalla: Before the War";"Vulcan Software";"v\valhalla-before-the-war";"OCS,ECS";"Adventure - Point and Click";"valhalla before the war valhallabeforethewar 1116 vulcan software valhallabeforethewar english"
"ValhallaLordOfInfinity\ValhallaLordOfInfinity.slave";"NoError, EmulPriv, ClearMem, Examine";"Valhalla & the Lord of Infinity ? 1994 Vulcan.";"Valhalla & the Lord of Infinity";"1994 Vulcan";"1048576";"V\ValhallaLordOfInfinity_v1.2.lha";"ValhallaLordOfInfinity";"ValhallaLordOfInfinity";"0";"whdload";"1044480";"4784940";"ValhallaLordOfInfinity";"OCS/ECS";"";"";"";"";"";"valhalla lord of infinity the";"Best";"2.81885";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=1103";"1103";"Commercial";"English";"6";"1 Only";"Valhalla and the Lord of Infinity";"Vulcan Software";"v\valhalla-and-the-lord-of-infinity";"OCS,ECS";"Adventure - Point and Click";"valhalla and the lord of infinity valhallaandthelordofinfinity 1103 vulcan software valhallaandthelordofinfinity english"
"VampiresEmpire\VampiresEmpire.Slave";"Disk, NoError";"Vampire's Empire ? 1988 DigiTek.";"";"";"";"V\VampiresEmpire_v1.0.lha";"VampiresEmpire";"VampiresEmpire";"0";"whdload";"524288";"550634";"VampiresEmpire";"OCS/ECS";"";"";"";"";"";"vampires empire";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1352";"1352";"Commercial";"English";"1";"1 Only";"Vampire's Empire";"Magic Bytes";"v\vampires-empire";"OCS";"Platformer - Scrolling Screen";"vampires empire vampiresempire 1352 magic bytes vampiresempire english"
"Vaxine\Vaxine.Slave";"NoError, EmulTrap";"Vaxine (c) 1990 Assembly Line and US Gold - 1 disk.";"Vaxine";"1990 Assembly Line/US Gold";"0";"V\Vaxine_v1.0_0747.lha";"Vaxine";"Vaxine";"0";"whdload";"524288";"308154";"Vaxine";"OCS/ECS";"";"";"";"";"";"vaxine";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1104";"1104";"Commercial";"English";"1";"1 Only";"Vaxine";"US Gold";"v\vaxine";"OCS,ECS";"";"vaxine vaxine 1104 us gold vaxine english"
"Vectorball\Vectorball.Slave";"NoError";"Vectorball (c) 1988 Mastertronic - 1 disk.";"Vectorball";"1988 Mastertronic";"4096";"V\Vectorball_v1.0_2520.lha";"Vectorball";"Vectorball";"0";"whdload";"524288";"281221";"Vectorball";"OCS/ECS";"";"";"";"";"";"vectorball";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1105";"1105";"Commercial";"English";"1";"1 or 2, Simultaneous";"Vectorball";"MAD (Mastertronic)";"v\vectorball";"OCS";"Arcade - Miscellaneous";"vectorball vectorball 1105 mad mastertronic vectorball english"
"VegasGambler\VegasGambler.Slave";"NoError, EmulPriv, Examine";"game called:";"Vegas Gambler";"1989 California Dreams";"786432";"V\VegasGambler_v1.0a.lha";"VegasGambler";"VegasGambler";"0";"whdload";"524288";"701328";"VegasGambler";"OCS/ECS";"";"";"";"";"";"vegas gambler";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2717";"2717";"Commercial";"English";"1";"1 Only";"Vegas Gambler";"California Dreams";"v\vegas-gambler";"OCS";"Gambling - Casino";"vegas gambler vegasgambler 2717 california dreams vegasgambler english"
"VengeanceOfExcalibur\VengeanceOfExcalibur.slave";"NoError, EmulTrap, EmulPriv, Examine";"Vengeance of Excalibur ? 1992 Virgin.";"Vengeance of Excalibur";"1992 Virgin";"786432";"V\VengeanceOfExcalibur_v1.01_2499.lha";"VengeanceOfExcalibur";"VengeanceOfExcalibur";"0";"whdload";"524288";"2331946";"VengeanceOfExcalibur";"OCS/ECS";"";"";"";"";"";"vengeance of excalibur";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=3294";"3294";"Commercial";"English";"4";"1 Only";"Vengeance of Excalibur";"Virgin Games";"v\vengeance-of-excalibur";"OCS,ECS";"Adventure - RPG 2D";"vengeance of excalibur vengeanceofexcalibur 3294 virgin games vengeanceofexcalibur english"
"VengeanceOfExcaliburDe\VengeanceOfExcaliburDe.slave";"NoError, EmulTrap, EmulPriv, Examine";"Vengeance of Excalibur ? 1992 Virgin.";"Vengeance of Excalibur";"1992 Virgin";"786432";"V\VengeanceOfExcalibur_v1.01_De_2499.lha";"VengeanceOfExcaliburDe";"VengeanceOfExcaliburDe";"0";"whdload";"524288";"2322350";"VengeanceOfExcalibur";"OCS/ECS";"De";"";"";"";"";"vengeance of excalibur";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=3294";"3294";"Commercial";"English";"4";"1 Only";"Vengeance of Excalibur";"Virgin Games";"v\vengeance-of-excalibur";"OCS,ECS";"Adventure - RPG 2D";"vengeance of excalibur vengeanceofexcalibur 3294 virgin games vengeanceofexcalibur english"
"VengeanceOfExcaliburFr\VengeanceOfExcaliburFr.slave";"NoError, EmulTrap, EmulPriv, Examine";"Vengeance of Excalibur ? 1992 Virgin.";"Vengeance of Excalibur";"1992 Virgin";"786432";"V\VengeanceOfExcalibur_v1.01_Fr_2499.lha";"VengeanceOfExcaliburFr";"VengeanceOfExcaliburFr";"0";"whdload";"524288";"2319984";"VengeanceOfExcalibur";"OCS/ECS";"Fr";"";"";"";"";"vengeance of excalibur";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=3294";"3294";"Commercial";"English";"4";"1 Only";"Vengeance of Excalibur";"Virgin Games";"v\vengeance-of-excalibur";"OCS,ECS";"Adventure - RPG 2D";"vengeance of excalibur vengeanceofexcalibur 3294 virgin games vengeanceofexcalibur english"
