"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords";"AssignName"
"NoError, EmulPriv, ClearMem, Examine";"2529413";"F\FrankoPl\FrankoPl.Slave";"Franko ? 1994 World Software.";"0";"FrankoPl";"Franko: The Crazy Revenge!";"1994 World Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Franko";"OCS/ECS";"Pl";"";"";"";"";"franko the crazy revenge";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=2722";"2722";"Commercial";"Polish";"3";"1 Only";"Franko: The Crazy Revenge!";"Mirage";"f\franko-the-crazy-revenge";"OCS,ECS";"";"franko the crazy revenge frankothecrazyrevenge 2722 mirage frankothecrazyrevenge polish";"A-Games"
"NoError";"197827";"F\FranticFreddie\FranticFreddie.Slave";"FranticFreddie ? 1990 Bignonia.";"0";"FranticFreddie";"Frantic Freddie";"1990 Bignonia";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FranticFreddie";"OCS/ECS";"";"";"";"";"";"frantic freddie";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2244";"2244";"Commercial";"English";"1";"1 Only";"Frantic Freddie";"(unknown)";"f\frantic-freddie";"OCS";"";"frantic freddie franticfreddie 2244 unknown franticfreddie english";"A-Games"
"NoError";"408989";"F\FreakOut\FreakOut.slave";"Freak Out by Zeret (c) 1993, from Amigo Coverdisk.";"0";"FreakOut";"Freak Out";"1993 Zeret";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FreakOut";"OCS/ECS";"";"";"";"";"";"freak out";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=2402";"2402";"Commercial";"English";"1";"1 Only";"Freak Out";"Parsec Software";"f\freak-out";"OCS,ECS";"Brain - Puzzle";"freak out freakout 2402 parsec software freakout english";"A-Games"
"NoError, EmulPriv, Examine";"830082";"F\Freedom\Freedom.Slave";"Freedom ? 1988 Coktel Vision.";"0";"Freedom";"Freedom";"1988 Coktel Vision.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Freedom";"OCS/ECS";"";"";"";"";"";"freedom rebels in the darkness";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2404";"2404";"Commercial";"English";"1";"1 Only";"Freedom: Rebels in the Darkness";"Coktel Vision";"f\freedom-rebels-in-the-darkness";"OCS";"Adventure - Miscellaneous";"freedom rebels in the darkness freedomrebelsinthedarkness 2404 coktel vision freedomrebelsinthedarkness english";"A-Games"
"NoError, EmulPriv, Examine";"832772";"F\FreedomDe\FreedomDe.Slave";"Freedom ? 1988 Coktel Vision.";"0";"FreedomDe";"Freedom";"1988 Coktel Vision.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Freedom";"OCS/ECS";"De";"";"";"";"";"freedom rebels in the darkness";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2404";"2404";"Commercial";"English";"1";"1 Only";"Freedom: Rebels in the Darkness";"Coktel Vision";"f\freedom-rebels-in-the-darkness";"OCS";"Adventure - Miscellaneous";"freedom rebels in the darkness freedomrebelsinthedarkness 2404 coktel vision freedomrebelsinthedarkness english";"A-Games"
"NoError, EmulPriv, Examine";"831234";"F\FreedomEs\FreedomEs.Slave";"Freedom ? 1988 Coktel Vision.";"0";"FreedomEs";"Freedom";"1988 Coktel Vision.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Freedom";"OCS/ECS";"Es";"";"";"";"";"freedom rebels in the darkness";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2404";"2404";"Commercial";"English";"1";"1 Only";"Freedom: Rebels in the Darkness";"Coktel Vision";"f\freedom-rebels-in-the-darkness";"OCS";"Adventure - Miscellaneous";"freedom rebels in the darkness freedomrebelsinthedarkness 2404 coktel vision freedomrebelsinthedarkness english";"A-Games"
"NoError, EmulPriv, Examine";"784928";"F\FreedomFr\FreedomFr.Slave";"Freedom ? 1988 Coktel Vision.";"0";"FreedomFr";"Freedom";"1988 Coktel Vision.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Freedom";"OCS/ECS";"Fr";"";"";"";"";"freedom rebels in the darkness";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2404";"2404";"Commercial";"English";"1";"1 Only";"Freedom: Rebels in the Darkness";"Coktel Vision";"f\freedom-rebels-in-the-darkness";"OCS";"Adventure - Miscellaneous";"freedom rebels in the darkness freedomrebelsinthedarkness 2404 coktel vision freedomrebelsinthedarkness english";"A-Games"
"NoError, EmulTrap";"1819594";"F\Frenetic\Frenetic.Slave";"Frenetic (c) 1991 Core Design - 2 disks.";"0";"Frenetic";"Frenetic";"1991 Core Design";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Frenetic";"OCS/ECS";"";"";"";"";"";"frenetic";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=426";"426";"Commercial";"English";"2";"1 or 2, Simultaneous";"Frenetic";"Core Design";"f\frenetic";"OCS,ECS";"";"frenetic frenetic 426 core design frenetic english";"A-Games"
"NoError, EmulTrap, ClearMem";"648089";"F\FrightNight\FrightNight.Slave";"Fright Night ? 1988 Microdeal";"0";"FrightNight";"Fright Night";"1988 Microdeal";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FrightNight";"OCS/ECS";"";"";"";"";"";"fright night";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=427";"427";"Commercial";"English";"1";"1 Only";"Fright Night";"Microdeal";"f\fright-night";"OCS";"Adventure - Miscellaneous";"fright night frightnight 427 microdeal frightnight english";"A-Games"
"NoError, EmulPriv, Examine";"934968";"F\Frontier\Frontier.slave";"Frontier - Elite II ? 1993 GameTek";"0";"Frontier";"Frontier - Elite II";"1993 GameTek";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Frontier";"OCS/ECS";"";"";"";"";"";"frontier elite 2";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1782";"1782";"Commercial";"English";"2";"1 Only";"Frontier: Elite II";"Gametek";"f\frontier-elite-ii";"OCS,ECS";"Simulation - Space";"frontier elite 2 frontierelite2 1782 gametek frontiereliteii english";"A-Games"
"NoError, EmulPriv, Examine";"934970";"F\FrontierCz\FrontierCz.slave";"Frontier - Elite II ? 1993 GameTek";"0";"FrontierCz";"Frontier - Elite II";"1993 GameTek";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Frontier";"OCS/ECS";"Cz";"";"";"";"";"frontier elite 2";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1782";"1782";"Commercial";"English";"2";"1 Only";"Frontier: Elite II";"Gametek";"f\frontier-elite-ii";"OCS,ECS";"Simulation - Space";"frontier elite 2 frontierelite2 1782 gametek frontiereliteii english";"A-Games"
"NoError, EmulPriv, Examine";"938782";"F\FrontierDe\FrontierDe.slave";"Frontier - Elite II ? 1993 GameTek";"0";"FrontierDe";"Frontier - Elite II";"1993 GameTek";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Frontier";"OCS/ECS";"De";"";"";"";"";"frontier elite 2";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1782";"1782";"Commercial";"English";"2";"1 Only";"Frontier: Elite II";"Gametek";"f\frontier-elite-ii";"OCS,ECS";"Simulation - Space";"frontier elite 2 frontierelite2 1782 gametek frontiereliteii english";"A-Games"
"NoError, EmulPriv, Examine";"939458";"F\FrontierFr\FrontierFr.slave";"Frontier - Elite II ? 1993 GameTek";"0";"FrontierFr";"Frontier - Elite II";"1993 GameTek";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Frontier";"OCS/ECS";"Fr";"";"";"";"";"frontier elite 2";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1782";"1782";"Commercial";"English";"2";"1 Only";"Frontier: Elite II";"Gametek";"f\frontier-elite-ii";"OCS,ECS";"Simulation - Space";"frontier elite 2 frontierelite2 1782 gametek frontiereliteii english";"A-Games"
"EmulTrap, EmulTrapV";"276772";"F\FrostByte\FrostByte.Slave";"";"0";"FrostByte";"Frost Byte";"1988 Mikro-Gen";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FrostByte";"OCS/ECS";"";"";"";"";"";"frost byte";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1447";"1447";"Commercial";"English";"1";"1 Only";"Frost Byte";"Mikro-Gen";"f\frost-byte";"OCS";"Platformer - Multi Screen";"frost byte frostbyte 1447 mikro gen frostbyte english";"A-Games"
"Disk, NoError, EmulTrap, NoKbd, ClearMem";"1818084";"F\FullContact\FullContact.slave";"Full Contact ? 1991 Team 17.";"0";"FullContact";"Full Contact";"1990 Team 17";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FullContact";"OCS/ECS";"";"";"";"";"";"full contact";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=428";"428";"Commercial";"English";"2";"1 or 2, Simultaneous";"Full Contact";"Team 17";"f\full-contact";"OCS";"Sports - Fighting";"full contact fullcontact 428 team 17 fullcontact english";"A-Games"
