ArchiveFile;SlaveFile;SlaveOutputFile;Name;Copy;Size;Version;Flags;BaseMemSize;KeyDebug;KeyExit;ExpMem
TimeRunners15.lha;TimeRunners15\TimeRunners15.Slave;TimeRunners15.lha_TimeRunners15.Slave.txt;Time Runners 15: At The Speed Of Light;1993 Simulmondo.;7124;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners16.lha;TimeRunners16\TimeRunners16.Slave;TimeRunners16.lha_TimeRunners16.Slave.txt;Time Runners 16: The Galaxy Emperor;1993 Simulmondo.;7120;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners17.lha;TimeRunners17\TimeRunners17.Slave;TimeRunners17.lha_TimeRunners17.Slave.txt;Time Runners 17: The Living Labyrinth;1993 Simulmondo.;7124;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners18.lha;TimeRunners18\TimeRunners18.Slave;TimeRunners18.lha_TimeRunners18.Slave.txt;Time Runners 18: The killer Shadow;1993 Simulmondo.;7120;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners19.lha;TimeRunners19\TimeRunners19.Slave;TimeRunners19.lha_TimeRunners19.Slave.txt;Time Runners 19: The Nightmare Prince;1993 Simulmondo.;7124;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners20.lha;TimeRunners20\TimeRunners20.Slave;TimeRunners20.lha_TimeRunners20.Slave.txt;Time Runners 20: The Mountains Of Death;1993 Simulmondo.;7124;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners21.lha;TimeRunners21\TimeRunners21.Slave;TimeRunners21.lha_TimeRunners21.Slave.txt;Time Runners 21: The Black Dragon;1993 Simulmondo.;7128;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners22.lha;TimeRunners22\TimeRunners22.Slave;TimeRunners22.lha_TimeRunners22.Slave.txt;Time Runners 22: The Eternal Damned;1993 Simulmondo.;7120;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners23.lha;TimeRunners23\TimeRunners23.Slave;TimeRunners23.lha_TimeRunners23.Slave.txt;Time Runners 23: The Time Monarch;1993 Simulmondo.;7120;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners24.lha;TimeRunners24\TimeRunners24.Slave;TimeRunners24.lha_TimeRunners24.Slave.txt;Time Runners 24: Beyond All Dimensions;1993 Simulmondo.;7124;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners25.lha;TimeRunners25\TimeRunners25.Slave;TimeRunners25.lha_TimeRunners25.Slave.txt;Time Runners 25: The Lost Planet Earth;1993 Simulmondo.;7124;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners26.lha;TimeRunners26\TimeRunners26.Slave;TimeRunners26.lha_TimeRunners26.Slave.txt;Time Runners 26: The Time Warrior;1993 Simulmondo.;7120;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners27.lha;TimeRunners27\TimeRunners27.Slave;TimeRunners27.lha_TimeRunners27.Slave.txt;Time Runners 27: Red Night;1993 Simulmondo.;7112;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners28.lha;TimeRunners28\TimeRunners28.Slave;TimeRunners28.lha_TimeRunners28.Slave.txt;Time Runners 28: Beyond The End;1993 Simulmondo.;7116;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners29.lha;TimeRunners29\TimeRunners29.Slave;TimeRunners29.lha_TimeRunners29.Slave.txt;Time Runners 29: The Last Revelation;1993 Simulmondo.;7124;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeRunners30.lha;TimeRunners30\TimeRunners30.Slave;TimeRunners30.lha_TimeRunners30.Slave.txt;Time Runners 30: The Final Duel;1993 Simulmondo.;7116;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TimeScanner.lha;TimeScannerHD\TimeScanner.slave;TimeScanner.lha_TimeScanner.slave.txt;Time Scanner;1989 Activision;2536;15;NoError, EmulPriv;524288;0;59;262144
TimesOfLore.lha;TimesOfLoreHd\TimesOfLore.Slave;TimesOfLore.lha_TimesOfLore.Slave.txt;Times of Lore;1988 Origin.;5248;16;NoError, EmulTrap, EmulPriv, ClearMem, Examine;655360;0;59;262144
TimeSoldier.lha;Time Soldier Install\TimeSoldier.slave;TimeSoldier.lha_TimeSoldier.slave.txt;Time Soldiers;1989 Electrocoin;1632;10;NoError, EmulTrap, ClearMem;524288;58;5f;0
TintinOnTheMoon.lha;TintinOnTheMoonHD\TintinOnTheMoon.slave;TintinOnTheMoon.lha_TintinOnTheMoon.slave.txt;Tintin On The Moon;1989 Infogrames;3344;17;Disk, NoError, EmulPriv, ClearMem;524288;0;59;262144
TinToyAdventure.lha;TinToyAdventureHD\TinToyAdventure.slave;TinToyAdventure.lha_TinToyAdventure.slave.txt;Tin Toy Adventure;1996 Mutation Software;976;10;NoError, EmulTrap, NoKbd;2031616;0;5d;0
TinySkweeks.lha;TinySkweeksHD\TinySkweeks.slave;TinySkweeks.lha_TinySkweeks.slave.txt;Tiny Skweeks;1992 Loriciel;1760;15;NoError, ClearMem;524288;0;59;4096
TinyTroops.lha;TinyTroops Install\TinyTroops.Slave;TinyTroops.lha_TinyTroops.Slave.txt;Tiny Troops;1997 Vulcan Software;4792;16;NoError, Req68020, EmulPriv, Examine;983040;0;59;917504
TipOff.lha;TipOffHd\TipOff.Slave;TipOff.lha_TipOff.Slave.txt;Tip Off;1991 ANCO ;5296;13;NoError, EmulTrap;524288;5f;5d;0
Titan.lha;TitanHd\Titan.slave;Titan.lha_Titan.slave.txt;Titan;1989 Titus;3088;10;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;0
TitanicBlinky.lha;TitanicBlinkyHD\TitanicBlinky.slave;TitanicBlinky.lha_TitanicBlinky.slave.txt;Titanic Blinky;1991 Zeppelin;552;10;NoError, EmulTrap;524288;0;59;0
Toki.lha;Toki_Install\Toki.slave;Toki.lha_Toki.slave.txt;Toki;1991 Ocean;2256;17;NoError, EmulTrap;524288;0;46;0
TomAndTheGhost.lha;TomAndTheGhostHd\TomAndTheGhost.Slave;TomAndTheGhost.lha_TomAndTheGhost.Slave.txt;Tom And The Ghost;1990 Blue Byte/Ubi Soft.;4480;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
TomLandryStrategyFootball.lha;TomLandryFootball_Install\TomLandryFootball.slave;TomLandryStrategyFootball.lha_TomLandryFootball.slave.txt;Tom Landry Strategy Football;1992/93 Merit Software;4716;16;NoError, EmulPriv, Examine;524288;0;59;786432
TommyGun.lha;TommyGunHD\TommyGun.slave;TommyGun.lha_TommyGun.slave.txt;Tommy Gun;1996 Mutation Software;552;10;NoError, EmulTrap, NoKbd;524288;0;5d;0
TonyAndFriends.lha;TonyAndFriends Install\TonyAndFriends.Slave;TonyAndFriends.lha_TonyAndFriends.Slave.txt;Tony & Friends in Kellogs Land;1993 Factor 5;708;10;NoError, EmulTrap;524288;0;59;102400
Toobin.lha;Toobin Install\Toobin.slave;Toobin.lha_Toobin.slave.txt;Toobin;1990 Domark/Tengen;1680;10;NoError, EmulTrap, ClearMem;524288;58;59;0
TopBanana.lha;TopBananaHD\TopBanana.slave;TopBanana.lha_TopBanana.slave.txt;Top Banana;1992 Hex;3660;15;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
TopCat.lha;TopCatHD\TopCat.slave;TopCat.lha_TopCat.slave.txt;Top Cat;1991 Hi-Tec;2648;13;NoError, EmulTrap, ClearMem;524288;0;59;4096
TopGear2.lha;TopGear2HD\TopGear2.slave;TopGear2.lha_TopGear2.slave.txt;-* TOP GEAR 2 *-;1994 Gremlin Interactive;1792;15;NoError, EmulPriv;1048576;0;59;1310720
TopGear2.lha;TopGear2HD\TopGear2Aga.Slave;TopGear2.lha_TopGear2Aga.Slave.txt;Top Gear 2 AGA/CD32;1994 Gremlin Interactive;6280;17;NoError, Req68020, EmulPriv, ClearMem, Examine;2097152;0;59;524288
TopSecret.lha;TopSecretHD\TopSecret.slave;TopSecret.lha_TopSecret.slave.txt;Top Secret;1992 The Hidden;1716;13;NoError, ClearMem;524288;0;59;0
Tornado.lha;TornadoHD\TornadoAGA.slave;Tornado.lha_TornadoAGA.slave.txt;Tornado AGA;1994 Digital Integration;4532;16;NoError, Req68020, EmulPriv, Examine;2088960;0;5d;1572864
Tornado.lha;TornadoHD\TornadoECS.slave;Tornado.lha_TornadoECS.slave.txt;Tornado ECS;1994 Digital Integration;4544;16;NoError, EmulPriv, Examine;1048576;0;5d;1310720
TornadoGroundAttack.lha;TornadoGroundAttackHD\TornadoGroundAttack.slave;TornadoGroundAttack.lha_TornadoGroundAttack.slave.txt;Tornado Ground Attack;1991 Energize;1668;15;NoError, EmulPriv;524288;0;59;262144
TorvakTheWarrior.lha;TorvakTheWarriorHd\TorvakTheWarrior.slave;TorvakTheWarrior.lha_TorvakTheWarrior.slave.txt;Torvak The Warrior;Core Design ;1008;13;NoError, EmulTrap;524288;5f;5d;0
TotalCarnage.lha;TotalCarnage-install\TotalCarnage.slave;TotalCarnage.lha_TotalCarnage.slave.txt;Total Carnage AGA;1994 ICE;968;10;Disk, NoError, Req68020, ReqAGA;2097152;58;59;0
TotalEclipse.lha;TotalEclipseHD\TotalEclipse.slave;TotalEclipse.lha_TotalEclipse.slave.txt;Total Eclipse;1989 Incentive Software/Domark;4136;15;NoError, EmulPriv, Examine;524288;0;59;266240
TotalFootball.lha;TotalFootballHD\TotalFootball.slave;TotalFootball.lha_TotalFootball.slave.txt;Total Football;1996 Domark/Akklaim;676;10;NoError;1048576;0;5d;0
TotalRecall.lha;TotalRecall_Install\TotalRecall.slave;TotalRecall.lha_TotalRecall.slave.txt;;;940;7;Disk, NoError, EmulTrap;524288;58;59;
TotalRecall.lha;TotalRecall_Install\TotalRecall_Budget.slave;TotalRecall.lha_TotalRecall_Budget.slave.txt;Total Recall;1990 Ocean;1984;10;NoError, EmulTrap, ClearMem;524288;0;59;0
TournamentGolf.lha;TournamentGolfHD\TournamentGolf.slave;TournamentGolf.lha_TournamentGolf.slave.txt;Tournament Golf;1990 Elite;756;10;NoError, EmulTrap;524288;0;59;0
TowerOfBabel.lha;WHD_TowerBabel\Slave1;TowerOfBabel.lha_Slave1.txt;Tower of Babel;1988-1990 Pete Cooke / Rainbird;3796;14;Disk, NoError, EmulTrap, EmulTrapV;524288;58;59;0
TowerOfSouls.lha;TowerOfSoulsHD\TowerOfSouls.slave;TowerOfSouls.lha_TowerOfSouls.slave.txt;Tower Of Souls;1995 Black Magic;4608;16;NoError, Req68020, ReqAGA, EmulPriv, Examine;2093056;0;5d;1572864
TowerToppler.lha;Tower Toppler\towertoppler.slave;TowerToppler.lha_towertoppler.slave.txt;;;856;4;NoError;524288;58;59;
TownWithNoName.lha;TownWithNoName Install\TownWithNoName.Slave;TownWithNoName.lha_TownWithNoName.Slave.txt;The Town with no Name;1991 Delta 4 Interactive;5140;17;NoError, EmulPriv, Examine;1015808;0;59;262144
ToyotaCelicaGTRally.lha;CelicaGTRally_Install\CelicaGTRally.slave;ToyotaCelicaGTRally.lha_CelicaGTRally.slave.txt;Celica GT Rally;1990 Gremlin;1268;10;NoError, EmulTrap, ClearMem;524288;0;46;0
TRacer.lha;TRacerHd\TRacer.Slave;TRacer.lha_TRacer.Slave.txt;T-Racer;1996 Virtual Dreams.;4708;16;NoError, EmulPriv, Examine;524288;0;59;786432
Tracker.lha;TrackerHD\Tracker.slave;Tracker.lha_Tracker.slave.txt;Tracker;1988 Mindware/Rainbird;1196;13;NoError, EmulTrap;524288;5f;5d;0
Traders.lha;Traders\traders.slave;Traders.lha_traders.slave.txt;Traders;1991 Linel;3844;15;NoError, EmulPriv, Examine;983040;0;5d;262144
TrainedAssassin.lha;TrainedAssassinHd\TrainedAssassin.slave;TrainedAssassin.lha_TrainedAssassin.slave.txt;Trained Assassin;1989 Digital Magic Software;2364;10;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;0
Transarctica.lha;TransarcticaHd\TransarcticaAga.Slave;Transarctica.lha_TransarcticaAga.Slave.txt;Transarctica Aga;1993 Silmarils;5508;16;NoError, ReqAGA, EmulPriv, ClearMem, Examine;1572864;0;59;524288
Transarctica.lha;TransarcticaHd\TransarcticaEcs.Slave;Transarctica.lha_TransarcticaEcs.Slave.txt;Transarctica ECS;1993 Silmarils;5396;17;NoError, EmulPriv, ClearMem, Examine;917504;0;59;524288
Transplant.lha;Transplant\transplant.slave;Transplant.lha_transplant.slave.txt;;;328;8;Disk, NoError, EmulTrap, NoKbd;524288;0;5d;0
Transworld.lha;Transworld_Install\Transworld.slave;Transworld.lha_Transworld.slave.txt;Transworld;1991 Starbyte;4544;17;NoError, EmulPriv, Examine;524288;0;59;262144
TrapsNTreasures.lha;Traps'n'TreasuresHD\Traps'n'Treasures.slave;TrapsNTreasures.lha_Traps'n'Treasures.slave.txt;Traps;1993 Starbyte;1444;10;NoError, EmulTrap;524288;0;59;532480
TreasureIslandDizzy.lha;TreasureIslandDizzyHD\TreasureIslandDizzy.slave;TreasureIslandDizzy.lha_TreasureIslandDizzy.slave.txt;Treasure Island Dizzy;1989 Codemasters;1400;17;NoError, EmulTrap, NoKbd;524288;0;59;0
TreasuresSavageFrontier.lha;TreasuresSavageFrontierHD\TreasuresSavageFrontier.slave;TreasuresSavageFrontier.lha_TreasuresSavageFrontier.slave.txt;Treasures Of The Savage Frontier;1991 SSI;4480;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
TreasureTrap.lha;TreasureTrap_Install\TreasureTrap.slave;TreasureTrap.lha_TreasureTrap.slave.txt;Treasure Trap;1989 Emerald Software Ltd.;1868;17;NoError, EmulTrap, ClearMem;524288;0;59;0
TrexWarrior.lha;TrexWarrior\TrexWarrior.slave;TrexWarrior.lha_TrexWarrior.slave.txt;Trex Warrior;199? Thalion;500;10;Disk, NoError, EmulTrap;1048576;58;59;0
TrianGO.lha;TrianGOHD\TrianGO.slave;TrianGO.lha_TrianGO.slave.txt;TrianGO;1988 California Dreams;4240;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
TrickyQuikyGames.lha;TrickyQuikyGamesHD\TrickyQuikyGames.Slave;TrickyQuikyGames.lha_TrickyQuikyGames.Slave.txt;Tricky Quiky Games;@1991 Scope;1264;10;NoError, EmulTrap;524288;45;5d;524288
TripleX.lha;TripleX Install\TripleX.slave;TripleX.lha_TripleX.slave.txt;Triple X;1989 Axxiom;4616;17;NoError, NoKbd, EmulPriv, ClearMem, Examine;524288;0;5d;262144
TrivialPursuit.lha;TrivialPursuitHd\TrivialPursuit.slave;TrivialPursuit.lha_TrivialPursuit.slave.txt;Trivial Pursuit (VF/DE/GB);DoMark;1340;10;NoError, EmulTrap, NoDivZero, ClearMem;655360;0;5d;0
TrivialPursuit2.lha;TrivialPursuitGenusIIHd\TrivialPursuitGenusII.Slave;TrivialPursuit2.lha_TrivialPursuitGenusII.Slave.txt;Trivial Pursuit Genus II;???;1412;14;NoError, EmulPriv;524288;0;59;786432
Troddlers.lha;TroddlersHD\Troddlers.slave;Troddlers.lha_Troddlers.slave.txt;Troddlers;1992 Sales Curve;1952;10;NoError, EmulTrap;524288;58;59;0
Trolls.lha;Trolls\Trolls.Slave;Trolls.lha_Trolls.Slave.txt;Trolls;Flair Software;5024;10;Disk, NoError, EmulTrap;2097152;0;5a;0
Trolls.lha;Trolls\TrollsCD.Slave;Trolls.lha_TrollsCD.Slave.txt;Trolls CD;1993 Flair;276;10;NoError, EmulTrap, Req68020, ReqAGA;2097152;0;5a;0
TubeWarriors.lha;TubeWarriorsHd\TubeWarriors.Slave;TubeWarriors.lha_TubeWarriors.Slave.txt;Tube Warriors;1994 Dynabyte.;4040;16;NoError, EmulTrap, Req68020, EmulPriv, Examine;2097152;0;59;1048576
TubularWorlds.lha;TubularWorldsHD\TubularWorldsAGA.slave;TubularWorlds.lha_TubularWorldsAGA.slave.txt;Tubular Worlds (AGA);1994 Dongleware;1196;15;NoError, Req68020, ReqAGA, ClearMem;1310720;0;59;380928
TubularWorlds.lha;TubularWorldsHD\TubularWorldsECS.slave;TubularWorlds.lha_TubularWorldsECS.slave.txt;Tubular Worlds (ECS);1994 Dongleware;1448;15;NoError, ClearMem;622592;0;59;311296
TubularWorlds.lha;TubularWorldsHD\TubularWorldsECS512K.slave;TubularWorlds.lha_TubularWorldsECS512K.slave.txt;Tubular Worlds (ECS/512K);1994 Dongleware;1500;15;NoError, ClearMem;487424;0;59;311296
Turbo.lha;TurboHD\Turbo.slave;Turbo.lha_Turbo.slave.txt;Turbo;1989 Microillusions;1560;16;NoError, EmulPriv, Examine;524288;0;5d;524288
TurboOutrun.lha;TurboOutrun_Install\TurboOutrun.slave;TurboOutrun.lha_TurboOutrun.slave.txt;Turbo Outrun;1990 US Gold;1632;17;NoError, EmulTrap, ClearMem;524288;0;59;0
TurboRaketti2.lha;TurboRaketti2 Install\TurboRaketti2.Slave;TurboRaketti2.lha_TurboRaketti2.Slave.txt;TurboRaketti II;1992-3 Heikki Kosola;4732;16;NoError, EmulPriv, Examine;446464;0;59;585728
TurboTrax_Arcane.lha;TurboTraxHD\TurboTrax.slave;TurboTrax_Arcane.lha_TurboTrax.slave.txt;Turbo Trax ;1995 Arcane;1308;14;NoError, ClearMem;589824;0;59;917504
TurboTrax_Arcane.lha;TurboTraxHD\TurboTrax512k.slave;TurboTrax_Arcane.lha_TurboTrax512k.slave.txt;Turbo Trax (512k);1995 Arcane;1308;14;NoError, ClearMem;507904;0;59;917504
TurnNBurn.lha;TurnNBurnHD\TurnNBurn.slave;TurnNBurn.lha_TurnNBurn.slave.txt;Turn ;1990 Flair;324;10;NoError, EmulTrap;524288;0;59;0
Turrican.lha;Turrican Install\Turrican.Slave;Turrican.lha_Turrican.Slave.txt;Turrican;1990 Rainbow Arts/Innerprise;5812;18;NoError;524288;0;59;12288
Turrican2.lha;Turrican2 Install\Turrican2.Slave;Turrican2.lha_Turrican2.Slave.txt;Turrican 2;1991 Factor 5, Rainbow Arts;2344;16;Disk, NoError, ClearMem;524288;0;59;0
Turrican2.lha;Turrican2 Install\Turrican2CDTV.Slave;Turrican2.lha_Turrican2CDTV.Slave.txt;Turrican 2 CDTV;1991 Factor 5, Rainbow Arts;2028;16;NoError, ClearMem;524288;0;59;81920
Turrican2Demo.lha;Turrican2DemoHD\Turrican2Demo.slave;Turrican2Demo.lha_Turrican2Demo.slave.txt;Turrican II Demo;1990 Rainbow Arts;312;14;NoError, EmulTrap, ClearMem;524288;0;59;360448
Turrican3.lha;Turrican3HD\Turrican3.slave;Turrican3.lha_Turrican3.slave.txt;Turrican 3;1993 Factor 5;1896;14;NoError, EmulTrap, ClearMem;524288;0;59;4096
Turrican3Demo.lha;Turrican3DemoHD\Turrican3Demo.Slave;Turrican3Demo.lha_Turrican3Demo.Slave.txt;Turrican 3 demo;1993 Factor 5;500;14;NoError, ClearMem;524288;0;59;270336
TurricanDemo.lha;TurricanDemoHD\TurricanDemo.slave;TurricanDemo.lha_TurricanDemo.slave.txt;Turrican [demo];1990 Rainbow Arts;976;15;NoError, ClearMem;524288;0;59;8192
Tusker.lha;Tusker Install\Tusker.slave;Tusker.lha_Tusker.slave.txt;Tusker;1990 System 3;1168;10;NoError, EmulTrap, ClearMem;524288;58;5f;0
TVSportsBaseball.lha;TVSportsBaseball_Install\TVSportsBaseball.slave;TVSportsBaseball.lha_TVSportsBaseball.slave.txt;TV Sports Baseball;1992 Mindscape;4932;16;NoError, EmulPriv, Examine;524288;0;59;786432
TVSportsBasketball.lha;TVSportsBasketballHD\TVSportsBasketball.slave;TVSportsBasketball.lha_TVSportsBasketball.slave.txt;TV Sports Basketball;1990 Cinemaware;4964;16;NoError, EmulPriv, Examine;524288;0;5d;786432
TVSportsBoxing.lha;TVSportsBoxingHD\TVSportsBoxing.slave;TVSportsBoxing.lha_TVSportsBoxing.slave.txt;TV Sports Boxing;1991 Mindscape;4228;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
TVSportsFootball.lha;TVSportsFootball_Install\TVSportsFootball.slave;TVSportsFootball.lha_TVSportsFootball.slave.txt;TV Sports Football;1988 Cinemaware;2248;16;NoError, EmulPriv, Examine;524288;0;59;786432
Twintris.lha;TwintrisHD\Twintris.slave;Twintris.lha_Twintris.slave.txt;Twintris;1990 Digital Marketing;1852;17;NoError, ClearMem;524288;0;5d;4096
TwinTurbos.lha;Twin Turbos Install\TwinTurbos.slave;TwinTurbos.lha_TwinTurbos.slave.txt;Twin Turbos;1991 Fun Factory;800;17;NoError, EmulTrap, ClearMem;524288;58;5d;0
TwinWorld.lha;TwinWorld\twinworld.slave;TwinWorld.lha_twinworld.slave.txt;;;604;3;Disk, NoError, EmulTrap;524288;;;
Twylyte.lha;TwylyteHd\Twylyte.Slave;Twylyte.lha_Twylyte.Slave.txt;Twylyte;Wicked;1664;16;NoError, EmulPriv, Examine, EmulDivZero;524288;0;59;262144
Typhoon.lha;TyphoonHD\Typhoon.Slave;Typhoon.lha_Typhoon.Slave.txt;Typhoon;1987 Kingsoft;4076;15;NoError, EmulTrap, EmulPriv, Examine;524288;0;59;262144
TyphoonThompson.lha;TyphoonThompsonHD\TyphoonThompson.slave;TyphoonThompson.lha_TyphoonThompson.slave.txt;Typhoon Thompson;1990 Br?derbund;1176;14;NoError, ClearMem;1024000;0;5d;4096
UFO.lha;UFO_hd\UFO.Slave;UFO.lha_UFO.Slave.txt;UFO AGA/CD32 ;Microprose;7552;16;NoError, EmulTrap, EmulPriv, Examine;2031616;0;59;1572864
Ugh.lha;UghWHD\ugh.slave;Ugh.lha_ugh.slave.txt;Ugh;1992 PlayByte - Ego Software;3996;15;NoError, EmulPriv, Examine;1048576;0;59;786432
UltimaIII.lha;UltimaIIIHD\UltimaIII.slave;UltimaIII.lha_UltimaIII.slave.txt;Ultima III: Exodus;1986 Origin Systems;4096;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
UltimaIV.lha;UltimaIVHD\UltimaIV.slave;UltimaIV.lha_UltimaIV.slave.txt;Ultima IV: Quest of the Avatar;1988 Origin Systems;4428;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;278528
UltimateBodyBlows.lha;UltimateBodyBlowsHD\UltimateBodyBlows.slave;UltimateBodyBlows.lha_UltimateBodyBlows.slave.txt;Ultimate Body Blows CD??;1994 Team 17;5048;15;NoError, ReqAGA, EmulPriv, Examine;1572864;0;5d;1048576
UltimateGolf.lha;UltimateGolfHD\UltimateGolf.slave;UltimateGolf.lha_UltimateGolf.slave.txt;Ultimate Golf;1990 Gremlin;832;10;NoError, EmulTrap, NoDivZero;524288;0;59;0
UltimateRide.lha;Ultimate Ride Install\UltimateRide.slave;UltimateRide.lha_UltimateRide.slave.txt;Ultimate Ride;1990 Mindscape;1560;17;NoError, EmulTrap, NoDivZero, ClearMem;524288;58;59;0
UltimaV.lha;UltimaV\UltimaV.Slave;UltimaV.lha_UltimaV.Slave.txt;;;772;6;NoError, EmulTrap;524288;0;5a;
UltimaVI.lha;UltimaVIHD\UltimaVI.slave;UltimaVI.lha_UltimaVI.slave.txt;Ultima VI: The False Prophet;1992 Origin;8512;18;NoError, EmulPriv, ClearMem, Examine;557056;0;5d;917504
UMS.lha;UMSHD\UMS.slave;UMS.lha_UMS.slave.txt;Universal Military Simulator;1992 ;4796;16;NoError, EmulPriv, Examine;524288;0;5d;786432
UMSII.lha;UMSII_Install\UMSII.slave;UMSII.lha_UMSII.slave.txt;UMS II: Nations at War;1991 Rainbird;4660;17;NoError, EmulPriv, Examine;524288;0;59;786432
UnderPressure.lha;UnderPressureHD\UnderPressure.slave;UnderPressure.lha_UnderPressure.slave.txt;Under Pressure;1991 Electronic Zoo;1060;10;NoError, EmulTrap, NoDivZero, ClearMem;1048576;0;5d;0
Uninvited.lha;UninvitedHD\Uninvited.slave;Uninvited.lha_Uninvited.slave.txt;Uninvited;1987 Mindscape;4352;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;294912
UniversalMonsters.lha;UniversalMonstersHD\UniversalMonsters.slave;UniversalMonsters.lha_UniversalMonsters.slave.txt;Universal Monsters;1992 Ocean;836;10;NoError, EmulTrap, ClearMem;1048576;0;59;0
UniversalWarrior.lha;UniversalWarrior\universalwarrior.slave;UniversalWarrior.lha_universalwarrior.slave.txt;Universal Warrior;1993 Zeppelin Software;984;10;Disk, NoError, EmulTrap;524288;0;5d;0
UniversalWarrior.lha;UniversalWarrior\universalwarrior.slave.0608;UniversalWarrior.lha_universalwarrior.slave.0608.txt;;;860;4;Disk, NoError, EmulTrap;524288;0;5d;
Universe.lha;UniverseHD\Universe.slave;Universe.lha_Universe.slave.txt;Universe (ECS);1994 Core Design;1080;14;NoError, EmulTrap, ClearMem;1048576;0;5d;4096
Universe.lha;UniverseHD\UniverseCD32.slave;Universe.lha_UniverseCD32.slave.txt;Universe (CD32);1993 Core Design;1060;14;NoError, ClearMem;2031616;0;5d;4096
Universe3.lha;Universe3HD\Universe3.slave;Universe3.lha_Universe3.slave.txt;Universe 3;1989 Omnitrend Software;4380;17;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;262144
Unreal.lha;UnrealHD\Unreal.slave;Unreal.lha_Unreal.slave.txt;Unreal;1990 Ubi Soft;3712;14;NoError, EmulTrap, ClearMem;524288;0;59;626688
UnsensibleSoccer.lha;UnsensibleSoccerHD\UnsensibleSoccer.slave;UnsensibleSoccer.lha_UnsensibleSoccer.slave.txt;Unsensible Soccer;1993 Sensible Software;612;10;NoError, EmulTrap;524288;0;59;4096
UNSquadron.lha;UNSquadronHD\UNSquadron.slave;UNSquadron.lha_UNSquadron.slave.txt;UN Squadron;1990 US Gold;680;10;NoError;524288;0;59;0
Untouchables.lha;Untouchables Install\Untouchables.Slave;Untouchables.lha_Untouchables.Slave.txt;Untouchables;1989 Ocean/Special FX;1748;14;NoError, EmulTrap;524288;0;58;4096
UpScope.lha;UpScope Install\UpScope.slave;UpScope.lha_UpScope.slave.txt;Up Scope;1986 Grand Products;4124;16;NoError, EmulPriv;524288;0;59;393216
UpScopeArcadia.lha;UpScopeArcade Install\UpScopeArcade.slave;UpScopeArcadia.lha_UpScopeArcade.slave.txt;Up Scope (arcade);1986 Grand Products;11580;16;NoError, EmulPriv;524288;0;59;393216
Uridium2.lha;WHD_UridiumII\Slave1;Uridium2.lha_Slave1.txt;Uridium II;1993 Graftgold;1720;14;Disk, NoError, EmulTrap, EmulTrapV, ClearMem;1048576;58;59;0
Uridium2.lha;WHD_UridiumII\Slave2;Uridium2.lha_Slave2.txt;Uridium II;1993 Graftgold;1720;14;Disk, NoError, EmulTrap, EmulTrapV, ClearMem;2097152;58;59;0
USSJohnYoung.lha;USSJohnYoung_Install\USSJohnYoung.slave;USSJohnYoung.lha_USSJohnYoung.slave.txt;U.S.S. John Young;1990 Magic Bytes;4920;17;NoError, EmulPriv, Examine;524288;0;59;786432
Utopia.lha;UtopiaHd\Utopia.Slave;Utopia.lha_Utopia.Slave.txt;Utopia;1991 Gremlin;1264;10;Disk, NoError, EmulTrap, NoKbd;1048576;58;59;0
Vader.lha;VaderHd\Vader.Slave;Vader.lha_Vader.Slave.txt;Vader;1988 SoftGang.;4840;16;NoError, NoKbd, EmulPriv, Examine;524288;0;59;262144
