"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"NoError, ClearMem";"MultiMegamix III ? 1992 Kefrens";"1992 Kefrens";"whdload";"0";"Multi Megamix III";"MultiMegamix3";"922685";"M\MultiMegamix3\MultiMegamix3.Slave";"4096";"M\MultiMegamix3";"524288";"MultiMegamix3";"OCS/ECS";"";"";"";"";"";"multi megamix 3 kefrens";"Exact";"100";"multi-megamix-3-kefrens";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\multi-megamix-3-kefrens\screen.jpg";"multi-megamix-3-kefrens"
"NoError, EmulTrap, ClearMem";"Musabox ? 1991 Falcons.";"1991 Falcons";"whdload";"0";"Musabox";"Musabox";"784242";"M\Musabox\Musabox.Slave";"0";"M\Musabox";"524288";"Musabox";"OCS/ECS";"";"";"";"";"";"musabox falcons";"Best";"4.593606";"musabox-2-falcons";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musabox-2-falcons\screen_001.png";"musabox-2-falcons"
"NoError, EmulTrap, ClearMem";"Musabox 2 ? 1982 Falcons.";"1992 Falcons";"whdload";"0";"Musabox 2";"Musabox2";"944987";"M\Musabox2\Musabox2.Slave";"0";"M\Musabox2";"524288";"Musabox2";"OCS/ECS";"";"";"";"";"";"musabox 2 falcons";"Exact";"100";"musabox-2-falcons";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musabox-2-falcons\screen_001.png";"musabox-2-falcons"
"NoError, EmulTrap, ClearMem";"Museum ? 1992 Alcatraz.";"1992 Alcatraz";"whdload";"0";"Museum";"Museum";"921261";"M\Museum\Museum.Slave";"0";"M\Museum";"524288";"Museum";"OCS/ECS";"";"";"";"";"";"museum alcatraz";"Exact";"100";"museum-alcatraz";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\museum-alcatraz\screen.png";"museum-alcatraz"
"NoError, EmulTrap, ClearMem";"Musical Rabbit ? 1993 Carrillon & Cyberiad.";"1993 Carrillon & Cyberiad";"whdload";"0";"Muscial Rabbit";"MusicalRabbit";"466340";"M\MusicalRabbit\MusicalRabbit.Slave";"524288";"M\MusicalRabbit";"524288";"MusicalRabbit";"OCS/ECS";"";"";"";"";"";"musical rabbit muscial carrillon cyberiad";"Best";"2.360746";"musical-rabbit-carillon-cyberiad";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musical-rabbit-carillon-cyberiad\screen.png";"musical-rabbit-carillon-cyberiad"
"NoError, EmulTrap, ClearMem";"Musical Secrets ? 1992 Zite.";"1992 Zite";"whdload";"0";"Musical Secrets";"MusicalSecrets";"919979";"M\MusicalSecrets\MusicalSecrets.Slave";"0";"M\MusicalSecrets";"524288";"MusicalSecrets";"OCS/ECS";"";"";"";"";"";"musical secrets zite";"Exact";"100";"musical-secrets-zite";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musical-secrets-zite\screen_001.png";"musical-secrets-zite"
"NoError, EmulTrap, ClearMem";"Musication ? 1992 Absolute!.";"1992 Absolute!";"whdload";"0";"Musication";"Musication";"841399";"M\Musication\Musication.Slave";"0";"M\Musication";"524288";"Musication";"OCS/ECS";"";"";"";"";"";"musication absolute";"Best";"6.91188";"musication-vol1-absolute";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musication-vol1-absolute\screen_001.PNG";"musication-vol1-absolute"
"NoError, EmulTrap, ClearMem";"Musicbox 3 ? 1991 Gate.";"1991 Gate";"whdload";"0";"Musicbox 3";"Musicbox3";"883377";"M\Musicbox3\Musicbox3.Slave";"0";"M\Musicbox3";"524288";"Musicbox3";"OCS/ECS";"";"";"";"";"";"musicbox 3 gate";"Exact";"100";"musicbox-3-gate";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicbox-3-gate\screen.png";"musicbox-3-gate"
"NoError, EmulTrap, ClearMem";"Music Box ? 1991 Copyride.";"1991 Copyride";"whdload";"0";"Music Box";"MusicBoxCopyride";"1105707";"M\MusicBoxCopyride\MusicBoxCopyride.Slave";"0";"M\MusicBoxCopyride";"524288";"MusicBoxCopyride";"OCS/ECS";"";"";"";"";"";"music box copyride";"Exact";"100";"music-box-copyride";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-box-copyride\screen_001.png";"music-box-copyride"
"NoError, EmulTrap, ClearMem";"Music Collection 1991 Katharsis.";"1991 Katharsis";"whdload";"0";"Music Collection";"MusicCollection";"1820533";"M\MusicCollection\MusicCollection.Slave";"0";"M\MusicCollection";"524288";"MusicCollection";"OCS/ECS";"";"";"";"";"";"music collection katharsis";"Exact";"100";"music-collection-katharsis";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Demos Custom\music-collection-katharsis\screen_001.png";"music-collection-katharsis"
"NoError, EmulTrap, ClearMem";"Music Collection 4 ? 1991 Zarch.";"1991 Zarch";"whdload";"0";"Music Collection 4";"MusicCollection4Zarch";"919377";"M\MusicCollection4Zarch\MusicCollection4Zarch.Slave";"0";"M\MusicCollection4Zarch";"524288";"MusicCollection4Zarch";"OCS/ECS";"";"";"";"";"";"music collection 4 zarch";"Best";"5.185198";"zarch-music-collection-4-zarch";"C:\Work\First Realize\amiga-demo-database\jasdd\z\zarch-music-collection-4-zarch\screen_001.png";"zarch-music-collection-4-zarch"
"NoError, EmulTrap, ClearMem";"Music Collection ? 1989 Exocet.";"1989 Exocet";"whdload";"0";"Music Collection";"MusicCollectionExocet";"920547";"M\MusicCollectionExocet\MusicCollectionExocet.Slave";"0";"M\MusicCollectionExocet";"524288";"MusicCollectionExocet";"OCS/ECS";"";"";"";"";"";"music collection exocet";"Exact";"100";"music-collection-exocet";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Demos Custom\music-collection-exocet\screen_001.png";"music-collection-exocet"
"NoError, EmulTrap, ClearMem";"Music Compacting 2 ? 1991 Zylon & Alpha Flight.";"1991 Zylon & Alpha Flight";"whdload";"0";"Music Compacting 2";"MusicCompacting2";"921379";"M\MusicCompacting2\MusicCompacting2.slave";"0";"M\MusicCompacting2";"524288";"MusicCompacting2";"OCS/ECS";"";"";"";"";"";"music compacting 2 zylon alpha flight";"Best";"4.918592";"music-compacting-2-alpha-flight-1970-zylon";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-compacting-2-alpha-flight-1970-zylon\screen.gif";"music-compacting-2-alpha-flight-1970-zylon"
"NoError, EmulTrap, ClearMem";"Music Compilation ? 1989 Random Access.";"1989 Random Access";"whdload";"0";"Music Compilation ";"MusicCompilation";"793797";"M\MusicCompilation\MusicCompilation.Slave";"0";"M\MusicCompilation";"524288";"MusicCompilation";"OCS/ECS";"";"";"";"";"";"music compilation random access";"Exact";"100";"music-compilation-random-access";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-compilation-random-access\screen.png";"music-compilation-random-access"
"NoError, EmulTrap, ClearMem";"Music Demo ? 1992 Deform.";"1992 Deform";"whdload";"0";"Music Demo";"MusicDemoDeform";"919051";"M\MusicDemoDeform\MusicDemoDeform.Slave";"0";"M\MusicDemoDeform";"524288";"MusicDemoDeform";"OCS/ECS";"";"";"";"";"";"music demo deform";"Exact";"100";"music-demo-deform";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-demo-deform\screen_001.png";"music-demo-deform"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1990 The Fantasy Force.";"1990 The Fantasy Force";"whdload";"0";"Music Disk";"MusicDisk1";"1627280";"M\MusicDisk1\MusicDisk1.Slave";"524288";"M\MusicDisk1";"524288";"MusicDisk1";"OCS/ECS";"";"";"";"";"";"musicdisk 1 royal amiga force";"Exact";"100";"musicdisk-1-royal-amiga-force";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicdisk-1-royal-amiga-force\screen_001.png";"musicdisk-1-royal-amiga-force"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 81st Track.";"1991 81st Track";"whdload";"0";"Music Disk 1";"MusicDisk181stTrack";"921234";"M\MusicDisk181stTrack\MusicDisk181stTrack.Slave";"524288";"M\MusicDisk181stTrack";"524288";"MusicDisk181stTrack";"OCS/ECS";"";"";"";"";"";"music disk 181 st track 1 81";"Best";"4.417846";"music-disk-1-the-81st-track";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-disk-1-the-81st-track\screen.gif";"music-disk-1-the-81st-track"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1993 Adam McCrory.";"1993 Adam McCrory";"whdload";"0";"Music Disk 1";"MusicDisk1AdamMcCrory";"322828";"M\MusicDisk1AdamMcCrory\MusicDisk1AdamMcCrory.Slave";"0";"M\MusicDisk1AdamMcCrory";"524288";"MusicDisk1AdamMcCrory";"OCS/ECS";"";"";"";"";"";"music disk 1 adam mc crory";"Best";"2.59374";"adam-mccrory-music-disk-1-adam-mccrory";"C:\Work\First Realize\amiga-demo-database\jasdd\a\adam-mccrory-music-disk-1-adam-mccrory\screen_001.png";"adam-mccrory-music-disk-1-adam-mccrory"
"NoError, ClearMem";"Music Disk 1 ? 1990 Alcatraz";"1990 Alcatraz";"whdload";"0";"Music Disk 1";"MusicDisk1Alcatraz";"926565";"M\MusicDisk1Alcatraz\MusicDisk1Alcatraz.Slave";"4096";"M\MusicDisk1Alcatraz";"524288";"MusicDisk1Alcatraz";"OCS/ECS";"";"";"";"";"";"music disk 1 alcatraz";"Exact";"100";"musicdisk-1-alcatraz";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-1-alcatraz\screen.png";"musicdisk-1-alcatraz"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Bass.";"1991 Bass";"whdload";"0";"Music Disk 1";"MusicDisk1Bass";"843394";"M\MusicDisk1Bass\MusicDisk1Bass.slave";"0";"M\MusicDisk1Bass";"524288";"MusicDisk1Bass";"OCS/ECS";"";"";"";"";"";"music disk bass";"Exact";"100";"music-disk-bass";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-disk-bass\screen_001.png";"music-disk-bass"
"NoError";"MusicDisk 1 ? 1989 D-Mob.";"1989 D-Mob";"whdload";"0";"MusicDisk 1";"MusicDisk1DMob";"918043";"M\MusicDisk1DMob\MusicDisk1DMob.Slave";"0";"M\MusicDisk1DMob";"524288";"MusicDisk1DMob";"OCS/ECS";"";"";"";"";"";"music disk 1 dmob mob";"Exact";"100";"music-disk-1-d-mob";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-disk-1-d-mob\screen.jpg";"music-disk-1-d-mob"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1990 The Fantasy Force.";"1990 The Fantasy Force";"whdload";"0";"Music Disk";"MusicDisk1FantasyForce";"726770";"M\MusicDisk1FantasyForce\MusicDisk1FantasyForce.Slave";"524288";"M\MusicDisk1FantasyForce";"524288";"MusicDisk1FantasyForce";"OCS/ECS";"";"";"";"";"";"music disk 1 the fantasy force";"Exact";"100";"musicdisk-1-the-fantasy-force";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-1-the-fantasy-force\screen.png";"musicdisk-1-the-fantasy-force"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1989 IKS.";"1989 IKS";"whdload";"0";"Music Disk 1";"MusicDisk1IKS";"920865";"M\MusicDisk1IKS\MusicDisk1IKS.Slave";"0";"M\MusicDisk1IKS";"524288";"MusicDisk1IKS";"OCS/ECS";"";"";"";"";"";"music disk 1 iks";"Exact";"100";"musicdisk-1-iks";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-1-iks\screen.png";"musicdisk-1-iks"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Ipec Elite.";"1989 Ipec Elite";"whdload";"0";"Music Disk";"MusicDisk1IpecElite";"766314";"M\MusicDisk1IpecElite\MusicDisk1IpecElite.Slave";"0";"M\MusicDisk1IpecElite";"524288";"MusicDisk1IpecElite";"OCS/ECS";"";"";"";"";"";"music disk brainstorms third demo ipec elite";"Exact";"100";"music-disk-brainstorms-third-demo-ipec-elite";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-disk-brainstorms-third-demo-ipec-elite\screen_001.png";"music-disk-brainstorms-third-demo-ipec-elite"
"NoError, EmulTrap, ClearMem";"Music Disk 1 1988 Mahoney & Kaktus.";"1988 Mahoney & Kaktus";"whdload";"0";"Music Disk 1";"MusicDisk1Mahoney&Kaktus";"917612";"M\MusicDisk1Mahoney&Kaktus\MusicDisk1Mahoney&Kaktus.Slave";"0";"M\MusicDisk1Mahoney&Kaktus";"524288";"MusicDisk1Mahoney&Kaktus";"OCS/ECS";"";"";"";"";"";"music disk 1 mahoney kaktus";"Exact";"100";"musicdisk-1-mahoney-kaktus";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-1-mahoney-kaktus\screen.png";"musicdisk-1-mahoney-kaktus"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Prologic.";"1991 Prologic";"whdload";"0";"Music Disk 1";"MusicDisk1Prologic";"918793";"M\MusicDisk1Prologic\MusicDisk1Prologic.Slave";"0";"M\MusicDisk1Prologic";"524288";"MusicDisk1Prologic";"OCS/ECS";"";"";"";"";"";"music disk 1 prologic";"Exact";"100";"music-disk-1-prologic";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-disk-1-prologic\screen.png";"music-disk-1-prologic"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Vega.";"1991 Vega";"whdload";"0";"Music Disk 1";"MusicDisk1Vega";"919609";"M\MusicDisk1Vega\MusicDisk1Vega.Slave";"0";"M\MusicDisk1Vega";"524288";"MusicDisk1Vega";"OCS/ECS";"";"";"";"";"";"music disk 1 vega";"Exact";"100";"musicdisk-1-vega";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-1-vega\screen.gif";"musicdisk-1-vega"
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 The Fantasy Force.";"1991 The Fantasy Force";"whdload";"0";"Music Disk 2";"MusicDisk2";"566983";"M\MusicDisk2\MusicDisk2.Slave";"0";"M\MusicDisk2";"524288";"MusicDisk2";"OCS/ECS";"";"";"";"";"";"musicdisk 2 fantasy force";"Exact";"100";"musicdisk-2-fantasy-force";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicdisk-2-fantasy-force\screen_001.PNG";"musicdisk-2-fantasy-force"
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 81st Track.";"1992 The 81st Track";"whdload";"0";"Music Disk 2";"MusicDisk281stTrack";"892338";"M\MusicDisk281stTrack\MusicDisk281stTrack.Slave";"524288";"M\MusicDisk281stTrack";"524288";"MusicDisk281stTrack";"OCS/ECS";"";"";"";"";"";"music disk 2 the 81st track";"Exact";"100";"music-disk-2-the-81st-track";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-disk-2-the-81st-track\screen.png";"music-disk-2-the-81st-track"
"NoError, ClearMem";"Music Disk 2 ? 1992 Darkness.";"1992 Darkness";"whdload";"0";"Music Disk 2";"MusicDisk2Darkness";"917536";"M\MusicDisk2Darkness\MusicDisk2Darkness.Slave";"0";"M\MusicDisk2Darkness";"524288";"MusicDisk2Darkness";"OCS/ECS";"";"";"";"";"";"music disk 2 darkness";"Exact";"100";"musicdisk-2-darkness";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicdisk-2-darkness\screen_001.png";"musicdisk-2-darkness"
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1990 Elite.";"1990 Elite";"whdload";"0";"Music Disk 2";"MusicDisk2Elite";"919816";"M\MusicDisk2Elite\MusicDisk2Elite.Slave";"0";"M\MusicDisk2Elite";"524288";"MusicDisk2Elite";"OCS/ECS";"";"";"";"";"";"music madness 2 ipec elite";"Exact";"100";"music-madness-2-ipec-elite";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-madness-2-ipec-elite\screen.png";"music-madness-2-ipec-elite"
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1989 IKS.";"1989 IKS";"whdload";"0";"Music Disk 2";"MusicDisk2IKS";"920698";"M\MusicDisk2IKS\MusicDisk2IKS.Slave";"0";"M\MusicDisk2IKS";"524288";"MusicDisk2IKS";"OCS/ECS";"";"";"";"";"";"music disk 2 iks";"Exact";"100";"musicdisk-2-iks";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-2-iks\screen.png";"musicdisk-2-iks"
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 Vega.";"1991 Vega";"whdload";"0";"Music Disk 2";"MusicDisk2Vega";"428798";"M\MusicDisk2Vega\MusicDisk2Vega.Slave";"0";"M\MusicDisk2Vega";"524288";"MusicDisk2Vega";"OCS/ECS";"";"";"";"";"";"music disk 2 vega";"Exact";"100";"musicdisk-2-vega";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-2-vega\screen.gif";"musicdisk-2-vega"
"NoError";"MusicDisk 3 ? 1989 D-Mob.";"1989 D-Mob";"whdload";"0";"MusicDisk 3";"MusicDisk3";"923901";"M\MusicDisk3\MusicDisk3.Slave";"0";"M\MusicDisk3";"524288";"MusicDisk3";"OCS/ECS";"";"";"";"";"";"mega musicdisk iii d mob";"Exact";"100";"mega-musicdisk-iii-d-mob";"C:\Work\First Realize\amiga-demo-database\jasdd\m\mega-musicdisk-iii-d-mob\screen_001.png";"mega-musicdisk-iii-d-mob"
"NoError";"MusicDisk 4 ? 1990 D-Mob.";"1990 D-Mob";"whdload";"0";"MusicDisk 4";"MusicDisk4";"1814809";"M\MusicDisk4\MusicDisk4.Slave";"0";"M\MusicDisk4";"524288";"MusicDisk4";"OCS/ECS";"";"";"";"";"";"musicdisk iv d mob";"Exact";"100";"musicdisk-iv-d-mob";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-iv-d-mob\screen.png";"musicdisk-iv-d-mob"
"NoError, EmulTrap, ClearMem";"Music Disk 4 ? 1992 Vega.";"1992 Vega";"whdload";"0";"Music Disk 4";"MusicDisk4Vega";"919011";"M\MusicDisk4Vega\MusicDisk4Vega.Slave";"0";"M\MusicDisk4Vega";"524288";"MusicDisk4Vega";"OCS/ECS";"";"";"";"";"";"music disk 4 vega";"Exact";"100";"musicdisk-4-vega";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-4-vega\screen.gif";"musicdisk-4-vega"
"NoError, EmulTrap, ClearMem";"Music Disk 6 ? 1992 Ram Jam.";"1992 Ram Jam";"whdload";"0";"Megademo";"MusicDisk6RamJam";"745841";"M\MusicDisk6RamJam\MusicDisk6RamJam.Slave";"0";"M\MusicDisk6RamJam";"524288";"MusicDisk6RamJam";"OCS/ECS";"";"";"";"";"";"music disk 6 ram jam megademo";"Exact";"100";"music-disk-6-ram-jam";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-disk-6-ram-jam\screen.png";"music-disk-6-ram-jam"
"NoError, EmulTrap, EmulPriv, Examine";"Music Disk 1989 Action Force.";"1989 Action Force";"whdload";"0";"Music Disk";"MusicDiskActionForce";"1084622";"M\MusicDiskActionForce\MusicDiskActionForce.slave";"786432";"M\MusicDiskActionForce";"524288";"MusicDiskActionForce";"OCS/ECS";"";"";"";"";"";"music disk action force";"Exact";"100";"musicdisk-action-force";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicdisk-action-force\screen_001.png";"musicdisk-action-force"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Armada & It.";"1989 Armada & It";"whdload";"0";"Music Disk";"MusicDiskArmada&It";"510678";"M\MusicDiskArmada&It\MusicDiskArmada&It.Slave";"0";"M\MusicDiskArmada&It";"524288";"MusicDiskArmada";"OCS/ECS";"It";"";"";"";"";"walkman othon musicdisk armada it";"Exact";"100";"walkman-othon-musicdisk-armada-it";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\w\walkman-othon-musicdisk-armada-it\screen.png";"walkman-othon-musicdisk-armada-it"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1991 Aspect & Orix.";"1991 Aspect & Orix";"whdload";"0";"Music Disk";"MusicDiskAspect&Orix";"745074";"M\MusicDiskAspect&Orix\MusicDiskAspect&Orix.Slave";"0";"M\MusicDiskAspect&Orix";"524288";"MusicDiskAspect&Orix";"OCS/ECS";"";"";"";"";"";"music disk aspect orix";"Best";"2.140451";"musicdisk-orix-aspect_#2";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-orix-aspect_#2\screen.png";"musicdisk-orix-aspect_-2"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1990 Cryptic.";"1990 Cryptic";"whdload";"0";"Music Disk";"MusicDiskCryptic";"920147";"M\MusicDiskCryptic\MusicDiskCryptic.Slave";"0";"M\MusicDiskCryptic";"524288";"MusicDiskCryptic";"OCS/ECS";"";"";"";"";"";"music disk cryptic";"Exact";"100";"musicdisk-cryptic";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-cryptic\screen.png";"musicdisk-cryptic"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Dexion.";"Dexion";"whdload";"0";"Music Disk";"MusicDiskDexion";"919716";"M\MusicDiskDexion\MusicDiskDexion.Slave";"0";"M\MusicDiskDexion";"524288";"MusicDiskDexion";"OCS/ECS";"";"";"";"";"";"music disk dexion";"Exact";"100";"music-disk-dexion";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-disk-dexion\screen_001.PNG";"music-disk-dexion"
"NoError, ClearMem";"Music Disk ? 1992 Dreamscape.";"1992 Dreamscape";"whdload";"0";"Music Disk";"MusicDiskDreamscape";"362166";"M\MusicDiskDreamscape\MusicDiskDreamscape.Slave";"0";"M\MusicDiskDreamscape";"524288";"MusicDiskDreamscape";"OCS/ECS";"";"";"";"";"";"music disk dreamscape";"Exact";"100";"music-disk-dreamscape";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-disk-dreamscape\screen.png";"music-disk-dreamscape"
"NoError, ClearMem";"Music Disk ? 1989 Escape.";"1989 Escape";"whdload";"0";"Music Disk";"MusicDiskEscape";"344983";"M\MusicDiskEscape\MusicDiskEscape.Slave";"0";"M\MusicDiskEscape";"524288";"MusicDiskEscape";"OCS/ECS";"";"";"";"";"";"music disk escape";"Exact";"100";"musicdisk-escape";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicdisk-escape\screen_001.png";"musicdisk-escape"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1991 Inzzest.";"1991 Inzzest";"whdload";"0";"Music Disk";"MusicDiskInzzest";"925066";"M\MusicDiskInzzest\MusicDiskInzzest.Slave";"0";"M\MusicDiskInzzest";"524288";"MusicDiskInzzest";"OCS/ECS";"";"";"";"";"";"music disk inzzest";"Exact";"100";"musicdisk-inzzest";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-inzzest\screen.png";"musicdisk-inzzest"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1988 Thrust.";"1988 Thrust";"whdload";"0";"Music Disk";"MusicDiskThrust";"925306";"M\MusicDiskThrust\MusicDiskThrust.Slave";"0";"M\MusicDiskThrust";"524288";"MusicDiskThrust";"OCS/ECS";"";"";"";"";"";"music disk thrust";"Best";"3.565955";"music-pack-1-thrust";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-pack-1-thrust\screen.jpg";"music-pack-1-thrust"
"NoError, EmulTrap, ClearMem";"Music Dream ? 1991 Phenomena";"1991 Phenomena";"whdload";"0";"Music Dream";"MusicDream1";"908156";"M\MusicDream1\MusicDream1.Slave";"905216";"M\MusicDream1";"524288";"MusicDream1";"OCS/ECS";"";"";"";"";"";"music dream 1 phenomena";"Exact";"100";"music-dream-1-phenomena";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-dream-1-phenomena\screen_001.png";"music-dream-1-phenomena"
