"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords"
"EmulPriv, ClearMem, Examine";"";"1990 Electronic Arts";"whdload";"0";"Magic Fly";"MagicFly512KB";"707852";"M\MagicFly512KB\MagicFly512KB.Slave";"786432";"M\MagicFly512KB";"524288";"MagicFly";"OCS/ECS";"";"512KB";"";"";"";"magic fly";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=708";"708";"Commercial";"English";"1";"1 Only";"Magic Fly";"Electronic Arts";"m\magic-fly";"OCS";"Arcade - Miscellaneous";"magic fly magicfly 708 electronic arts magicfly english"
"NoError, EmulTrap";"Magician by Loriciel (c) 1990 - 1 disk.";"1990 Loriciel";"whdload";"0";"Magician";"Magician";"910334";"M\Magician\Magician.Slave";"0";"M\Magician";"524288";"Magician";"OCS/ECS";"";"";"";"";"";"magician the";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2818";"2818";"Commercial";"English";"1";"1 Only";"Magician, The";"Loriciel";"m\magician-the";"OCS";"Platformer - Scrolling Screen";"magician the magicianthe 2818 loriciel magicianthe english"
"NoError, EmulPriv, Examine";"Magic Johnson's Basketball ? 1989 Melbourne House.";"1989 Melbourne House";"whdload";"0";"Magic Johnson";"MagicJohnsonsBasketball";"788885";"M\MagicJohnsonsBasketball\MagicJohnsonsBasketball.Slave";"786432";"M\MagicJohnsonsBasketball";"524288";"MagicJohnsonsBasketball";"OCS/ECS";"";"";"";"";"";"magic johnsons basketball johnson";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=710";"710";"Commercial";"English";"1";"1 or 2, Simultaneous";"Magic Johnson's Basketball";"Virgin Mastertronic";"m\magic-johnsons-basketball";"OCS";"Sports - Basketball";"magic johnsons basketball magicjohnsonsbasketball 710 virgin mastertronic magicjohnsonsbasketball english"
"NoError, EmulTrap, ClearMem";"Magicland Dizzy by Code Masters (c) 1992 - 1 disk.";"1992 Code Masters";"whdload";"0";"Magicland Dizzy";"MagiclandDizzy";"574692";"M\MagiclandDizzy\MagiclandDizzy.Slave";"524288";"M\MagiclandDizzy";"524288";"MagiclandDizzy";"OCS/ECS";"";"";"";"";"";"magicland dizzy";"Exact";"7.9";"Open Amiga Game Database";"1991";"https://oagd.net/amiga/magicland-dizzy";;;"English";;"1";"Magicland Dizzy";"Codemasters";"m\magicland-dizzy";;;"magicland dizzy magiclanddizzy codemasters magiclanddizzy english"
"NoError, EmulTrap, NoKbd";"Magic Lines (c) 1990 Thalion - 1 disk.";"1990 Thalion";"whdload";"0";"Magic Lines";"MagicLines";"412306";"M\MagicLines\MagicLines.Slave";"4096";"M\MagicLines";"524288";"MagicLines";"OCS/ECS";"";"";"";"";"";"magic lines";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=712";"712";"Commercial";"English";"1";"1 Only";"Magic Lines";"Thalion";"m\magic-lines";"OCS";"Brain - Puzzle";"magic lines magiclines 712 thalion magiclines english"
"NoError, EmulTrap, NoKbd";"Magic Lines (c) 1990 Thalion - 1 disk.";"1990 Thalion";"whdload";"0";"Magic Lines";"MagicLinesCracked";"650274";"M\MagicLinesCracked\MagicLinesCracked.Slave";"4096";"M\MagicLinesCracked";"524288";"MagicLines";"OCS/ECS";"";"";"";"Cracked";"";"magic lines";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=712";"712";"Commercial";"English";"1";"1 Only";"Magic Lines";"Thalion";"m\magic-lines";"OCS";"Brain - Puzzle";"magic lines magiclines 712 thalion magiclines english"
"NoError, EmulTrap, EmulPriv, Examine";"Magic Marble ? 1989 Sphinx .";"1989 Sphinx";"whdload";"0";"Magic Marble";"MagicMarble";"970424";"M\MagicMarble\MagicMarble.Slave";"262144";"M\MagicMarble";"524288";"MagicMarble";"OCS/ECS";"";"";"";"";"";"magic marble";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2426";"2426";"Commercial";"English";"1";"1 or 2";"Magic Marble";"Sphinx";"m\magic-marble";"OCS";"Arcade - Labyrinth/Maze";"magic marble magicmarble 2426 sphinx magicmarble english"
"NoError, EmulTrap, ClearMem";"Magic Pockets ? 1991 Renegade.";"1991 The Bitmap Brothers";"whdload";"0";"Magic Pockets";"MagicPockets";"954304";"M\MagicPockets\MagicPockets.Slave";"0";"M\MagicPockets";"524288";"MagicPockets";"OCS/ECS";"";"";"";"";"";"magic pockets";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=711";"711";"Commercial";"English";"1";"1 Only";"Magic Pockets";"Renegade";"m\magic-pockets";"OCS,ECS";"Platformer - Scrolling Screen";"magic pockets magicpockets 711 renegade magicpockets english"
"NoError, EmulTrap, ClearMem";"Magic Pockets Demo ? 1992 The Bitmap Brothers.";"1992 The Bitmap Brothers";"whdload";"0";"Magic Pockets Demo";"MagicPocketsDemo";"251638";"M\MagicPocketsDemo\MagicPocketsDemo.Slave";"0";"M\MagicPocketsDemo";"1048576";"MagicPockets";"OCS/ECS";"";"";"Demo";"";"";"magic pockets";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=711";"711";"Commercial";"English";"1";"1 Only";"Magic Pockets";"Renegade";"m\magic-pockets";"OCS,ECS";"Platformer - Scrolling Screen";"magic pockets magicpockets 711 renegade magicpockets english"
"NoError, EmulTrap, ClearMem";"Magic Pockets ? 1991 Renegade.";"1991 The Bitmap Brothers";"whdload";"0";"Magic Pockets";"MagicPocketsNTSC";"954317";"M\MagicPocketsNTSC\MagicPocketsNTSC.Slave";"0";"M\MagicPocketsNTSC";"524288";"MagicPockets";"OCS/ECS";"";"";"";"NTSC";"";"magic pockets";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=711";"711";"Commercial";"English";"1";"1 Only";"Magic Pockets";"Renegade";"m\magic-pockets";"OCS,ECS";"Platformer - Scrolling Screen";"magic pockets magicpockets 711 renegade magicpockets english"
"NoError, EmulTrap";"Magnatron ? BSP Design.";"BSP Design";"whdload";"0";"Magnatron";"Magnatron";"792069";"M\Magnatron\Magnatron.Slave";"0";"M\Magnatron";"524288";"Magnatron";"OCS/ECS";"";"";"";"";"";"magnatron";"Exact";"N/A";"Open Amiga Game Database";"";"https://oagd.net/game/5b44791a-bec9-59fe-8d5c-84236590d552";;;"English";;"1";"Magnatron";"BSP Design";"m\magnatron";;;"magnatron magnatron bsp design magnatron english"
"NoError, ClearMem";"Major Motion (c) 1988 Microdeal - 1 disk.";"1988 Microdeal";"whdload";"0";"Major Motion";"MajorMotion";"317039";"M\MajorMotion\MajorMotion.Slave";"327680";"M\MajorMotion";"524288";"MajorMotion";"OCS/ECS";"";"";"";"";"";"major motion";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=714";"714";"Commercial";"English";"1";"1 or 2";"Major Motion";"Microdeal";"m\major-motion";"OCS";"Racing - Cars";"major motion majormotion 714 microdeal majormotion english"
"NoError, EmulTrap, ClearMem";"Manchester United ? 1990 Krisalis.";"1990 Krisalis";"whdload";"0";"Manchester United";"ManchesterUnited";"1823736";"M\ManchesterUnited\ManchesterUnited.Slave";"0";"M\ManchesterUnited";"524288";"ManchesterUnited";"OCS/ECS";"";"";"";"";"";"manchester united";"Exact";"N/A";"Open Amiga Game Database";"1990";"https://oagd.net/game/c411d18d-7543-57ed-b754-cad8fe92900b";;;"English";;"1 - 2 (2 simultaneous)";"Manchester United";"Krisalis";"m\manchester-united";;;"manchester united manchesterunited krisalis manchesterunited english"
"NoError, EmulTrap";"Manchester United Europe ? 1991 Krisalis.";"1991 Krisalis";"whdload";"0";"Manchester United Europe";"ManchesterUnitedEurope20";"905935";"M\ManchesterUnitedEurope20\ManchesterUnitedEurope20.Slave";"524288";"M\ManchesterUnitedEurope20";"524288";"ManchesterUnitedEurope20";"OCS/ECS";"";"";"";"";"";"manchester united europe 20";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=2877";"2877";"Commercial";"English,German,French,Italian,Spanish";"1";"1 to 4, Simultaneous";"Manchester United Europe";"Krisalis";"m\manchester-united-europe";"OCS,ECS";"Sports - Football/Soccer";"manchester united europe manchesterunitedeurope 2877 krisalis manchesterunitedeurope english,german,french,italian,spanish"
"NoError, EmulTrap";"Manchester United Europe ? 1991 Krisalis.";"1991 Krisalis";"whdload";"0";"Manchester United Europe";"ManchesterUnitedEurope21";"905935";"M\ManchesterUnitedEurope21\ManchesterUnitedEurope21.Slave";"524288";"M\ManchesterUnitedEurope21";"524288";"ManchesterUnitedEurope21";"OCS/ECS";"";"";"";"";"";"manchester united europe 21";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=2877";"2877";"Commercial";"English,German,French,Italian,Spanish";"1";"1 to 4, Simultaneous";"Manchester United Europe";"Krisalis";"m\manchester-united-europe";"OCS,ECS";"Sports - Football/Soccer";"manchester united europe manchesterunitedeurope 2877 krisalis manchesterunitedeurope english,german,french,italian,spanish"
"NoError, EmulTrap";"Manchester United Europe ? 1991 Krisalis.";"1991 Krisalis";"whdload";"0";"Manchester United Europe";"ManchesterUnitedEurope23";"905935";"M\ManchesterUnitedEurope23\ManchesterUnitedEurope23.Slave";"524288";"M\ManchesterUnitedEurope23";"524288";"ManchesterUnitedEurope23";"OCS/ECS";"";"";"";"";"";"manchester united europe 23";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=2877";"2877";"Commercial";"English,German,French,Italian,Spanish";"1";"1 to 4, Simultaneous";"Manchester United Europe";"Krisalis";"m\manchester-united-europe";"OCS,ECS";"Sports - Football/Soccer";"manchester united europe manchesterunitedeurope 2877 krisalis manchesterunitedeurope english,german,french,italian,spanish"
"NoError, EmulTrap, ClearMem";"Manchester United Premier League Champions";"1994 Krisalis";"whdload";"0";"Manchester United Premier League Champions";"ManchesterUnitedPLC";"2730852";"M\ManchesterUnitedPLC\ManchesterUnitedPLC.slave";"524288";"M\ManchesterUnitedPLC";"524288";"ManchesterUnitedPLC";"OCS/ECS";"";"";"";"";"";"manchester united plc premier league champions";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=1770";"1770";"Commercial";"English,German,French,Italian";"2";"1 or 2, Simultaneous";"Manchester United: Premier League Champions";"Krisalis";"m\manchester-united-premier-league-champions";"OCS,ECS";"Sports - Football/Soccer";"manchester united premier league champions manchesterunitedpremierleaguechampions 1770 krisalis manchesterunitedpremierleaguechampions english,german,french,italian"
"NoError, EmulTrap, ClearMem";"Manchester United: The Double ? 1995 Krisalis.";"1995 Krisalis";"whdload";"0";"Manchester United: The Double";"ManchesterUnitedTheDouble";"3620244";"M\ManchesterUnitedTheDouble\ManchesterUnitedTheDouble.slave";"1048576";"M\ManchesterUnitedTheDouble";"524288";"ManchesterUnitedTheDouble";"OCS/ECS";"";"";"";"";"";"manchester united the double";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=2862";"2862";"Commercial";"English";"2";"1 or 2, Simultaneous";"Manchester United: The Double";"Krisalis";"m\manchester-united-the-double";"OCS,ECS";"Sports - Football/Soccer";"manchester united the double manchesterunitedthedouble 2862 krisalis manchesterunitedthedouble english"
"NoError, EmulTrap, ClearMem";"Manchester United Premier League Champions";"1994 Krisalis";"whdload";"0";"Manchester United Premier League Champions";"ManchesterUtdPLC&Data";"3632022";"M\ManchesterUtdPLC&Data\ManchesterUtdPLC&Data.slave";"524288";"M\ManchesterUtdPLC&Data";"524288";"ManchesterUtdPLC";"OCS/ECS";"";"";"";"";"Data";"manchester utd plc united premier league champions";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=1770";"1770";"Commercial";"English,German,French,Italian";"2";"1 or 2, Simultaneous";"Manchester United: Premier League Champions";"Krisalis";"m\manchester-united-premier-league-champions";"OCS,ECS";"Sports - Football/Soccer";"manchester united premier league champions manchesterunitedpremierleaguechampions 1770 krisalis manchesterunitedpremierleaguechampions english,german,french,italian"
"NoError, EmulTrap";"Man from the Council (c) 1987 Pumpkinsoft/Tynesoft -";"1987 Pumpkinsoft/Tynesoft";"whdload";"0";"Man From The Council";"ManFromTheCouncil";"402313";"M\ManFromTheCouncil\ManFromTheCouncil.Slave";"0";"M\ManFromTheCouncil";"524288";"ManFromTheCouncil";"OCS/ECS";"";"";"";"";"";"man from the council";"Best";"2.688955";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2798";"2798";"Commercial";"English";"1";"1 Only";"Man from the Council, The";"Tynesoft";"m\man-from-the-council-the";"OCS";"";"man from the council the manfromthecouncilthe 2798 tynesoft manfromthecouncilthe english"
"NoError, EmulPriv, Examine";"Manhattan Dealers    ? 1988 Silmarils/Broderbund.";"1988-89 Silmarils/Broderbund";"whdload";"0";"Manhattan dealers / Operation: Clean Streets";"ManhattanDealers";"734753";"M\ManhattanDealers\ManhattanDealers.Slave";"262144";"M\ManhattanDealers";"524288";"ManhattanDealers";"OCS/ECS";"";"";"";"";"";"manhattan dealers operation clean streets";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2429";"2429";"Commercial";"English,French";"1";"1 Only";"Manhattan Dealers";"Silmarils";"m\manhattan-dealers";"OCS";"";"manhattan dealers manhattandealers 2429 silmarils manhattandealers english,french"
"NoError, EmulPriv, Examine";"Manhattan Dealers    ? 1988 Silmarils/Broderbund.";"1988-89 Silmarils/Broderbund";"whdload";"0";"Manhattan dealers / Operation: Clean Streets";"ManhattanDealersFr";"677239";"M\ManhattanDealersFr\ManhattanDealersFr.Slave";"262144";"M\ManhattanDealersFr";"524288";"ManhattanDealers";"OCS/ECS";"Fr";"";"";"";"";"manhattan dealers operation clean streets";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2429";"2429";"Commercial";"English,French";"1";"1 Only";"Manhattan Dealers";"Silmarils";"m\manhattan-dealers";"OCS";"";"manhattan dealers manhattandealers 2429 silmarils manhattandealers english,french"
"NoError, EmulPriv, Examine";"Manhunter ? 1988 Sierra.";"1988-1989 Sierra";"whdload";"0";"ManHunter: New York";"Manhunter";"1259167";"M\Manhunter\Manhunter.slave";"262144";"M\Manhunter";"524288";"Manhunter";"OCS/ECS";"";"";"";"";"";"manhunter man hunter new york";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=715";"715";"Commercial";"English";"2";"1 Only";"Manhunter: New York";"Sierra On-Line";"m\manhunter-new-york";"OCS";"Adventure - Animated Graphics/Text";"manhunter new york manhunternewyork 715 sierra on line manhunternewyork english"
"NoError, EmulPriv, Examine";"Manhunter 2 : San Francisco ? 1990 Sierra.";"1988-1989 Sierra";"whdload";"0";"ManHunter 2: San Francisco";"Manhunter2";"1371343";"M\Manhunter2\Manhunter2.slave";"524288";"M\Manhunter2";"524288";"Manhunter2";"OCS/ECS";"";"";"";"";"";"manhunter 2 man hunter san francisco";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=716";"716";"Commercial";"English";"3";"1 Only";"Manhunter 2: San Francisco";"Sierra On-Line";"m\manhunter-2-san-francisco";"OCS";"Adventure - Animated Graphics/Text";"manhunter 2 san francisco manhunter2sanfrancisco 716 sierra on line manhunter2sanfrancisco english"
"NoError, EmulPriv, Examine";"Maniac Mansion ? 1989 Lucasfilm";"1989 Lucasfilm";"whdload";"0";"Maniac Mansion";"ManiacMansion";"1052546";"M\ManiacMansion\ManiacMansion.slave";"589824";"M\ManiacMansion";"524288";"ManiacMansion";"OCS/ECS";"";"";"";"";"";"maniac mansion";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=717";"717";"Commercial";"English";"2";"1 Only";"Maniac Mansion";"Lucasfilm Games";"m\maniac-mansion";"OCS";"Adventure - Point and Click";"maniac mansion maniacmansion 717 lucasfilm games maniacmansion english"
"NoError, EmulPriv, Examine";"Maniac Mansion ? 1989 Lucasfilm";"1989 Lucasfilm";"whdload";"0";"Maniac Mansion";"ManiacMansionDe";"980460";"M\ManiacMansionDe\ManiacMansionDe.slave";"589824";"M\ManiacMansionDe";"524288";"ManiacMansion";"OCS/ECS";"De";"";"";"";"";"maniac mansion";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=717";"717";"Commercial";"English";"2";"1 Only";"Maniac Mansion";"Lucasfilm Games";"m\maniac-mansion";"OCS";"Adventure - Point and Click";"maniac mansion maniacmansion 717 lucasfilm games maniacmansion english"
"NoError, EmulPriv, Examine";"Maniac Mansion ? 1989 Lucasfilm";"1989 Lucasfilm";"whdload";"0";"Maniac Mansion";"ManiacMansionFr";"1016352";"M\ManiacMansionFr\ManiacMansionFr.slave";"589824";"M\ManiacMansionFr";"524288";"ManiacMansion";"OCS/ECS";"Fr";"";"";"";"";"maniac mansion";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=717";"717";"Commercial";"English";"2";"1 Only";"Maniac Mansion";"Lucasfilm Games";"m\maniac-mansion";"OCS";"Adventure - Point and Click";"maniac mansion maniacmansion 717 lucasfilm games maniacmansion english"
"EmulPriv, Examine";"Maniax ? 1989 Kingsoft.";"1990 Kingsoft";"whdload";"0";"Maniax";"Maniax";"489344";"M\Maniax\maniax.slave";"524288";"M\Maniax";"524288";"Maniax";"OCS/ECS";"";"";"";"";"";"maniax";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=718";"718";"Commercial";"English";"1";"1 or 2";"Maniax";"Kingsoft";"m\maniax";"OCS";"Arcade - Tron";"maniax maniax 718 kingsoft maniax english"
"EmulTrap, ClearMem";"";"1983/1991 Software Projects";"whdload";"0";"Manic Miner";"ManicMiner";"761550";"M\ManicMiner\ManicMiner.slave";"0";"M\ManicMiner";"524288";"ManicMiner";"OCS/ECS";"";"";"";"";"";"manic miner";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2520";"2520";"Commercial";"English";"1";"1 Only";"Manic Miner";"Software Projects";"m\manic-miner";"OCS";"Platformer - Scrolling Screen";"manic miner manicminer 2520 software projects manicminer english"
"NoError, EmulTrap";"Manix by Millenium (c) 1990 - 1 disk.";"1990 Millennium";"whdload";"0";"Manix";"Manix";"912206";"M\Manix\Manix.Slave";"0";"M\Manix";"524288";"Manix";"OCS/ECS";"";"";"";"";"";"manix";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2430";"2430";"Commercial";"English,German,French";"1";"1 or 2, Simultaneous";"Manix";"Millennium";"m\manix";"OCS";"Brain - Puzzle";"manix manix 2430 millennium manix english,german,french"
"NoError, EmulPriv";"Le Manoir de Mortvielle ? 1988 Lankhor.";"1988 Lankhor";"whdload";"0";"Mortville Manor/Manoir de MortVielle/Landsitz von Mortville";"ManoirDeMortvielleFr";"812242";"M\ManoirDeMortvielleFr\ManoirDeMortvielleFr.Slave";"786432";"M\ManoirDeMortvielleFr";"524288";"ManoirDeMortvielle";"OCS/ECS";"Fr";"";"";"";"";"mortville manor";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=764";"764";"Commercial";"English";"1";"1 Only";"Mortville Manor";"Lankhor";"m\mortville-manor";"OCS";"Adventure - Point and Click";"mortville manor mortvillemanor 764 lankhor mortvillemanor english"
"NoError, EmulPriv, Examine";"Marble Madness ? 1985 Electronic Arts.";"1984-1986 Atari Games & Electronic Arts";"whdload";"0";"Marble Madness";"MarbleMadness";"796906";"M\MarbleMadness\MarbleMadness.slave";"524288";"M\MarbleMadness";"524288";"MarbleMadness";"OCS/ECS";"";"";"";"";"";"marble madness";"Exact";"100";"Lemon Amiga";"1986";"http://www.lemonamiga.com/games/details.php?id=1276";"1276";"Commercial";"English";"1";"1 or 2, Simultaneous";"Marble Madness";"Electronic Arts";"m\marble-madness";"OCS";"Arcade - Labyrinth/Maze";"marble madness marblemadness 1276 electronic arts marblemadness english"
"NoError, EmulPriv, Examine";"Maria's XMas Box ? 1988 Anco";"1988 Anco";"whdload";"0";"Maria";"MariasXmasBox";"702479";"M\MariasXmasBox\MariasXmasBox.Slave";"262144";"M\MariasXmasBox";"524288";"MariasXmasBox";"OCS/ECS";"";"";"";"";"";"marias xmas box maria";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1479";"1479";"Commercial";"English";"1";"1 Only";"Maria's Xmas Box";"Anco";"m\marias-xmas-box";"OCS";"Cards - Poker";"marias xmas box mariasxmasbox 1479 anco mariasxmasbox english"
"Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"";"1994 21st Century Entertainment";"whdload";"0";"Marvin";"MarvinsMarvellousAdvAGA";"3197650";"M\MarvinsMarvellousAdvAGA\MarvinsMarvellousAdvAGA.Slave";"524288";"M\MarvinsMarvellousAdvAGA";"2097152";"MarvinsMarvellousAdv";"AGA";"";"";"";"";"";"marvins marvellous adventure aga";"Best";"1.57987";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=1629";"1629";"Commercial";"English,German,French,Italian";"4";"1 Only";"Marvin's Marvellous Adventure";"21st Century Entertainment";"m\marvins-marvellous-adventure-aga";"AGA";"Platformer - Scrolling Screen";"marvins marvellous adventure marvinsmarvellousadventure 1629 21 st century entertainment marvinsmarvellousadventure english,german,french,italian"
"Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"";"1994 21st Century Entertainment";"whdload";"0";"Marvin";"MarvinsMarvellousAdvCD32";"7097827";"M\MarvinsMarvellousAdvCD32\MarvinsMarvellousAdvCD32.Slave";"524288";"M\MarvinsMarvellousAdvCD32";"2097152";"MarvinsMarvellousAdv";"CD32";"";"";"";"";"";"marvins marvellous adventure aga";"Best";"1.57987";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=1629";"1629";"Commercial";"English,German,French,Italian";"4";"1 Only";"Marvin's Marvellous Adventure";"21st Century Entertainment";"m\marvins-marvellous-adventure-aga";"AGA";"Platformer - Scrolling Screen";"marvins marvellous adventure marvinsmarvellousadventure 1629 21 st century entertainment marvinsmarvellousadventure english,german,french,italian"
"NoError, EmulTrap, NoDivZero, ReqAGA, ClearMem";"";"1994 Epic";"whdload";"0";"Master Axe";"MasterAxe";"2436852";"M\MasterAxe\MasterAxe.slave";"0";"M\MasterAxe";"2097152";"MasterAxe";"AGA";"";"";"";"";"";"master axe";"Best";"1.488073";"Lemon Amiga";"1997";"http://www.lemonamiga.com/games/details.php?id=720";"720";"Commercial";"English";"3";"1 or 2, Simultaneous";"Master Axe: The Genesis of MysterX";"Islona Entertainment";"m\master-axe-the-genesis-of-mysterx";"OCS,ECS";"";"master axe the genesis of myster x masteraxethegenesisofmysterx 720 islona entertainment masteraxethegenesisofmysterx english"
"NoError, EmulTrap, EmulPriv, Examine";"Master Blaster ? 1994-95 neXus Software.";"1994-95 neXus Software.";"whdload";"0";"Master Blaster v2.2 & v2.21";"MasterBlaster";"553335";"M\MasterBlaster\MasterBlaster.Slave";"262144";"M\MasterBlaster";"1048576";"MasterBlaster";"OCS/ECS";"";"";"";"";"";"master blaster 2 21";"Exact";"N/A";"Open Amiga Game Database";"1994";"https://oagd.net/amiga/master-blaster";;;"English";;"2 - 5 (5 simultaneous)";"Master Blaster";"neXus Software";"m\master-blaster";;;"master blaster masterblaster ne xus software masterblaster english"
"Disk, NoError, EmulTrap";"Masterblazer (c) 1990 Rainbow Arts.";"";"whdload";"0";"";"Masterblazer";"1025492";"M\Masterblazer\Masterblazer.slave";"";"M\Masterblazer";"524288";"Masterblazer";"OCS/ECS";"";"";"";"";"";"masterblazer";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=721";"721";"Commercial";"English";"1";"1 to 8";"Masterblazer";"Rainbow Arts";"m\masterblazer";"OCS";"Sports - Miscellaneous";"masterblazer masterblazer 721 rainbow arts masterblazer english"
"NoError, EmulTrap";"Match of the Day by Zeppelin (c) 1992 - 2 disks.";"1992 Zeppelin";"whdload";"0";"Match of the Day";"MatchOfTheDay";"1816120";"M\MatchOfTheDay\MatchOfTheDay.Slave";"0";"M\MatchOfTheDay";"1048576";"MatchOfTheDay";"OCS/ECS";"";"";"";"";"";"match of the day";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2963";"2963";"Commercial";"English";"2";"1 Only";"Match of the Day";"Zeppelin Premier";"m\match-of-the-day";"OCS,ECS";"Sports - Football/Soccer";"match of the day matchoftheday 2963 zeppelin premier matchoftheday english"
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"MatrixMarauders";"827038";"M\MatrixMarauders\MatrixMarauders.slave";"";"M\MatrixMarauders";"524288";"MatrixMarauders";"OCS/ECS";"";"";"";"";"";"matrix marauders";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2432";"2432";"Commercial";"English";"1";"1 or 2, Simultaneous";"Matrix Marauders";"Psyclapse";"m\matrix-marauders";"OCS";"";"matrix marauders matrixmarauders 2432 psyclapse matrixmarauders english"
"NoError, EmulTrap, ClearMem";"Maupiti Island ? 1990 Lankhor.";"1990 Lankhor ";"whdload";"0";"Maupiti Island";"MaupitiIsland";"1600092";"M\MaupitiIsland\MaupitiIsland.Slave";"524288";"M\MaupitiIsland";"589824";"MaupitiIsland";"OCS/ECS";"";"";"";"";"";"maupiti island";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=722";"722";"Commercial";"English";"2";"1 Only";"Maupiti Island";"Lankhor";"m\maupiti-island";"OCS,ECS";"Adventure - Animated Graphics/Text";"maupiti island maupitiisland 722 lankhor maupitiisland english"
"NoError, EmulTrap, ClearMem";"Maupiti Island ? 1990 Lankhor.";"1990 Lankhor ";"whdload";"0";"Maupiti Island";"MaupitiIslandDe";"1600094";"M\MaupitiIslandDe\MaupitiIslandDe.Slave";"524288";"M\MaupitiIslandDe";"589824";"MaupitiIsland";"OCS/ECS";"De";"";"";"";"";"maupiti island";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=722";"722";"Commercial";"English";"2";"1 Only";"Maupiti Island";"Lankhor";"m\maupiti-island";"OCS,ECS";"Adventure - Animated Graphics/Text";"maupiti island maupitiisland 722 lankhor maupitiisland english"
