"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords"
"NoError, EmulTrap, EmulTrapV, ClearMem";"Ivan Stewart's Super Off Road ? 1989 Graftgold/Leland.";"1989 GraftGold/Virgin Games/Leland ";"whdload";"0";"Super Off Road";"SuperOffRoadNTSC";"334897";"S\SuperOffRoadNTSC\SuperOffRoadNTSC.Slave";"524288";"S\SuperOffRoadNTSC";"524288";"SuperOffRoad";"OCS/ECS";"";"";"";"NTSC";"";"super off road";"Best";"1.849229";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=623";"623";"Commercial";"English";"1";"1 to 3, Simultaneous";"Ivan 'Ironman' Stewart's Super Off Road";"Virgin Games";"i\ivan-ironman-stewarts-super-off-road";"OCS";"Racing - Overhead";"ivan ironman stewarts super off road ivanironmanstewartssuperoffroad 623 virgin games ivanironmanstewartssuperoffroad english"
"NoError, EmulTrap, EmulPriv, Examine";"Super OsWald ? SilverRock.";"SilverRock";"whdload";"0";"Super OsWald";"SuperOsWALDDk";"915678";"S\SuperOsWALDDk\SuperOsWALDDk.Slave";"262144";"S\SuperOsWALDDk";"524288";"SuperOsWALD";"OCS/ECS";"Dk";"";"";"";"";"super os wald";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=553";"553";"Commercial";"Danish";"1";"1 or 2, Simultaneous";"Super OsWALD";"Silverrock Productions";"s\super-oswald";"OCS";"Platformer - Scrolling Screen";"super os wald superoswald 553 silverrock productions superoswald danish"
"NoError, EmulTrap, ClearMem";"Putty/Silly Putty/Super Putty ? 1992 System 3.";"1992 System 3";"whdload";"0";"Putty";"SuperPuttyCD32";"1907611";"S\SuperPuttyCD32\SuperPuttyCD32.Slave";"0";"S\SuperPuttyCD32";"1048576";"SuperPutty";"CD32";"";"";"";"";"";"super putty";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1970";"1970";"Commercial";"English";"";"1 Only";"Putty";"System 3";"p\putty-cd32";"CD32";"Platformer - Scrolling Screen";"putty putty 1970 system 3 putty english"
"NoError, EmulTrap, ClearMem";"Super Scramble Simulator by Gremlin/Magnetic Fields (c) 1989 - 2 disks.";"1989 Gremlin";"whdload";"0";"Super Scramble Simulator";"SuperScrambleSimulator";"1612956";"S\SuperScrambleSimulator\SuperScrambleSimulator.slave";"0";"S\SuperScrambleSimulator";"524288";"SuperScrambleSimulator";"OCS/ECS";"";"";"";"";"";"super scramble simulator";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2229";"2229";"Commercial";"English";"2";"1 to 6";"Super Scramble Simulator";"Gremlin Graphics";"s\super-scramble-simulator";"OCS";"Racing - Motorcycle";"super scramble simulator superscramblesimulator 2229 gremlin graphics superscramblesimulator english"
"NoError, EmulTrap";"Super Seymour Saves The Planet by Code Masters/Optimus Software (c) 1992 - 1 disk.";"1992 Code Masters";"whdload";"0";"Super Seymour";"SuperSeymourSavesPlanet";"256127";"S\SuperSeymourSavesPlanet\SuperSeymourSavesPlanet.slave";"0";"S\SuperSeymourSavesPlanet";"524288";"SuperSeymourSavesPlanet";"OCS/ECS";"";"";"";"";"";"super seymour saves planet";"Exact";"N/A";"Open Amiga Game Database";"1992";"https://oagd.net/game/524049cc-93c1-562b-9e57-36591f994df4";;;"English";;"1";"Super Seymour";"Codemasters";"s\super-seymour";;;"super seymour superseymour codemasters superseymour english"
"NoError, EmulPriv, Examine";"Super Ski ? 1988-89 Micro?ds/Loriciel/Broderbund.";"1988 Microïds/Loriciel/Broderbund.";"whdload";"0";"Eddie Edwards / Super Ski / Downhill Challenge";"SuperSki";"926793";"S\SuperSki\SuperSki.Slave";"262144";"S\SuperSki";"524288";"SuperSki";"OCS/ECS";"";"";"";"";"";"super ski eddie edwards downhill challenge";"Exact";"7.2";"Open Amiga Game Database";"1988";"https://oagd.net/amiga/super-ski";;;"English, French";;"1 - 6 (1 simultaneous)";"Super Ski";"Microids / Loriciels";"s\super-ski";;;"super ski superski microids loriciels superski english, french"
"EmulTrap, EmulTrapV";"";"1992 Microids";"whdload";"0";"Super Ski II";"SuperSki2";"1122301";"S\SuperSki2\SuperSki2.slave";"0";"S\SuperSki2";"1048576";"SuperSki2";"OCS/ECS";"";"";"";"";"";"super ski 2";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1025";"1025";"Commercial";"English";"2";"";"Super Ski II";"Microids";"s\super-ski-ii";"OCS,ECS";"Sports - Skiing";"super ski 2 superski2 1025 microids superskiii english"
"NoError, Req68020, EmulPriv, Examine";"SkidMarks 2 / Super Skidmarks ? 1995 Acid Software";"1995 Acid Software";"whdload";"0";"SkidMarks 2 CD³²";"SuperSkidmarksCD32";"6491832";"S\SuperSkidmarksCD32\SuperSkidMarksCD32.Slave";"1048576";"S\SuperSkidmarksCD32";"2093056";"SuperSkidmarks";"CD32";"";"";"";"";"";"super skidmarks skid marks 2";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1788";"1788";"Commercial";"English";"7";"1 to 4, Simultaneous";"Super Skidmarks";"Acid Software";"s\super-skidmarks-aga";"ECS,AGA";"Racing - Cars";"super skidmarks superskidmarks 1788 acid software superskidmarks english"
"NoError, EmulPriv, Examine";"Super Ski ? 1988-89 Micro?ds/Loriciel/Broderbund.";"1988 Microïds/Loriciel/Broderbund.";"whdload";"0";"Eddie Edwards / Super Ski / Downhill Challenge";"SuperSkiFr";"926795";"S\SuperSkiFr\SuperSkiFr.Slave";"262144";"S\SuperSkiFr";"524288";"SuperSki";"OCS/ECS";"Fr";"";"";"";"";"super ski eddie edwards downhill challenge";"Exact";"7.2";"Open Amiga Game Database";"1988";"https://oagd.net/amiga/super-ski";;;"English, French";;"1 - 6 (1 simultaneous)";"Super Ski";"Microids / Loriciels";"s\super-ski";;;"super ski superski microids loriciels superski english, french"
"NoError, EmulTrap, ClearMem";"Super Skweek ?1990 Loriciel";"1990 Loriciel";"whdload";"0";"Super Skweek";"SuperSkweek1MB";"1577857";"S\SuperSkweek1MB\SuperSkweek1MB.Slave";"528384";"S\SuperSkweek1MB";"524288";"SuperSkweek";"OCS/ECS";"";"1MB";"";"";"";"super skweek";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1027";"1027";"Commercial";"English,French";"2";"1 or 2, Simultaneous";"Super Skweek";"Loriciel";"s\super-skweek";"OCS,ECS";"Brain - Puzzle";"super skweek superskweek 1027 loriciel superskweek english,french"
"NoError, EmulTrap, ClearMem";"Super Skweek ?1990 Loriciel";"1990 Loriciel";"whdload";"0";"Super Skweek";"SuperSkweek512KB";"1577727";"S\SuperSkweek512KB\SuperSkweek512KB.Slave";"4096";"S\SuperSkweek512KB";"524288";"SuperSkweek";"OCS/ECS";"";"512KB";"";"";"";"super skweek";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1027";"1027";"Commercial";"English,French";"2";"1 or 2, Simultaneous";"Super Skweek";"Loriciel";"s\super-skweek";"OCS,ECS";"Brain - Puzzle";"super skweek superskweek 1027 loriciel superskweek english,french"
"NoError, EmulTrap, NoDivZero, ClearMem";"Super Space Invaders ? 1991 Taito/Domark.";"1991 Taito";"whdload";"0";"Super Space Invaders";"SuperSpaceInvaders";"1825386";"S\SuperSpaceInvaders\SuperSpaceInvaders.slave";"0";"S\SuperSpaceInvaders";"524288";"SuperSpaceInvaders";"OCS/ECS";"";"";"";"";"";"super space invaders";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1239";"1239";"Commercial";"English";"2";"1 or 2, Simultaneous";"Super Space Invaders";"Domark";"s\super-space-invaders";"OCS,ECS";"";"super space invaders superspaceinvaders 1239 domark superspaceinvaders english"
"NoError, Req68020, ReqAGA, NoKbd, ClearMem";"Super Stardust ? 1994 Bloodhouse Ltd.";"1994 Bloodhouse LTD";"whdload";"0";"Super Stardust";"SuperStardustAGA";"4996971";"S\SuperStardustAGA\SuperStardustAGA.Slave";"4096";"S\SuperStardustAGA";"1822720";"SuperStardust";"AGA";"";"";"";"";"";"super stardust";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=470";"470";"Commercial";"English";"";"1 Only";"Super Stardust";"Team 17";"s\super-stardust-cd32";"CD32";"";"super stardust superstardust 470 team 17 superstardust english"
"NoError, EmulPriv, Examine";"Superstar Ice Hockey ? 1988 Mindscape.";"1988 Mindscape";"whdload";"0";"Superstar Ice Hockey";"SuperstarIceHockey";"913492";"S\SuperstarIceHockey\SuperstarIceHockey.Slave";"262144";"S\SuperstarIceHockey";"524288";"SuperstarIceHockey";"OCS/ECS";"";"";"";"";"";"superstar ice hockey";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=961";"961";"Commercial";"English";"1";"1 or 2, Simultaneous";"Superstar Ice Hockey";"Mindscape";"s\superstar-ice-hockey";"OCS,ECS";"Sports - Ice Hockey";"superstar ice hockey superstaricehockey 961 mindscape superstaricehockey english"
"NoError, ClearMem";"Super Street Fighter II : The New Challengers";"1995 US Gold";"whdload";"0";"Super Street Fighter II: The New Challengers";"SuperStreetFighter2";"3563183";"S\SuperStreetFighter2\SuperStreetFighter2.Slave";"266240";"S\SuperStreetFighter2";"811008";"SuperStreetFighter2";"OCS/ECS";"";"";"";"";"";"super street fighter 2 the new challengers";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=3043";"3043";"Commercial";"English";"7";"1 or 2, Simultaneous";"Super Street Fighter II: The New Challengers";"US Gold";"s\super-street-fighter-ii-the-new-challengers-aga";"AGA";"";"super street fighter 2 the new challengers superstreetfighter2thenewchallengers 3043 us gold superstreetfighteriithenewchallengers english"
"NoError, Req68020, ReqAGA, ClearMem";"Super Street Fighter II : The New Challengers";"1995 US Gold";"whdload";"0";"Super Street Fighter II: The New Challengers";"SuperStreetFighter2AGA";"4887377";"S\SuperStreetFighter2AGA\SuperStreetFighter2AGA.Slave";"4096";"S\SuperStreetFighter2AGA";"2097152";"SuperStreetFighter2";"AGA";"";"";"";"";"";"super street fighter 2 the new challengers";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=3043";"3043";"Commercial";"English";"7";"1 or 2, Simultaneous";"Super Street Fighter II: The New Challengers";"US Gold";"s\super-street-fighter-ii-the-new-challengers-aga";"AGA";"";"super street fighter 2 the new challengers superstreetfighter2thenewchallengers 3043 us gold superstreetfighteriithenewchallengers english"
"NoError, Req68020, ReqAGA, ClearMem";"Super Street Fighter II : The New Challengers";"1995 US Gold";"whdload";"0";"Super Street Fighter II: The New Challengers";"SuperStreetFighter2DXAGA";"4978723";"S\SuperStreetFighter2DXAGA\SuperStreetFighter2DXAGA.Slave";"4096";"S\SuperStreetFighter2DXAGA";"2097152";"SuperStreetFighter2DX";"AGA";"";"";"";"";"";"super street fighter 2 dx the new challengers";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=3043";"3043";"Commercial";"English";"7";"1 or 2, Simultaneous";"Super Street Fighter II: The New Challengers";"US Gold";"s\super-street-fighter-ii-the-new-challengers-aga";"AGA";"";"super street fighter 2 the new challengers superstreetfighter2thenewchallengers 3043 us gold superstreetfighteriithenewchallengers english"
"NoError, EmulPriv, Examine";"Super Tetris ? 1991 Spectrum Holobyte";"1991 Spectum Holobyte";"whdload";"0";"Super Tetris";"SuperTetris";"609713";"S\SuperTetris\SuperTetris.Slave";"786432";"S\SuperTetris";"524288";"SuperTetris";"OCS/ECS";"";"";"";"";"";"super tetris";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2248";"2248";"Commercial";"English";"1";"1 or 2, Simultaneous";"Super Tetris";"Spectrum HoloByte";"s\super-tetris";"OCS,ECS";"Arcade - Tetris";"super tetris supertetris 2248 spectrum holo byte supertetris english"
"NoError, EmulPriv";"Super-Twintris ? 1991 Big Brother Copy.";"1991 by Big Brother Copy";"whdload";"0";"Super Twintris";"SuperTwintris";"275849";"S\SuperTwintris\SuperTwintris.Slave";"262144";"S\SuperTwintris";"524288";"SuperTwintris";"OCS/ECS";"";"";"";"";"";"super twintris";"Exact";"N/A";"Open Amiga Game Database";"1991";"https://oagd.net/amiga/super-twintris";;;"English";;"1 - 2 (2 simultaneous)";"Super Twintris";"Amiga Action / Amiga Power";"s\super-twintris";;;"super twintris supertwintris amiga action amiga power supertwintris english"
"NoError, EmulTrap";"";"1990 Virgin Mastertronic Ltd.";"whdload";"0";"Supremacy";"Supremacy";"1557991";"S\Supremacy\Supremacy.Slave";"0";"S\Supremacy";"524288";"Supremacy";"OCS/ECS";"";"";"";"";"";"supremacy";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1026";"1026";"Commercial";"English";"2";"1 Only";"Supremacy";"Melbourne House";"s\supremacy";"OCS";"Strategy - Miscellaneous";"supremacy supremacy 1026 melbourne house supremacy english"
"NoError, Req68020, ReqAGA, ClearMem";"Super Street Fighter II Turbo ? 1995 Gametek.";"1995 Gametek";"whdload";"0";"Super StreetFighter II Turbo";"SuprStrtFtr2TrboAGA";"13153485";"S\SuprStrtFtr2TrboAGA\SuprStrtFtr2TrboAGA.slave";"1048576";"S\SuprStrtFtr2TrboAGA";"1282048";"SuprStrtFtr2Trbo";"AGA";"";"";"";"";"";"super street fighter ii turbo";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1820";"1820";"Commercial";"English";"11";"1 or 2, Simultaneous";"Super Street Fighter II Turbo";"Gametek";"s\super-street-fighter-ii-turbo-aga";"AGA";"";"super street fighter 2 turbo superstreetfighter2turbo 1820 gametek superstreetfighteriiturbo english"
"NoError, ClearMem";"Super Street Fighter II Turbo ? 1995 Gametek.";"1995 Gametek";"whdload";"0";"Super StreetFighter II Turbo (Intro)";"SuprStrtFtr2TrboAGA";"13153485";"S\SuprStrtFtr2TrboAGA\SuprStrtFtr2TrboIntroAGA.slave";"2875392";"S\SuprStrtFtr2TrboAGA";"1310720";"SuprStrtFtr2Trbo";"AGA";"";"";"";"";"";"super street fighter ii turbo";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1820";"1820";"Commercial";"English";"11";"1 or 2, Simultaneous";"Super Street Fighter II Turbo";"Gametek";"s\super-street-fighter-ii-turbo-aga";"AGA";"";"super street fighter 2 turbo superstreetfighter2turbo 1820 gametek superstreetfighteriiturbo english"
"NoError, ClearMem";"Super Street Fighter II Turbo ? 1995 Gametek.";"1995 Gametek";"whdload";"0";"Super StreetFighter II Turbo (Intro)";"SuprStrtFtr2TrboCD32";"13320381";"S\SuprStrtFtr2TrboCD32\SuprStrtFtr2TrboIntroCD32.slave";"2875392";"S\SuprStrtFtr2TrboCD32";"1310720";"SuprStrtFtr2Trbo";"CD32";"";"";"";"";"";"super street fighter ii turbo";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1820";"1820";"Commercial";"English";"11";"1 or 2, Simultaneous";"Super Street Fighter II Turbo";"Gametek";"s\super-street-fighter-ii-turbo-aga";"AGA";"";"super street fighter 2 turbo superstreetfighter2turbo 1820 gametek superstreetfighteriiturbo english"
"NoError, Req68020, ReqAGA, ClearMem";"Super Street Fighter II Turbo ? 1995 Gametek.";"1995 Gametek";"whdload";"0";"Super StreetFighter II Turbo";"SuprStrtFtr2TrboCD32";"13320381";"S\SuprStrtFtr2TrboCD32\SuprStrtFtr2TrboCD32.slave";"1048576";"S\SuprStrtFtr2TrboCD32";"1282048";"SuprStrtFtr2Trbo";"CD32";"";"";"";"";"";"super street fighter ii turbo";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1820";"1820";"Commercial";"English";"11";"1 or 2, Simultaneous";"Super Street Fighter II Turbo";"Gametek";"s\super-street-fighter-ii-turbo-aga";"AGA";"";"super street fighter 2 turbo superstreetfighter2turbo 1820 gametek superstreetfighteriiturbo english"
"NoError, EmulTrap, EmulPriv, ClearMem, Examine";"Super Tennis Champs ? 1995 Audiogenic";"1995 Audiogenic";"whdload";"0";"Super Tennis Champs";"SuprTennisChmps";"982366";"S\SuprTennisChmps\SuprTennisChmps.Slave";"786432";"S\SuprTennisChmps";"786432";"SuprTennisChmps";"OCS/ECS";"";"";"";"";"";"supr tennis chmps super champs";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=2786";"2786";"Commercial";"English";"1";"1 to 4, Simultaneous";"Super Tennis Champs";"Audiogenic";"s\super-tennis-champs";"OCS,ECS";"Sports - Tennis";"super tennis champs supertennischamps 2786 audiogenic supertennischamps english"
"NoError, EmulTrap, EmulPriv, ClearMem, Examine";"Super Tennis Champs ? 1995 Audiogenic";"1995 Audiogenic";"whdload";"0";"Super Tennis Champs";"SuprTennisChmps&DataDisks";"1763391";"S\SuprTennisChmps&DataDisks\SuprTennisChmps&DataDisks.Slave";"786432";"S\SuprTennisChmps&DataDisks";"786432";"SuprTennisChmpss";"OCS/ECS";"";"";"";"";"DataDisk";"supr tennis chmpss super champs";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=2786";"2786";"Commercial";"English";"1";"1 to 4, Simultaneous";"Super Tennis Champs";"Audiogenic";"s\super-tennis-champs";"OCS,ECS";"Sports - Tennis";"super tennis champs supertennischamps 2786 audiogenic supertennischamps english"
