"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query"
"NoError, ClearMem";"921853";"M\MegademoCult\MegademoCult.Slave";"Megademo ? 1990 Cult.";"0";"MegademoCult";"Megademo";"1990 Cult";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoCult";"OCS/ECS";"";"";"";"";"";"megademo cult"
"NoError, ClearMem";"1631599";"M\MegademoDeathstar\MegademoDeathstar.Slave";"Megademo ? 1989 Deathstar.";"0";"MegademoDeathstar";"Megademo";"1989 Deathstar";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoDeathstar";"OCS/ECS";"";"";"";"";"";"megademo deathstar"
"NoError, EmulTrap, ClearMem";"737518";"M\MegademoDexion\MegademoDexion.Slave";"Megademo ? 1989 Dexion.";"0";"MegademoDexion";"Megademo";"1989 Dexion";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoDexion";"OCS/ECS";"";"";"";"";"";"megademo dexion"
"NoError";"917533";"M\MegaDemoDigitech&IBB\MegaDemoDigitech&IBB.Slave";"Megademo ? 1989 Digitech&Italian Bad Boys.";"0";"MegaDemoDigitech&IBB";"Megademo";"1989 Digitech/Italian Bad Boys";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegaDemoDigitech&IBB";"OCS/ECS";"";"";"";"";"";"mega demo digitech ibb megademo italian bad boys"
"NoError, ClearMem";"927536";"M\MegaDemoDragons\MegaDemoDragons.Slave";"Megademo ? 1990 Dragons";"0";"MegaDemoDragons";"Megademo I";"1990 Dragons";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegaDemoDragons";"OCS/ECS";"";"";"";"";"";"mega demo dragons megademo 1"
"NoError, EmulTrap, ClearMem";"485397";"M\MegademoEOA\MegademoEOA.Slave";"Megademo ? 1989 Electronic Artists.";"0";"MegademoEOA";"Megademo";"1989 Electronic Artists";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoEOA";"OCS/ECS";"";"";"";"";"";"megademo eoa electronic artists"
"NoError, EmulTrap, ClearMem";"666450";"M\MegademoExcellence\MegademoExcellence.Slave";"Megademo ? 1990 Excellence.";"0";"MegademoExcellence";"Megademo";"1990 Excellence";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoExcellence";"OCS/ECS";"";"";"";"";"";"megademo excellence"
"NoError, EmulTrap, ClearMem";"680988";"M\MegademoFreedomForce\MegademoFreedomForce.Slave";"Megademo ? 1989 Freedom Force.";"0";"MegademoFreedomForce";"Megademo";"1989 Freedom Force";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoFreedomForce";"OCS/ECS";"";"";"";"";"";"megademo freedom force"
"NoError, EmulTrap, ClearMem";"579209";"M\MegaDemoGoldfire\MegaDemoGoldfire.Slave";"Megademo ? 1990 Goldfire.";"0";"MegaDemoGoldfire";"Megademo";"1990 Goldfire";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegaDemoGoldfire";"OCS/ECS";"";"";"";"";"";"megademo goldfire"
"NoError, EmulTrap, ClearMem";"618566";"M\MegademoHumanoids\MegademoHumanoids.Slave";"Megademo ? 1990 Humanoids.";"0";"MegademoHumanoids";"Megademo";"1990 Humanoids";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoHumanoids";"OCS/ECS";"";"";"";"";"";"megademo humanoids"
"NoError, EmulTrap, ClearMem";"2230942";"M\MegademoIntuition\MegademoIntuition.Slave";"Megademo ? 1990 Intuition.";"0";"MegademoIntuition";"Megademo";"1990 Intuition";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoIntuition";"OCS/ECS";"";"";"";"";"";"megademo intuition"
"NoError, EmulTrap, ClearMem";"594621";"M\MegademoJoy&MGF&TJC\MegademoJoy&MGF&TJC.Slave";"Megademo ? 1989 Joy, Magnificient Force, The Jungle Command.";"0";"MegademoJoy&MGF&TJC";"Megademo";"1989 Joy, Magnificient Force, The Jungle Command";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoJoy&MGF&TJC";"OCS/ECS";"";"";"";"";"";"megademo joy mgf tjc magnificient force the jungle command"
"NoError, EmulTrap, ClearMem";"730126";"M\MegaDemoKatharsis\MegaDemoKatharsis.Slave";"Megademo 1990 Katharsis.";"0";"MegaDemoKatharsis";"Megademo";"1990 Katharsis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegaDemoKatharsis";"OCS/ECS";"";"";"";"";"";"megademo one katharsis"
"NoError, ClearMem";"842843";"M\MegademoMadMonks\MegademoMadMonks.Slave";"Megademo ? 1989 Mad Monks.";"0";"MegademoMadMonks";"Megademo";"1989 Mad Monks";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoMadMonks";"OCS/ECS";"";"";"";"";"";"megademo mad monks"
"NoError, ClearMem";"911033";"M\MegademoManowar\MegademoManowar.Slave";"Megademo ? 1989 Manowar.";"0";"MegademoManowar";"Megademo";"1989 Manowar";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoManowar";"OCS/ECS";"";"";"";"";"";"megademo manowar"
"NoError, EmulTrap, ClearMem";"678700";"M\MegademoMegaforce\MegademoMegaforce.Slave";"Megademo ? 1988 Megaforce.";"0";"MegademoMegaforce";"Megademo";"1988 Megaforce";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoMegaforce";"OCS/ECS";"";"";"";"";"";"megademo megaforce"
"NoError, ClearMem";"574940";"M\MegademoNorthStar\MegademoNorthStar.Slave";"Megademo ? 1988 North Star.";"0";"MegademoNorthStar";"Megademo";"1988 North Star";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoNorthStar";"OCS/ECS";"";"";"";"";"";"megademo north star"
"NoError, EmulTrap, ClearMem";"878650";"M\MegademoPhenomena\MegademoPhenomena.Slave";"Megademo ? 1989 Phenomena.";"0";"MegademoPhenomena";"Megademo";"1989 Phenomena";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoPhenomena";"OCS/ECS";"";"";"";"";"";"megademo phenomena"
"NoError, EmulTrap, ClearMem";"837050";"M\MegademoPossessed\MegademoPossessed.Slave";"Megademo ? 1990 Possessed.";"0";"MegademoPossessed";"Megademo";"1990 Possessed";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoPossessed";"OCS/ECS";"";"";"";"";"";"megademo possessed"
"NoError, EmulTrap, ClearMem";"1117859";"M\MegademoPowerslaves\MegademoPowerslaves.Slave";"Megademo ? 1989 Powerslaves.";"0";"MegademoPowerslaves";"Megademo";"1989 Powerslaves";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoPowerslaves";"OCS/ECS";"";"";"";"";"";"megademo powerslaves"
"NoError, EmulTrap, ClearMem";"897277";"M\MegademoPrecise\MegademoPrecise.Slave";"Megademo ? 1991 Precise.";"0";"MegademoPrecise";"Megademo";"1991 Precise";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoPrecise";"OCS/ECS";"";"";"";"";"";"megademo precise"
"NoError, EmulTrap, ClearMem";"852003";"M\MegademoPredators\MegademoPredators.Slave";"Megademo ? 1989 Predators.";"0";"MegademoPredators";"Megademo";"1989 Predators";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoPredators";"OCS/ECS";"";"";"";"";"";"megademo predators"
"NoError, EmulTrap, ClearMem";"1854865";"M\MegaDemoRedSectorInc\MegaDemoRedSectorInc.slave";"Megademo ? 1989 Red Sector Inc.";"0";"MegaDemoRedSectorInc";"Red Sector Megademo";"1989 Red Sector Inc.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegaDemoRedSectorInc";"OCS/ECS";"";"";"";"";"";"mega demo red sector inc megademo"
"NoError, EmulTrap, ClearMem";"1433529";"M\MegaDemoRoyalAmigaForce\MegaDemoRoyalAmigaForce.slave";"Megademo 1989 Royal Amiga Force.";"0";"MegaDemoRoyalAmigaForce";"Megademo";"1989 Royal Amiga Force";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegaDemoRoyalAmigaForce";"OCS/ECS";"";"";"";"";"";"megademo royal amiga force"
"NoError, EmulTrap, ClearMem";"912074";"M\MegaDemoScoopex\MegaDemoScoopex.Slave";"Megademo ? 1989 Scoopex";"0";"MegaDemoScoopex";"Megademo";"1989 Scoopex";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegaDemoScoopex";"OCS/ECS";"";"";"";"";"";"megademo scoopex"
"NoError, EmulTrap, ClearMem";"398471";"M\MegademoSOS\MegademoSOS.Slave";"Megademo ? 1988 Software of Sweden.";"0";"MegademoSOS";"Megademo";"1988 Software of Sweden";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoSOS";"OCS/ECS";"";"";"";"";"";"megademo sos software of sweden"
"NoError, EmulTrap, ClearMem";"471493";"M\MegaDemoStaticBytes\MegaDemoStaticBytes.Slave";"Megademo ? 1990 Static Bytes.";"0";"MegaDemoStaticBytes";"Megademo";"1990 Static Bytes";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegaDemoStaticBytes";"OCS/ECS";"";"";"";"";"";"mega demo static bytes megademo"
"NoError, EmulTrap, ClearMem";"923287";"M\MegademoTheLink\MegademoTheLink.Slave";"Megademo ? 1989 The Link.";"0";"MegademoTheLink";"Megademo";"1989 The Link";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoTheLink";"OCS/ECS";"";"";"";"";"";"megademo the link"
"NoError, EmulTrap, ClearMem";"1081530";"M\MegademoUnitedForces\MegademoUnitedForces.Slave";"Megademo ? 1989 United Forces.";"0";"MegademoUnitedForces";"Megademo";"1989 United Forces";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoUnitedForces";"OCS/ECS";"";"";"";"";"";"megademo united forces"
"NoError, EmulTrap, ClearMem";"744341";"M\MegademoVision\MegademoVision.Slave";"Megademo ? 1989 Vision.";"0";"MegademoVision";"Megademo";"1989 Vision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoVision";"OCS/ECS";"";"";"";"";"";"megademo vision"
"NoError, ClearMem";"327600";"M\MegademoVortex42\MegademoVortex42.Slave";"Megademo ? 1988 Vortex 42.";"0";"MegademoVortex42";"Megademo";"1988 Vortex 42";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoVortex42";"OCS/ECS";"";"";"";"";"";"megademo vortex 42"
"NoError, EmulTrap, ClearMem";"756775";"M\MegademoZeus\MegademoZeus.Slave";"Megademo ? 1991 Zeus.";"0";"MegademoZeus";"Megademo";"1991 Zeus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegademoZeus";"OCS/ECS";"";"";"";"";"";"megademo zeus"
"NoError, EmulTrap";"912679";"M\MegaMix1\MegaMix1.Slave";"Mega Mix 1 ? 1990 Royal Amiga Force.";"0";"MegaMix1";"Mega Mix 1";"1990 Royal Amiga Force";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegaMix1";"OCS/ECS";"";"";"";"";"";"mega mix 1 royal amiga force"
"NoError, EmulTrap, ClearMem";"1823067";"M\MegaMix2\MegaMix2.slave";"Mega Mix 2 ? 1990 Royal Amiga Force.";"0";"MegaMix2";"Mega Mix 2";"1990 Royal Amiga Force";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegaMix2";"OCS/ECS";"";"";"";"";"";"megamix 2 the pumpin track royal amiga force"
"NoError, EmulTrap, ClearMem";"1821031";"M\MegaMix3\MegaMix3.Slave";"Mega Mix 3 1991 Royal Amiga Force.";"0";"MegaMix3";"Mega Mix 3";"1991 Royal Amiga Force";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MegaMix3";"OCS/ECS";"";"";"";"";"";"mega mix 3 royal amiga force"
"NoError";"2739272";"M\Melodies\Melodies.Slave";"Melodies ? 1994 Scoopex.";"0";"Melodies";"Melodies";"1994 by Scoopex";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Melodies";"OCS/ECS";"";"";"";"";"";"melodies by scoopex"
"NoError, EmulTrap";"1817549";"M\MemorialSongs\MemorialSongs.Slave";"Memorial Songs ? 1993 Alcatraz - 2 disks";"0";"MemorialSongs";"Memorial Songs";"1993 Alcatraz";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MemorialSongs";"OCS/ECS";"";"";"";"";"";"memorial songs alcatraz"
"NoError";"918390";"M\MentalHangover\MentalHangover.Slave";"Mental Hangover ? 1990 Scoopex - 1 disk";"0";"MentalHangover";"Mental Hangover";"1990 Scoopex";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MentalHangover";"OCS/ECS";"";"";"";"";"";"mental hangover scoopex"
"NoError, EmulTrap, ClearMem";"1023949";"M\MerryMelodies\MerryMelodies.Slave";"Merry Melodies ? 1991 Relay.";"0";"MerryMelodies";"MerryMelodies Tunes";"1991 Relay";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MerryMelodies";"OCS/ECS";"";"";"";"";"";"merry melodies tunes relay"
"Disk, NoError, EmulTrap";"333780";"M\Mesmerized\Mesmerized.Slave";"Mesmerized, ?1990 Pure Metal Coders";"0";"Mesmerized";"-< M E S M E R I Z E D >-";"1991 Pure Metal Coders";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Mesmerized";"OCS/ECS";"";"";"";"";"";"mesmerized 1 pure metal coders"
"Disk, NoError, EmulTrap";"916250";"M\Metal&Lace\Metal&Lace.Slave";"Metal & Lace ? 1993 Apocalypse Bay - 1 disk";"0";"Metal&Lace";"Metal & Lace ";"1993/94 Apocalypse Bay ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Metal&Lace";"OCS/ECS";"";"";"";"";"";"metal lace 94 apocalypse bay"
"NoError, EmulTrap";"917077";"M\MetalMelissaThePisser\MetalMelissaThePisser.Slave";"Metal Melissa the Pisser ? 1991 Animators.";"0";"MetalMelissaThePisser";"Metal Melissa The Pisser";"1991 Animators";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MetalMelissaThePisser";"OCS/ECS";"";"";"";"";"";"metal melissa the pisser animators"
"NoError, EmulTrap, ClearMem";"3123893";"M\MiamiViceTheme\MiamiViceTheme.slave";"Miami Vice Theme ? 1987 Swiss Cracking Association.";"0";"MiamiViceTheme";"Miami Vice Maxi Soundtrack";"1987 SCA";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MiamiViceTheme";"OCS/ECS";"";"";"";"";"";"miami vice theme maxi soundtrack sca"
"Disk, NoError, EmulTrap";"931315";"M\MicroConcept\MicroConcept.slave";"Micro Concept ? 1990 Crusaders.";"0";"MicroConcept";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MicroConcept";"OCS/ECS";"";"";"";"";"";"mi cro con cept the crusaders"
"Disk, NoError, EmulTrap";"911617";"M\MinaOmistanAGA\MinaOmistanAGA.Slave";"Mina Omistan by Movement (c) 199? - 1 disk.";"0";"MinaOmistanAGA";"Mina Omistan";"1993 Movement";"1933312";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MinaOmistan";"AGA";"";"";"";"";"";"mina omistan aga movement"
"Disk, NoError, EmulTrap";"911004";"M\MinaOmistan\MinaOmistan.Slave";"Mina Omistan by Movement (c) 199? - 1 disk.";"0";"MinaOmistan";"Mina Omistan";"1993 Movement";"1933312";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MinaOmistan";"OCS/ECS";"";"";"";"";"";"mina omistan movement"
"NoError";"502459";"M\MindRiot\MindRiot.Slave";"Mindriot ? 1993 Andromeda - 1 disk";"0";"MindRiot";"Mindriot";"1993 Andromeda";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MindRiot";"OCS/ECS";"";"";"";"";"";"mind riot andromeda"
"NoError, ClearMem";"691195";"M\MiniMegademoDoom\MiniMegademoDoom.Slave";"Mini Megademo ? 1992 Doom.";"0";"MiniMegademoDoom";"Mini Megademo";"1992 Doom";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MiniMegademoDoom";"OCS/ECS";"";"";"";"";"";"mini megademo doom"
"NoError, EmulTrap, ClearMem";"529047";"M\MiniSoundbox1\MiniSoundbox1.Slave";"Mini Soundbox 1 ? 1989 Shadow Light & Level 4.";"0";"MiniSoundbox1";"Mini Soundbox 1";"1989 Shadow Light&Level 4";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MiniSoundbox1";"OCS/ECS";"";"";"";"";"";"mini soundbox 1 shadow light level 4"
"NoError, EmulTrap, ClearMem";"528222";"M\MiniSoundbox2\MiniSoundbox2.Slave";"Mini Soundbox 2 ? 1989 Shadow Light & Level 4.";"0";"MiniSoundbox2";"Mini Soundbox 2";"1989 Shadow Light&Level 4";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MiniSoundbox2";"OCS/ECS";"";"";"";"";"";"mini soundbox ii shadow light level 4"
"NoError, EmulTrap, ClearMem";"537400";"M\MiniSoundbox3\MiniSoundbox3.Slave";"Mini Soundbox 3 ? 1989 Shadow Light & Level 4.";"0";"MiniSoundbox3";"Mini Soundbox 3";"1989 Shadow Light&Level 4";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MiniSoundbox3";"OCS/ECS";"";"";"";"";"";"mini soundbox 3 shadow light level 4"
"NoError, ClearMem";"1821986";"M\MinorDefects\MinorDefects.Slave";"Minor Defects ? 1992 Grace.";"0";"MinorDefects";"Minor Defects";"1992 Grace";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MinorDefects";"OCS/ECS";"";"";"";"";"";"minor defects grace"
"NoError";"912674";"M\MiracleSounds1\MiracleSounds1.Slave";"Miracle Sounds 1 ? 1990.";"0";"MiracleSounds1";"Miracle Sounds 1";"1990 Miracle";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MiracleSounds1";"OCS/ECS";"";"";"";"";"";"miracle sounds miracle"
"NoError";"1533099";"M\Mirror\Mirror.Slave";"Mirror ? 1992 Andromeda - 2 disks";"0";"Mirror";"Mirror";"1992 Andromeda";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Mirror";"OCS/ECS";"";"";"";"";"";"mirror andromeda"
"NoError, EmulTrap, ClearMem";"908828";"M\MiseryDentro2\MiseryDentro2.Slave";"Misery Dentro 2 ? 1993 TRSI";"0";"MiseryDentro2";"Misery Dentro 2";"1993 TRSI";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MiseryDentro2";"OCS/ECS";"";"";"";"";"";"misery dentro 2 trsi"
"NoError, EmulTrap, ClearMem";"905767";"M\Mixolydian\Mixolydian.Slave";"Mixolydian ? 1991 End of Century 1999.";"0";"Mixolydian";"Mixolydian";"1991 End of Century 1999";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Mixolydian";"OCS/ECS";"";"";"";"";"";"mixolydian end of century"
"Disk, NoError, EmulTrap";"912348";"M\MobileDestinationUnknown\MobileDestinationUnknown.slave";"Mobile - Destination Unknown ? 199? Spaceballs.";"0";"MobileDestinationUnknown";"";"";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MobileDestinationUnknown";"OCS/ECS";"";"";"";"";"";"mobile destination unknown"
"NoError, EmulTrap, ClearMem";"121573";"M\MoinJungs\MoinJungs.Slave";"Moin Jungs ? 1988 Doctor Mabuse Orgasm Crackings.";"0";"MoinJungs";"Moin Jungs";"1988 Doctor Mabuse Orgasm Crackings";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MoinJungs";"OCS/ECS";"";"";"";"";"";"moin jungs doctor mabuse orgasm crackings"
"NoError, EmulTrap, ClearMem";"919642";"M\Monoxide\Monoxide.Slave";"Monoxide ? 1992 Vanish.";"0";"Monoxide";"Monoxide";"1992 Vanish";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Monoxide";"OCS/ECS";"";"";"";"";"";"monoxide vanish"
"NoError, EmulTrap, ClearMem";"1322930";"M\MorbidVisions\MorbidVisions.Slave";"Morbid Visions 1992 Cyberiad.";"0";"MorbidVisions";"Morbid Visions";"1992 Cyberiad";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MorbidVisions";"OCS/ECS";"";"";"";"";"";"morbid visions cyberiad"
"NoError, EmulTrap, ClearMem";"603319";"M\MorbidVisions2\MorbidVisions2.Slave";"Morbid Visions 2 1993 Carillon & Cyberiad.";"0";"MorbidVisions2";"Morbid Visions 2";"1993 Carillon & Cyberiad";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MorbidVisions2";"OCS/ECS";"";"";"";"";"";"morbid visions 2 carillon cyberiad"
"NoError, EmulTrap, ClearMem";"450351";"M\MorbidVisions3\MorbidVisions3.Slave";"Morbid Visions 3 1994 Carillon, Cyberiad & Complex.";"0";"MorbidVisions3";"Morbid Visions 3";"1994 Carillon, Cyberiad & Complex";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MorbidVisions3";"OCS/ECS";"";"";"";"";"";"morbid visions 3 carillon cyberiad complex"
"NoError, EmulTrap, ClearMem";"922610";"M\MoreThanMusic\MoreThanMusic.Slave";"More Than Music ? 1991 Alcatraz";"0";"MoreThanMusic";"More Than Music";"1991 Alcatraz";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MoreThanMusic";"OCS/ECS";"";"";"";"";"";"more than music alcatraz"
"Disk, NoError";"909230";"M\Multica\Multica.slave";"Multica ? 1992 Andromeda.";"0";"Multica";"Multica";"1992 Andromeda";"520192";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Multica";"OCS/ECS";"";"";"";"";"";"multica andromeda"
"NoError, EmulTrap, ClearMem";"128923";"M\Multidemo\Multidemo.Slave";"Multidemo ? 1990 Amaze.";"0";"Multidemo";"Multidemo";"1990 Amaze";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Multidemo";"OCS/ECS";"";"";"";"";"";"multidemo amaze"
"Disk, NoError";"910394";"M\MultiMegamix\MultiMegamix.slave";"Multi Megamix ? 1991 Kefrens (1 disk)";"0";"MultiMegamix";"Multi Megamix";"1991 Kefrens";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MultiMegamix";"OCS/ECS";"";"";"";"";"";"multi megamix kefrens"
"Disk, NoError, ClearMem";"912253";"M\MultiMegamix2\MultiMegamix2.slave";"Multi Megamix II ? 1992 Kefrens (1 disk)";"0";"MultiMegamix2";"Multi Megamix II";"1992 Kefrens";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MultiMegamix2";"OCS/ECS";"";"";"";"";"";"multi megamix 2 kefrens"
"NoError, ClearMem";"922685";"M\MultiMegamix3\MultiMegamix3.Slave";"MultiMegamix III ? 1992 Kefrens";"0";"MultiMegamix3";"Multi Megamix III";"1992 Kefrens";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MultiMegamix3";"OCS/ECS";"";"";"";"";"";"multi megamix 3 kefrens"
"NoError, EmulTrap, ClearMem";"921261";"M\Museum\Museum.Slave";"Museum ? 1992 Alcatraz.";"0";"Museum";"Museum";"1992 Alcatraz";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Museum";"OCS/ECS";"";"";"";"";"";"museum alcatraz"
"NoError, EmulTrap, ClearMem";"466340";"M\MusicalRabbit\MusicalRabbit.Slave";"Musical Rabbit ? 1993 Carrillon & Cyberiad.";"0";"MusicalRabbit";"Muscial Rabbit";"1993 Carrillon & Cyberiad";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicalRabbit";"OCS/ECS";"";"";"";"";"";"musical rabbit muscial carrillon cyberiad"
"NoError, EmulTrap, ClearMem";"919979";"M\MusicalSecrets\MusicalSecrets.Slave";"Musical Secrets ? 1992 Zite.";"0";"MusicalSecrets";"Musical Secrets";"1992 Zite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicalSecrets";"OCS/ECS";"";"";"";"";"";"musical secrets zite"
"NoError, EmulTrap, ClearMem";"841399";"M\Musication\Musication.slave";"Musication ? 1992 Absolute!.";"0";"Musication";"Musication";"1992 Absolute!";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Musication";"OCS/ECS";"";"";"";"";"";"musication absolute"
