"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"NoError, EmulTrap, ReqAGA, ClearMem";"397628";"T\TagAGA\TagAGA.Slave";"Tag ? 1993 Jetset & Skid Row.";"0";"TagAGA";"Tag";"1993 Jetset & Skid Row";"1572864";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Tag";"AGA";"";"";"";"";"tag aga jetset skid row";"Best";"3,66547";"Pouet";"";"";"Jetset,Skid Row";"t\tag-jetset-skid-row_#2";"demo";"";"http://content.pouet.net/files/screenshots/00002/00002995.gif";"may 1993";"TAG";"Amiga AGA,Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2995";"tag tag jetset skid row tagjetsetskidrow"
"NoError, EmulTrap, ClearMem";"1821342";"T\TaylorDayneTITMH\TaylorDayneTITMH.Slave";"Tell It To My Heart ? 1999 Algotech Software.";"0";"TaylorDayneTITMH";"Taylor Dayne - Tell It to My Heart";"1999 Algotech Software";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TaylorDayneTITMH";"OCS/ECS";"";"";"";"";"taylor dayne tell it to my heart algotech software";"Exact";"100";"Custom Demos";;;"Algotech Software";;"";"";;"1999";"Taylor Dayne: Tell It To My Heart";"ECS/OCS";;"taylor dayne tell it to my heart taylordaynetellittomyheart algotech software taylordaynetellittomyheartalgotechsoftware"
"NoError, EmulTrap, ClearMem";"3629243";"T\Teatime\Teatime.Slave";"The Long Dark Teatime Of The Soul ? 1992 LSD.";"0";"Teatime";"The Long Dark Teatime Of The Soul";"1992 LSD";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Teatime";"OCS/ECS";"";"";"";"";"teatime the long dark of soul lsd";"Best";"3,072906";"Pouet";"";"";"Leeds Spreading Division";"t\the-long-dark-teatime-of-the-soul-leeds-spreading-division";"musicdisk";"";"http://content.pouet.net/files/screenshots/00058/00058314.png";"1992";"The Long Dark Teatime Of The Soul";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58314";"the long dark teatime of the soul thelongdarkteatimeofthesoul leeds spreading division thelongdarkteatimeofthesoulleedsspreadingdivision"
"Disk, NoError, EmulTrap";"914805";"T\TechnologicalDeath\TechnologicalDeath.slave";"Technological Death ? 1993 Mad Elks";"0";"TechnologicalDeath";"";"";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TechnologicalDeath";"OCS/ECS";"";"";"";"";"technological death";"Exact";"100";"Pouet";"amiga demo";"1st";"mad elks";"t\technological-death-mad-elks";"demo";"Mountain Congress 1993";"http://content.pouet.net/files/screenshots/00002/00002955.gif";"may 1993";"Technological Death";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2955";"technological death technologicaldeath mad elks technologicaldeathmadelks"
"NoError, ClearMem";"922959";"T\Technomania\Technomania.Slave";"Technomania ? 1991 Shining 8";"0";"Technomania";"Technomania";"1991 Shining 8";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Technomania";"OCS/ECS";"";"";"";"";"technomania shining 8";"Exact";"100";"Pouet";"";"";"Shining 8";"t\technomania-shining-8";"musicdisk";"";"http://content.pouet.net/files/screenshots/00058/00058311.png";"1991";"Technomania";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58311";"technomania technomania shining 8 technomaniashining8"
"NoError, ClearMem";"924790";"T\Technomania2\Technomania2.Slave";"Technomania 2 ? 1992 Shining 8";"0";"Technomania2";"Technomania 2";"1992 Shining 8";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Technomania2";"OCS/ECS";"";"";"";"";"technomania 2 shining 8";"Exact";"100";"Pouet";"";"";"Shining 8";"t\technomania-2-shining-8";"musicdisk";"";"http://content.pouet.net/files/screenshots/00058/00058312.png";"n/a";"Technomania 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58312";"technomania 2 technomania2 shining 8 technomania2shining8"
"Disk, NoError, EmulTrap";"939601";"T\TechnoTrance\TechnoTrance.Slave";"Tehno Trance from Bastards (1 disk).";"0";"TechnoTrance";"Techno Trance";"Bastards";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TechnoTrance";"OCS/ECS";"";"";"";"";"techno trance 1 bastards";"Best";"4,055345";"Pouet";"";"";"Bastards";"t\techno-trance-bastards";"musicdisk";"";"http://content.pouet.net/files/screenshots/00031/00031021.jpg";"september 1991";"Techno Trance";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31021";"techno trance technotrance bastards technotrancebastards"
"NoError";"930523";"T\TechnoTrance3\TechnoTrance3.Slave";"Techno Trance III ? Bastards - 1 disk";"0";"TechnoTrance3";"Techno Trance III";"Bastards";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TechnoTrance3";"OCS/ECS";"";"";"";"";"techno trance 3 bastards";"Exact";"100";"Pouet";"";"";"Bastards";"t\techno-trance-3-bastards";"musicdisk";"";"http://content.pouet.net/files/screenshots/00031/00031020.jpg";"n/a";"Techno Trance 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31020";"techno trance 3 technotrance3 bastards technotrance3bastards"
"NoError, EmulTrap, ClearMem";"925026";"T\TechnoWarrior\TechnoWarrior.Slave";"Techno Warrior ? 1992 LSD.";"0";"TechnoWarrior";"Techno Warrior";"1992 LSD";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TechnoWarrior";"OCS/ECS";"";"";"";"";"techno warrior lsd";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"LSD";;"Musicdisk";"";;"5/92";"Techno Warrior";;;"techno warrior technowarrior lsd technowarriorlsd"
"NoError, EmulTrap, ClearMem";"921851";"T\Techtech\Techtech.Slave";"Techtech ? 1987 Sodan & Magician 42.";"0";"Techtech";"Techtech";"1987 Sodan & Magician 42";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Techtech";"OCS/ECS";"";"";"";"";"techtech sodan magician 42";"Exact";"100";"Pouet";"none";"n/a";"Sodan,Magician 42";"t\techtech-sodan-magician-42";"demo";"Venlo Meeting 1987";"http://content.pouet.net/files/screenshots/00004/00004445.jpg";"november 1987";"TechTech";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4445";"tech tech techtech sodan magician 42 techtechsodanmagician42"
"NoError, EmulTrap, ClearMem";"919945";"T\Tekknobert\Tekknobert.Slave";"Tekknobert-The Final Collapse ? 1992 Wildfire.";"0";"Tekknobert";"Tekknobert-The Final Collapse";"1992 Wildfire";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Tekknobert";"OCS/ECS";"";"";"";"";"tekknobert the final collapse wildfire";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Wildfire";;"Musicdisk";"";;"8/92";"Tekkno Bert -The Final Collapse-";;;"tekkno bert the final collapse tekknobertthefinalcollapse wildfire tekknobertthefinalcollapsewildfire"
"NoError, EmulTrap, ClearMem";"836994";"T\TeraTunes\TeraTunes.Slave";"Tera Tunes Volume 1 ? 1989 The Giants.";"0";"TeraTunes";"Tera Tunes Volume 1";"1989 The Giants";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TeraTunes";"OCS/ECS";"";"";"";"";"tera tunes alpha flight";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Alpha Flight";;"Musicdisk";"";;"1/90";"Tera Tunes";;;"tera tunes teratunes alpha flight teratunesalphaflight"
"NoError, EmulTrap, ClearMem";"1096672";"T\TeraTunes2\TeraTunes2.Slave";"Tera Tunes 2 ? 1990 Team-X.";"0";"TeraTunes2";"Tera Tunes 2";"1990 Team-X";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TeraTunes2";"OCS/ECS";"";"";"";"";"tera tunes 2 team";"Best";"3,927665";"Pouet";"";"";"Team-X";"t\tera-tunes-ii-team-x";"musicdisk";"";"http://content.pouet.net/files/screenshots/00018/00018770.gif";"august 1990";"Tera Tunes II";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18770";"tera tunes 2 teratunes2 team x teratunesiiteamx"
"NoError, ClearMem";"167664";"T\TerminalFuckup\TerminalFuckup.Slave";"Terminal Fuckup ? 1993 Sanity";"0";"TerminalFuckup";"Terminal Fuckup";"1993 Sanity";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TerminalFuckup";"OCS/ECS";"";"";"";"";"terminal fuckup sanity";"Exact";"100";"Pouet";"amiga demo";"3rd";"sanity";"t\terminal-fuckup-sanity";"demo";"CeBIT Demo Competition 1993";"http://content.pouet.net/files/screenshots/00004/00004181.gif";"march 1993";"terminal fuckup";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4181";"terminal fuckup terminalfuckup sanity terminalfuckupsanity"
"Disk, EmulTrap";"1813610";"T\Terminator\Terminator.Slave";"Terminator by Status OK (2 disks).";"0";"Terminator";"Terminator";"Status O.K.";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Terminator";"OCS/ECS";"";"";"";"";"terminator status";"Best";"3,609249";"Pouet";"amiga demo";"1st";"Status OK";"t\the-terminator-status-ok";"demo";"Primavera 1994";"http://content.pouet.net/files/screenshots/00050/00050631.png";"march 1994";"The Terminator";"Amiga AGA,Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=50631";"the terminator theterminator status ok theterminatorstatusok"
"NoError, EmulTrap, ClearMem";"921729";"T\Testament\Testament.Slave";"Testament 1992 Katharsis.";"0";"Testament";"Testament";"1992 Katharsis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Testament";"OCS/ECS";"";"";"";"";"testament katharsis";"Exact";"100";"Pouet";"amiga demo";"4th";"Katharsis";"t\testament-katharsis";"demo";"Warszawa 1992";"http://content.pouet.net/files/screenshots/00052/00052749.gif";"march 1992";"Testament";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=52749";"testament testament katharsis testamentkatharsis"
"NoError, EmulTrap";"337609";"T\ThirdDimension\ThirdDimension.Slave";"3rd Dimension (c) 1990 Crytoburners - 1 file.";"0";"ThirdDimension";"Third Dimension";"1990 Cryptoburners";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ThirdDimension";"OCS/ECS";"";"";"";"";"third dimension cryptoburners";"Exact";"100";"Pouet";"amiga demo";"2nd";"Cryptoburners";"t\third-dimension-cryptoburners";"demo";"Theatre and Network 1990";"http://content.pouet.net/files/screenshots/00003/00003429.jpg";"december 1990";"third dimension";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3429";"third dimension thirddimension cryptoburners thirddimensioncryptoburners"
"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"3502063";"T\ThugLife\ThugLife.Slave";"Thug Life ? 1997 Essence";"0";"ThugLife";"Thug Life";"1997 Essence";"1421312";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ThugLife";"AGA";"";"";"";"";"thug life essence";"Exact";"100";"Pouet";"amiga demo";"3rd";"essence";"t\thuglife-essence";"demo";"Mekka &amp";"http://content.pouet.net/files/screenshots/00002/00002990.gif";"april 1997";"thuglife";"Amiga AGA";"http://www.pouet.net/prod.php?which=2990";"thuglife thuglife essence thuglifeessence"
"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"3498944";"T\ThugLifeAGA\ThugLifeAGA.Slave";"Thug Life ? 1997 Essence";"0";"ThugLifeAGA";"Thug Life";"1997 Essence";"1421312";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ThugLife";"AGA";"";"";"";"";"thug life aga essence";"Best";"3,69562";"Janeway Amiga Scene Demo Database";;;"Essence";;"Demo";"Mekka Symposium 1997";;"";"Thug Life";;;"thug life thuglife essence thuglifeessence"
"NoError, Req68020, ReqAGA, ClearMem";"5146225";"T\Tint\Tint.Slave";"Tint ? 1996 The Black Lotus";"0";"Tint";"Tint";"1996 The Black Lotus";"1863680";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Tint";"AGA";"";"";"";"";"tint the black lotus";"Exact";"100";"Pouet";"amiga demo";"1st";"The Black Lotus";"t\tint-the-black-lotus";"demo";"The Gathering 1996";"http://content.pouet.net/files/screenshots/00000/00000701.jpg";"april 1996";"Tint";"Amiga AGA";"http://www.pouet.net/prod.php?which=701";"tint tint the black lotus tinttheblacklotus"
"NoError, Req68020, ReqAGA, ClearMem";"5146838";"T\TintAGA\TintAGA.Slave";"Tint ? 1996 The Black Lotus";"0";"TintAGA";"Tint";"1996 The Black Lotus";"1863680";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Tint";"AGA";"";"";"";"";"tint aga the black lotus";"Best";"3,769528";"Pouet";"amiga demo";"1st";"The Black Lotus";"t\tint-the-black-lotus";"demo";"The Gathering 1996";"http://content.pouet.net/files/screenshots/00000/00000701.jpg";"april 1996";"Tint";"Amiga AGA";"http://www.pouet.net/prod.php?which=701";"tint tint the black lotus tinttheblacklotus"
"NoError, EmulTrap, ClearMem";"792658";"T\TitanTrax\TitanTrax.slave";"Titan Trax #1 1989 Titanics.";"0";"TitanTrax";"Titan Trax #1";"1989 Titanics";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TitanTrax";"OCS/ECS";"";"";"";"";"titan trax 1 titanics";"Exact";"100";"Pouet";"";"";"Titanics";"t\titan-trax-1-titanics";"musicdisk";"";"http://content.pouet.net/files/screenshots/00019/00019710.gif";"n/a";"Titan Trax 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19710";"titan trax 1 titantrax1 titanics titantrax1titanics"
"NoError, EmulTrap, ClearMem";"1191846";"T\TopKaraoke1\TopKaraoke1.Slave";"Top Karaoke #1 - Inspecteur Gadget ?1995 Saturne";"0";"TopKaraoke1";"Top Karaoke #1 - Inspecteur Gadget";"1995 Saturne";"1507328";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TopKaraoke1";"OCS/ECS";"";"";"";"";"top karaoke 1 inspecteur gadget saturne";"Best";"2,508189";"Janeway Amiga Scene Demo Database";;;"Saturne";;"Musicdisk";"";;"3/95";"Top Karaoke Vol.1";;;"top karaoke vol 1 topkaraokevol1 saturne topkaraokevol1saturne"
"NoError, EmulTrap, ClearMem";"1175849";"T\TopKaraoke2\TopKaraoke2.Slave";"Top Karaoke #2 - Albator ?1995 Saturne";"0";"TopKaraoke2";"Top Karaoke #2 - Albator";"1995 Saturne";"1507328";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TopKaraoke2";"OCS/ECS";"";"";"";"";"top karaoke vol 2";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Saturne";;"Musicdisk";"";;"4/95";"Top Karaoke Vol.2";;;"top karaoke vol 2 topkaraokevol2 saturne topkaraokevol2saturne"
"NoError, EmulTrap, ClearMem";"1176462";"T\TopKaraoke2AGA\TopKaraoke2AGA.Slave";"Top Karaoke #2 - Albator ?1995 Saturne";"0";"TopKaraoke2AGA";"Top Karaoke #2 - Albator";"1995 Saturne";"1507328";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TopKaraoke2";"AGA";"";"";"";"";"top karaoke vol 2";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Saturne";;"Musicdisk";"";;"4/95";"Top Karaoke Vol.2";;;"top karaoke vol 2 topkaraokevol2 saturne topkaraokevol2saturne"
"NoError, EmulTrap, ClearMem";"1504523";"T\TopKaraoke3\TopKaraoke3.Slave";"Top Karaoke #3 - Capitaine Flam ?1995 Saturne";"0";"TopKaraoke3";"Top Karaoke #3 - Capitaine Flam";"1995 Saturne";"659456";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TopKaraoke3";"OCS/ECS";"";"";"";"";"top karaoke 3 capitaine flam saturne";"Best";"5,594244";"Janeway Amiga Scene Demo Database";;;"Saturne";;"Musicdisk";"";;"7/95";"Top Karaoke Vol.3 - Capitaine Flam-";;;"top karaoke vol 3 capitaine flam topkaraokevol3capitaineflam saturne topkaraokevol3capitaineflamsaturne"
"NoError, EmulTrap, ClearMem";"1507138";"T\TopKaraoke3AGA\TopKaraoke3AGA.Slave";"Top Karaoke #3 - Capitaine Flam ?1995 Saturne";"0";"TopKaraoke3AGA";"Top Karaoke #3 - Capitaine Flam";"1995 Saturne";"659456";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TopKaraoke3";"AGA";"";"";"";"";"top karaoke 3 aga capitaine flam saturne";"Best";"4,727551";"Janeway Amiga Scene Demo Database";;;"Saturne";;"Musicdisk";"";;"7/95";"Top Karaoke Vol.3 - Capitaine Flam-";;;"top karaoke vol 3 capitaine flam topkaraokevol3capitaineflam saturne topkaraokevol3capitaineflamsaturne"
"NoError, EmulTrap, ClearMem";"1826400";"T\TotalKaos\TotalKaos.Slave";"Total Kaos ? 1992 LSD.";"0";"TotalKaos";"Total Kaos";"1992 LSD";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TotalKaos";"OCS/ECS";"";"";"";"";"total kaos lsd";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"LSD";;"Musicdisk";"";;"";"Total Kaos";;;"total kaos totalkaos lsd totalkaoslsd"
"NoError, EmulTrap, ClearMem";"449267";"T\ToxicZiemniak\ToxicZiemniak.Slave";"Toxic Ziemniak ? 1992 Alchemy.";"0";"ToxicZiemniak";"Toxic Ziemniak";"1992 Alchemy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ToxicZiemniak";"OCS/ECS";"";"";"";"";"toxic ziemniak alchemy";"Exact";"100";"Pouet";"";"";"Alchemy";"t\toxic-ziemniak-alchemy";"demo";"";"http://content.pouet.net/files/screenshots/00033/00033602.gif";"n/a";"Toxic Ziemniak";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33602";"toxic ziemniak toxicziemniak alchemy toxicziemniakalchemy"
"NoError, EmulTrap, ClearMem";"334337";"T\Trash\Trash.Slave";"Trash ? 1992 Digital";"0";"Trash";"Trash";"1992 Digital";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Trash";"OCS/ECS";"";"";"";"";"trash digital";"Exact";"100";"Pouet";"combined demo";"2nd";"Digital";"t\trash-digital";"demo";"Anarchy Easter Party 1992";"http://content.pouet.net/files/screenshots/00032/00032124.jpg";"april 1992";"Trash";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=32124";"trash trash digital trashdigital"
"NoError, ClearMem";"349148";"T\Trashcan\Trashcan.Slave";"Trashcan ? 1990 Wizzcat";"0";"Trashcan";"Trashcan";"1990 Wizzcat";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Trashcan";"OCS/ECS";"";"";"";"";"trashcan wizzcat";"Exact";"100";"Pouet";"";"";"wizzcat";"t\trashcan-wizzcat";"demo";"";"http://content.pouet.net/files/screenshots/00005/00005415.jpg";"1990";"trashcan";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5415";"trashcan trashcan wizzcat trashcanwizzcat"
"NoError, EmulTrap, ClearMem";"343940";"T\TropicalSunset\TropicalSunset.Slave";"Tropical Sunset ? 1990 The Silents.";"0";"TropicalSunset";"Tropical Sunset";"1990 The Silents";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TropicalSunset";"OCS/ECS";"";"";"";"";"tropical sunset the silents";"Exact";"100";"Pouet";"n/a";"n/a";"The Silents";"t\tropical-sunset-the-silents";"demo";"Consumer Electronics Show 1990";"http://content.pouet.net/files/screenshots/00008/00008890.jpg";"january 1990";"tropical sunset";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8890";"tropical sunset tropicalsunset the silents tropicalsunsetthesilents"
"NoError, EmulTrap, ClearMem";"2727843";"T\TuneDisk1\TuneDisk1.Slave";"Tune Disk #1 ? 1990 Concept";"0";"TuneDisk1";"Tune disk #1";"1990 Concept";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TuneDisk1";"OCS/ECS";"";"";"";"";"tune disk 1 concept";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Concept";;"Musicdisk";"";;"";"Tune Disk 1";;;"tune disk 1 tunedisk1 concept tunedisk1concept"
"NoError, EmulTrap, ClearMem";"1825460";"T\TuneShow2\TuneShow2.Slave";"Tune Show 2 ? 1989 Prophets AG & The Acoustic Revolution.";"0";"TuneShow2";"Tune Show 2";"1989 Prophets AG & The Acoustic Revolution";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TuneShow2";"OCS/ECS";"";"";"";"";"tune show 2 prophets ag the acoustic revolution";"Best";"2,755782";"Pouet";"";"";"Prophets AG,The Acoustic Revolution";"t\tuneshow-ii-prophets-ag-the-acoustic-revolution_#2";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009378.png";"march 1989";"Tuneshow II";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9378";"tuneshow 2 tuneshow2 prophets ag the acoustic revolution tuneshowiiprophetsagtheacousticrevolution"
"NoError, EmulTrap, ClearMem";"2723301";"T\TuneShow3\TuneShow3.Slave";"Tuneshow III ? 1990 The Acoustic Revolution";"0";"TuneShow3";"Tuneshow III";"1990 The Acoustic Revolution";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TuneShow3";"OCS/ECS";"";"";"";"";"tune show 3 tuneshow the acoustic revolution";"Best";"2,642486";"Pouet";"";"";"The Acoustic Revolution";"t\tuneshow-iii-the-acoustic-revolution";"musicdisk";"";"http://content.pouet.net/files/screenshots/00013/00013460.png";"1989";"Tuneshow III";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=13460";"tuneshow 3 tuneshow3 the acoustic revolution tuneshowiiitheacousticrevolution"
