"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query"
"NoError, EmulTrap, ClearMem";"342428";"C\CountDuckula\CountDuckula.slave";"Count Duckula ? 1990 Alternative Software.";"0";"CountDuckula";"Count Duckula";"1990 Alternative Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CountDuckula";"OCS/ECS";"";"";"";"";"";"count duckula"
"Disk, NoError, EmulTrap";"2714063";"C\CoverGirlStripPoker\CoverGirlStripPoker.slave";"Cover Girl Strip Poker (c) 1992 Sales Curve";"520192";"CoverGirlStripPoker";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CoverGirlStripPoker";"OCS/ECS";"";"";"";"";"";"cover girl strip poker"
"NoError, EmulPriv, Examine";"1613211";"C\CovertAction\CovertAction.Slave";"Covert Action ? 1992 Microprose.";"0";"CovertAction";"Covert Action";"1992 Microprose";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CovertAction";"OCS/ECS";"";"";"";"";"";"covert action"
"NoError, EmulPriv, Examine";"1623374";"C\CovertActionDe\CovertActionDe.Slave";"Covert Action ? 1992 Microprose.";"0";"CovertActionDe";"Covert Action";"1992 Microprose";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CovertAction";"OCS/ECS";"De";"";"";"";"";"covert action"
"NoError, EmulPriv, ClearMem";"923986";"C\Crack\Crack.Slave";"Crack ? 1988 Linel";"0";"Crack";"Crack";"1988 Linel";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Crack";"OCS/ECS";"";"";"";"";"";"crack"
"NoError, EmulTrap, NoDivZero, ClearMem";"1010325";"C\CrackDown\CrackDown.Slave";"Crackdown ?1992 U.S. Gold";"0";"CrackDown";"Crackdown";"1991 US Gold";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrackDown";"OCS/ECS";"";"";"";"";"";"crack down"
"NoError, EmulPriv, Examine";"616689";"C\CrashGarrett\CrashGarrett.Slave";"Crash Garrett ? 1988 ERE Informatique/Infogrames.";"0";"CrashGarrett";"Crash Garrett";"1988 ERE Informatique/Infogrames";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrashGarrett";"OCS/ECS";"";"";"";"";"";"crash garrett"
"NoError, EmulPriv, Examine";"792088";"C\CrazyCars\CrazyCars.Slave";"Crazy Cars ? 1987-89 Titus/EH Productions.";"0";"CrazyCars";"Crazy Cars";"1987-89 Titus/ EH Productions.";"589824";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrazyCars";"OCS/ECS";"";"";"";"";"";"crazy cars"
"NoError, EmulTrap, NoDivZero, ClearMem";"465562";"C\CrazyCars2\CrazyCars2.Slave";"Crazy Cars 2/F40 Pursuit Simulator ? 1989 Titus.";"0";"CrazyCars2";"Crazy Cars 2/F40 Pursuit Simulator";"1989 Titus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrazyCars2";"OCS/ECS";"";"";"";"";"";"crazy cars 2 40 pursuit simulator"
"NoError, EmulTrap";"1443553";"C\CrazyCars3\CrazyCars3.slave";"Crazy Cars 3 (c) 1992 Titus.";"0";"CrazyCars3";"Crazy Cars III";"1992 Titus Software";"851968";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrazyCars3";"OCS/ECS";"";"";"";"";"";"crazy cars 3"
"NoError, EmulTrap";"1155959";"C\CrazyCars3NoIntro\CrazyCars3NoIntro.slave";"Crazy Cars 3 (c) 1992 Titus.";"0";"CrazyCars3NoIntro";"Crazy Cars III";"1992 Titus Software";"851968";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrazyCars3";"OCS/ECS";"";"";"";"NoIntro";"";"crazy cars 3"
"NoError, EmulTrap, ClearMem";"1832574";"C\CrazySeasons\CrazySeasons.Slave";"Crazy Seasons (c) 1992 Proxima Design/Idea - 2 disks.";"0";"CrazySeasons";"Crazy Seasons";"1992 Proxima Design/Idea";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrazySeasons";"OCS/ECS";"";"";"";"";"";"crazy seasons"
"NoError, EmulPriv, Examine";"928023";"C\CrazyShot\CrazyShot.Slave";"Crazy Shot ? 1989 Hitech Productions/Loriciel.";"0";"CrazyShot";"Crazy Shot";"1989 Hitech Productions/Loriciel.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrazyShot";"OCS/ECS";"";"";"";"";"";"crazy shot"
"NoError, NoKbd";"202549";"C\CrazySue\CrazySue.Slave";"Crazy Sue ? 1991 Hironymus Jumpshoe";"0";"CrazySue";"Crazy Sue";"1991 Hironymus Jumpshoe";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrazySue";"OCS/ECS";"";"";"";"";"";"crazy sue"
"0";"265591";"C\CrazySueGoesOn\CrazySueGoesOn.Slave";"Crazy Sue 2 ? 1992 Hironymus Jumpshoe";"0";"CrazySueGoesOn";"Crazy Sue 2";"1992 Hironymus Jumpshoe";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrazySueGoesOn";"OCS/ECS";"";"";"";"";"";"crazy sue goes on 2"
"NoError, EmulPriv, Examine";"1398877";"C\Creature\Creature.Slave";"Creature ? 1989 Actionware.";"0";"Creature";"Creature";"1989 Actionware.";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Creature";"OCS/ECS";"";"";"";"";"";"creature"
"NoError, EmulTrap, NoKbd, ClearMem";"1700564";"C\Creatures\Creatures.Slave";"Creatures: To The Rescue ? 1993 Thalamus.";"0";"Creatures";"Creatures: To The Rescue";"1993 Thalamus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Creatures";"OCS/ECS";"";"";"";"";"";"creatures to the rescue"
"NoError, EmulPriv, Examine";"842535";"C\CrimeCity\CrimeCity.slave";"Crime City ? 1992 Interactive Fantasy Fiction.";"0";"CrimeCity";"Crime City";"1992 Interactive Fantasy Fiction";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrimeCity";"OCS/ECS";"";"";"";"";"";"crime city"
"NoError, EmulPriv, Examine";"846510";"C\CrimeCityDe\CrimeCityDe.slave";"Crime City ? 1992 Interactive Fantasy Fiction.";"0";"CrimeCityDe";"Crime City";"1992 Interactive Fantasy Fiction";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrimeCity";"OCS/ECS";"De";"";"";"";"";"crime city"
"NoError, EmulPriv, Examine";"852360";"C\CrimeDoesNotPay\CrimeDoesNotPay.Slave";"Crime Does Not Pay ? 1991 Titus.";"0";"CrimeDoesNotPay";"Crime Does Not Pay";"1991 Titus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrimeDoesNotPay";"OCS/ECS";"";"";"";"";"";"crime does not pay"
"NoError";"1343646";"C\CrimeWave\CrimeWave.slave";"Crime Wave by US Gold (c) 1990 - 2 disks.";"0";"CrimeWave";"Crime Wave";"1990 US Gold";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrimeWave";"OCS/ECS";"";"";"";"";"";"crime wave"
"NoError, EmulPriv, Examine";"179616";"C\Croak\Croak.Slave";"Croak ? 1992 Selwyn Stevens.";"0";"Croak";"Croak";"1992 Selwyn Stevens";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Croak";"OCS/ECS";"";"";"";"";"";"croak"
"NoError, EmulPriv, Examine";"199079";"C\Croak2\Croak2.Slave";"Croak 2 ? 1995 Selwyn Stevens.";"0";"Croak2";"Croak 2";"1995 Selwyn Stevens";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Croak2";"OCS/ECS";"";"";"";"";"";"croak 2"
"NoError, EmulPriv, Examine, EmulDivZero";"4160179";"C\CroisierePourUnCadavreFr\CroisierePourUnCadavreFr.Slave";"Cruise For A Corpse / Croisi?re pour un cadavre ? 1991 Delphine";"0";"CroisierePourUnCadavreFr";"Cruise for a corpse / Croisiere pour un cadavre";"1991 Delphine Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CroisierePourUnCadavre";"OCS/ECS";"Fr";"";"";"";"";"croisiere pour un cadavre cruise for corpse"
"NoError, EmulTrap, ClearMem";"1058903";"C\CrossbowLegendWilliamTell\CrossbowLegendWilliamTell.slave";"Crossbow by Screen 7/Intelligent Games (c) 1989 - 1 disk.";"0";"CrossbowLegendWilliamTell";"Crossbow";"1989 Screen 7";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrossbowLegendWilliamTell";"OCS/ECS";"";"";"";"";"";"crossbow legend william tell"
"NoError, EmulTrap";"860788";"C\CrossCheck\CrossCheck.slave";"Cross Check (c) 1994 Sunflowers - 1 disk.";"0";"CrossCheck";"Cross Check";"1994 Sunflowers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrossCheck";"OCS/ECS";"";"";"";"";"";"cross check"
"NoError, EmulPriv, Examine, EmulDivZero";"4130772";"C\CruiseForACorpse\CruiseForACorpse.Slave";"Cruise For A Corpse / Croisi?re pour un cadavre ? 1991 Delphine";"0";"CruiseForACorpse";"Cruise for a corpse / Croisiere pour un cadavre";"1991 Delphine Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CruiseForACorpse";"OCS/ECS";"";"";"";"";"";"cruise for acorpse corpse croisiere pour un cadavre"
"NoError, EmulPriv, Examine, EmulDivZero";"4131131";"C\CruiseForACorpseIt\CruiseForACorpseIt.Slave";"Cruise For A Corpse / Croisi?re pour un cadavre ? 1991 Delphine";"0";"CruiseForACorpseIt";"Cruise for a corpse / Croisiere pour un cadavre";"1991 Delphine Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CruiseForACorpse";"OCS/ECS";"It";"";"";"";"";"cruise for acorpse corpse croisiere pour un cadavre"
"NoError, EmulPriv, Examine, EmulDivZero";"4132527";"C\CruiseForACorpseEs\CruiseForACorpseEs.Slave";"Cruise For A Corpse / Croisi?re pour un cadavre ? 1991 Delphine";"0";"CruiseForACorpseEs";"Cruise for a corpse / Croisiere pour un cadavre";"1991 Delphine Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CruiseForACorpse";"OCS/ECS";"Es";"";"";"";"";"cruise for acorpse corpse croisiere pour un cadavre"
"NoError, EmulPriv, Examine, EmulDivZero";"4142973";"C\CruiseForACorpseDe\CruiseForACorpseDe.Slave";"Cruise For A Corpse / Croisi?re pour un cadavre ? 1991 Delphine";"0";"CruiseForACorpseDe";"Cruise for a corpse / Croisiere pour un cadavre";"1991 Delphine Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CruiseForACorpse";"OCS/ECS";"De";"";"";"";"";"cruise for acorpse corpse croisiere pour un cadavre"
"EmulTrap, EmulPriv, Examine";"212762";"C\CruncherFactory\CruncherFactory.Slave";"Cruncher Factory ? 1987 Kingsoft.";"0";"CruncherFactory";"Cruncher Factory";"1987 Kingsoft";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CruncherFactory";"OCS/ECS";"";"";"";"";"";"cruncher factory"
"NoError, EmulTrap, EmulPriv, ClearMem, Examine";"2306721";"C\CrystalDragon\CrystalDragon.Slave";"Crystal Dragon ?1994 Magnetic Fields";"0";"CrystalDragon";"Crystal Dragon";"1994 Magnetic Fields";"557056";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalDragon";"OCS/ECS";"";"";"";"";"";"crystal dragon"
"NoError, EmulTrap, EmulPriv, ClearMem, Examine";"2307549";"C\CrystalDragonDe\CrystalDragonDe.slave";"Crystal Dragon ?1994 Magnetic Fields";"0";"CrystalDragonDe";"Crystal Dragon";"1994 Magnetic Fields";"557056";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalDragon";"OCS/ECS";"De";"";"";"";"";"crystal dragon"
"NoError, ClearMem";"342957";"C\CrystalHammerV1\CrystalHammerV1.Slave";"Crystal Hammer ? 1987 Hannover/reLINE Software";"0";"CrystalHammerV1";"Crystal Hammer";"1987 Hannover/reLINE Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalHammerV1";"OCS/ECS";"";"";"";"";"";"crystal hammer 1"
"NoError, ClearMem";"480153";"C\CrystalHammerV2\CrystalHammerV2.Slave";"Crystal Hammer ? 1987 Hannover/reLINE Software";"0";"CrystalHammerV2";"Crystal Hammer";"1987 Hannover/reLINE Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalHammerV2";"OCS/ECS";"";"";"";"";"";"crystal hammer 2"
"Disk, NoError, EmulTrap";"1628451";"C\CrystalKingdomDizzy\CrystalKingdomDizzy.slave";"";"0";"CrystalKingdomDizzy";"";"";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalKingdomDizzy";"OCS/ECS";"";"";"";"";"";"crystal kingdom dizzy"
"NoError, NoKbd";"708219";"C\CrystalPalace\CrystalPalace.slave";"Crystal Palace by Amiga Fun (c) 1991 - 1 disk.";"0";"CrystalPalace";"Crystal Palace";"1991 Amiga Fun";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalPalace";"OCS/ECS";"";"";"";"";"";"crystal palace"
"NoError, EmulPriv, Examine";"803685";"C\CrystalsOfArborea\CrystalsOfArborea.Slave";"Crystals Of Arborea by Silmarils (c) 1990 - 1 disk.";"0";"CrystalsOfArborea";"Crystals Of Arborea (without fast memory) ";"1990 Silmarils";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalsOfArborea";"OCS/ECS";"";"";"";"";"";"crystals of arborea without fast memory"
"NoError, EmulPriv, Examine";"803717";"C\CrystalsOfArboreaFast\CrystalsOfArboreaFast.Slave";"Crystals Of Arborea by Silmarils (c) 1990 - 1 disk.";"0";"CrystalsOfArboreaFast";"Crystals Of Arborea (0.25 Mo fast memory) ";"1990 Silmarils";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalsOfArborea";"OCS/ECS";"";"Fast";"";"";"";"crystals of arborea 0 25 mo fast memory"
"NoError, EmulPriv, Examine";"445907";"C\CrystalsOfArboreaFr\CrystalsOfArboreaFr.Slave";"Crystals Of Arborea by Silmarils (c) 1990 - 1 disk.";"0";"CrystalsOfArboreaFr";"Crystals Of Arborea (without fast memory) ";"1990 Silmarils";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalsOfArborea";"OCS/ECS";"Fr";"";"";"";"";"crystals of arborea without fast memory"
"NoError, EmulPriv, Examine";"801588";"C\CrystalsOfArboreaDe\CrystalsOfArboreaDe.Slave";"Crystals Of Arborea by Silmarils (c) 1990 - 1 disk.";"0";"CrystalsOfArboreaDe";"Crystals Of Arborea (without fast memory) ";"1990 Silmarils";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalsOfArborea";"OCS/ECS";"De";"";"";"";"";"crystals of arborea without fast memory"
"NoError, EmulPriv, Examine";"445939";"C\CrystalsOfArboreaFrFast\CrystalsOfArboreaFrFast.Slave";"Crystals Of Arborea by Silmarils (c) 1990 - 1 disk.";"0";"CrystalsOfArboreaFrFast";"Crystals Of Arborea (0.25 Mo fast memory) ";"1990 Silmarils";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalsOfArborea";"OCS/ECS";"Fr";"Fast";"";"";"";"crystals of arborea 0 25 mo fast memory"
"NoError, EmulPriv, Examine";"801620";"C\CrystalsOfArboreaDeFast\CrystalsOfArboreaDeFast.Slave";"Crystals Of Arborea by Silmarils (c) 1990 - 1 disk.";"0";"CrystalsOfArboreaDeFast";"Crystals Of Arborea (0.25 Mo fast memory) ";"1990 Silmarils";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CrystalsOfArborea";"OCS/ECS";"De";"Fast";"";"";"";"crystals of arborea 0 25 mo fast memory"
"Disk, NoKbd";"99667";"C\Cubix\Cubix.Slave";"Cubix ? 1991 Media GMBH.";"0";"Cubix";"Cubix";"1991 Media GMBH";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cubix";"OCS/ECS";"";"";"";"";"";"cubix"
"NoError, EmulPriv, ClearMem, Examine";"762829";"C\Cubulus\Cubulus.Slave";"Cubulus ?1991 Software 2000";"0";"Cubulus";"Cubulus ";"1991 Software 2000";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cubulus";"OCS/ECS";"";"";"";"";"";"cubulus"
"NoError, EmulTrap, ClearMem";"4368441";"C\CurseOfEnchantia\CurseOfEnchantia.Slave";"Curse Of Enchantia ? 1992 Core Design.";"0";"CurseOfEnchantia";"Curse Of Enchantia";"1992 Core Design ";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CurseOfEnchantia";"OCS/ECS";"";"";"";"";"";"curse of enchantia"
"NoError, EmulTrap, ClearMem";"4549986";"C\CurseOfEnchantiaFastImage\CurseOfEnchantiaFastImage.Slave";"Curse Of Enchantia ? 1992 Core Design.";"0";"CurseOfEnchantiaFastImage";"Curse Of Enchantia (Fast)";"1992 Core Design ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CurseOfEnchantia";"OCS/ECS";"";"Fast";"";"Image";"";"curse of enchantia fast"
"NoError, EmulTrap, ClearMem";"4549982";"C\CurseOfEnchantiaChipImage\CurseOfEnchantiaChipImage.Slave";"Curse Of Enchantia ? 1992 Core Design.";"0";"CurseOfEnchantiaChipImage";"Curse Of Enchantia";"1992 Core Design ";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CurseOfEnchantia";"OCS/ECS";"";"Chip";"";"Image";"";"curse of enchantia"
"NoError, EmulTrap, ClearMem";"4368227";"C\CurseOfEnchantiaChipFiles\CurseOfEnchantiaChipFiles.Slave";"Curse Of Enchantia ? 1992 Core Design.";"0";"CurseOfEnchantiaChipFiles";"Curse Of Enchantia";"1992 Core Design ";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CurseOfEnchantia";"OCS/ECS";"";"Chip";"";"Files";"";"curse of enchantia"
"NoError, EmulTrap, ClearMem";"4368226";"C\CurseOfEnchantiaFastFiles\CurseOfEnchantiaFastFiles.Slave";"Curse Of Enchantia ? 1992 Core Design.";"0";"CurseOfEnchantiaFastFiles";"Curse Of Enchantia (Fast)";"1992 Core Design ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CurseOfEnchantia";"OCS/ECS";"";"Fast";"";"Files";"";"curse of enchantia fast"
"NoError, EmulTrap, Req68020, EmulPriv, Examine";"735020";"C\CurseOfRA\CurseOfRA.slave";"Curse Of Ra ? 1990 Rainbow Arts.";"0";"CurseOfRA";"Curse Of Ra";"1990 Rainbow Arts/Cyberstyle";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CurseOfRA";"OCS/ECS";"";"";"";"";"";"curse of ra"
"NoError, EmulPriv, ClearMem, Examine";"1409497";"C\CurseOfTheAzureBonds\CurseOfTheAzureBonds.Slave";"Curse Of The Azure Bonds ?1990 SSI";"0";"CurseOfTheAzureBonds";"Curse Of The Azure Bonds";"1990 SSI";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CurseOfTheAzureBonds";"OCS/ECS";"";"";"";"";"";"curse of the azure bonds"
"Disk, NoError, NoDivZero";"350484";"C\Custodian\Custodian.Slave";"Custodian ? 1989 Hewson.";"0";"Custodian";"Custodian";"1989 Hewson";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Custodian";"OCS/ECS";"";"";"";"";"";"custodian"
"NoError, EmulTrap, NoKbd, ClearMem";"915064";"C\CyberAssault\CyberAssault.Slave";"Cyber Assault ? 1991 Trojan.";"0";"CyberAssault";"Cyber Assault";"1991 Trojan";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CyberAssault";"OCS/ECS";"";"";"";"";"";"cyber assault"
"NoError, EmulTrap";"814671";"C\Cyberball\Cyberball.slave";"Cyberball by Domark/Tengen (c) 1990 - 1 disk.";"0";"Cyberball";"Cyberball";"1990 Domark";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cyberball";"OCS/ECS";"";"";"";"";"";"cyberball"
"Disk, NoError, EmulTrap";"728531";"C\Cyberblast\Cyberblast.slave";"Cyberblast (c) 1990 Innerprise Software (1 disk version).";"0";"Cyberblast";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cyberblast";"OCS/ECS";"";"";"";"";"";"cyberblast"
"Disk, NoError";"372018";"C\Cybercon3\Cybercon3.Slave";"Cybercon 3 ? 1991 US Gold.";"0";"Cybercon3";"Cybercon 3";"1991 U.S.Gold";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cybercon3";"OCS/ECS";"";"";"";"";"";"cybercon 3"
"NoError, NoKbd, EmulPriv, ClearMem, Examine";"612359";"C\CyberCop\CyberCop.slave";"Cyber Cop ? 1992 Energize (Impressions)";"0";"CyberCop";"Cyber Cop.info";"1992 Energize (Impressions)";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CyberCop";"OCS/ECS";"";"";"";"";"";"cyber cop info"
"Disk, NoError, EmulTrap";"1860787";"C\CyberEmpires\CyberEmpires.Slave";"";"0";"CyberEmpires";"";"";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CyberEmpires";"OCS/ECS";"";"";"";"";"";"cyber empires"
"NoError, EmulTrap, EmulPriv, Examine";"1895190";"C\CyberGames\CyberGames.Slave";"Cyber Games ? 1995 Cyberpunk Developments.";"0";"CyberGames";"Cyber Games";"1995 Cyberpunk Developments";"1572864";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CyberGames";"OCS/ECS";"";"";"";"";"";"cyber games"
"NoError";"195876";"C\Cybernetix\Cybernetix.Slave";"Cybernetix (c) 1992 Vision. You can download the";"0";"Cybernetix";"Cybernetix";"1992 Vision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cybernetix";"OCS/ECS";"";"";"";"";"";"cybernetix"
"NoError, EmulTrap";"586663";"C\Cybernoid\Cybernoid.Slave";"Cybernoid by Hewson (c) 1988 - 1 disk.";"0";"Cybernoid";"Cybernoid";"Hewson 1988";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cybernoid";"OCS/ECS";"";"";"";"";"";"cybernoid"
"NoError, EmulTrap, NoDivZero";"664419";"C\Cybernoid2\Cybernoid2.Slave";"Cybernoid 2 by Hewson (c) 1989 - 1 disk.";"0";"Cybernoid2";"Cybernoid 2";"Hewson 1989";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cybernoid2";"OCS/ECS";"";"";"";"";"";"cybernoid 2"
"Disk, NoError, NoKbd";"932175";"C\Cyberpunks\Cyberpunks.Slave";"Cyberpunks ? 1993 Core Design";"0";"Cyberpunks";"Cyberpunks";"1993 Mutation Software & Core Design Ltd.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cyberpunks";"OCS/ECS";"";"";"";"";"";"cyberpunks"
"NoError, EmulTrap, ClearMem";"482906";"C\CyberWorld\CyberWorld.Slave";"The Paranoia Complex/Cyberworld ? 1989/1990 Magic Bytes.";"0";"CyberWorld";"The Paranoia Complex/Cyberworld";"1989 Magic Bytes";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"CyberWorld";"OCS/ECS";"";"";"";"";"";"cyber world the paranoia complex cyberworld"
"NoError, EmulTrap";"988950";"C\Cyberzerk\Cyberzerk.slave";"Cyberzerk by Boeder Games (c) 1992 - 1 disk.";"0";"Cyberzerk";"Cyberzerk";"1993 Boeder Games";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cyberzerk";"OCS/ECS";"";"";"";"";"";"cyberzerk"
"NoError, EmulPriv, Examine";"729404";"C\Cycles\Cycles.Slave";"The Cycles ? 1989 Accolade";"0";"Cycles";"The Cycles";"1989 Accolade";"655360";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cycles";"OCS/ECS";"";"";"";"";"";"cycles the"
"NoError, EmulPriv, ClearMem, Examine";"1638271";"C\Cygnus8\Cygnus8.Slave";"Cygnus 8 ? 1996 Applaud Software";"0";"Cygnus8";"Cygnus 8";"1996 Applaud Software";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cygnus8";"OCS/ECS";"";"";"";"";"";"cygnus 8"
"NoError, EmulTrap, ClearMem";"4543022";"C\CytadelaPl\CytadelaPl.slave";"Citadel by Arrakis/Virtual Design (c) 1995 - 5 disks.";"0";"CytadelaPl";"Citadel";"1995 VD";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Cytadela";"OCS/ECS";"Pl";"";"";"";"";"cytadela citadel"
