ArchiveFile;SlaveFile;Name;Copy;Size;Version;Flags;BaseMemSize;KeyDebug;KeyExit;ExpMem
Shuttle.lha;Shuttle.slave;Shuttle;1991 Vektor Grafix/Virgin;380;10;NoError;1048576;0;5d;0
SideArms.lha;SideArms.slave;Side Arms;1989 Probe;1204;17;NoError, EmulTrap;524288;0;59;0
SideShow.lha;SideShow.Slave;Side Show;1989 Actionware.;4532;16;NoError, EmulPriv, Examine;1048576;0;59;262144
SideWinder.lha;Sidewinder.Slave;SideWinder;Arcadia SoftWare;4296;16;NoError, EmulPriv, Examine;524288;0;59;786432
SideWinder2.lha;SideWinder2.Slave;Side Winder 2;1989 PAL Developments/Virgin Mastertronic.;4732;16;NoError, EmulTrap, EmulPriv, Examine;524288;0;59;262144
SideWinderArcadia.lha;SideWinderArcadia.slave;SideWinder (Arcadia);1987 Synergistic Software;6688;16;NoError, EmulTrap, EmulPriv;524288;0;59;1196032
SierraSoccer.lha;SierraSoccer.slave;Sierra Soccer;1994 Dynamix;1388;15;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;46;1048576
SilentService.lha;SilentService.slave;* *  * Silent Service *  * *;1986-87 Microprose;1668;15;NoError, EmulPriv;524288;0;59;262144
SilentService2.lha;SilentService2.slave;Silent Service 2;1990 Microprose;4368;16;NoError, EmulPriv, Examine;524288;0;5d;786432
SiliconDreams.lha;SiliconDreams.Slave;-) Silicon Dreams (-;1986 Rainbird/Level 9;1432;15;NoError, EmulPriv;524288;0;59;262144
Silkworm.lha;Silkworm.slave;Silkworm;1988 The Sales Curve And Jaleco;2960;15;NoError, EmulTrap, NoKbd, ClearMem;524288;58;5d;0
SimAnt.lha;SimAnt.slave;Sim Ant;1991 Maxis;5060;17;NoError, EmulPriv, Examine;524288;0;59;786432
SimAnt.lha;SimAntHires.slave;Sim Ant;1991 Maxis;5036;17;NoError, EmulPriv, Examine;1048576;0;59;1835008
SimCity.lha;SimCity1.2.slave;-* Sim City [1.2] *-;1989 Maxis;4736;16;NoError, EmulPriv, Examine;524288;0;5d;786432
SimCity.lha;SimCity512K.slave;-* Sim City [512K] *-;1989 Maxis;4720;16;NoError, EmulPriv, Examine;524288;0;5d;262144
SimCity.lha;SimCityCDTV.slave;-* Sim City [CDTV] *-;1989 Maxis;4732;16;NoError, EmulPriv, Examine;1048576;0;59;262144
SimEarth.lha;SimEarth.slave;Sim Earth;1992 Maxis;5088;17;NoError, EmulPriv, Examine;524288;0;59;786432
SimEarth.lha;SimEarthHiRes.slave;Sim Earth;1992 Maxis;5112;17;NoError, EmulPriv, Examine;1048576;0;59;1835008
SimLife.lha;SimLifeAGA.slave;Sim Life (AGA);1992 Maxis;4392;16;NoError, Req68020, EmulPriv, ClearMem, Examine;786432;0;59;2097152
SimLife.lha;SimLifeECS.slave;Sim Life (ECS);1992 Maxis;4352;16;NoError, Req68020, EmulPriv, Examine;524288;0;59;1835008
SimonTheSorcerer.lha;SimonTheSorcererAGA.slave;Simon The Sorcerer (AGA);1993 Adventure Soft;4660;16;NoError, Req68020, ReqAGA, EmulPriv, Examine;983040;0;59;1048576
SimonTheSorcerer.lha;SimonTheSorcererECS.slave;Simon The Sorcerer (ECS);1993 Adventure Soft;4276;16;NoError, EmulPriv, Examine;524288;0;59;786432
Simulcra.lha;Simulcra.Slave;Simulcra;1990 Graftgold;744;16;Disk, NoError, EmulTrap, EmulTrapV;524288;0;59;4096
Sinbad.lha;Sinbad.slave;Sinbad and the Throne of the Falcon;1987 Cinemaware;4900;17;NoError, EmulPriv, Examine;524288;0;59;262144
SinkOrSwim.lha;SinkOrSwim.Slave;Sink Or Swim;1993 Zeppelin;676;10;NoError, EmulTrap, NoKbd;1048576;0;0;0
SinkOrSwim.lha;SinkOrSwim512k.Slave;Sink Or Swim;1993 Zeppelin;672;10;NoError, EmulTrap, NoKbd;524288;0;0;0
Sixiang.lha;Sixiang.slave;Sixiang;1989 KingSoft;3920;14;NoError, ClearMem;524288;0;5d;8192
SkaermtroldenHugo.lha;SkaermtroldenHugo.Slave;Skaermtrolden Hugo (In a Mine);1991 SilverRock;1864;17;NoError, EmulTrap, Req68020, EmulPriv, Examine;524288;0;5d;786432
SkateOfTheArt.lha;SkateOfTheArt.slave;Skate Of The Art;1989 Linel;4352;16;NoError, EmulPriv, ClearMem, Examine;589824;0;59;262144
SkeetShoot.lha;SkeetShoot.Slave;Skeet Shoot;1991 Trojan;1724;16;NoError, EmulPriv, Examine;1048576;0;59;262144
SkeletonKrew.lha;SkeletonKrewAGA.slave;Skeleton Krew;1994 Core Design;1136;10;NoError, NoKbd;2097152;0;59;0
SkeletonKrew.lha;SkeletonKrewCD32.slave;Skeleton Krew CD??;1995 Core Design;912;10;NoError, ReqAGA, NoKbd;2093056;0;5d;0
Skidmarks.lha;SkidmarksAGA.slave;Skidmarks (AGA enhanced);1992 Acid Software;5292;16;NoError, EmulPriv, Examine;1048576;0;5d;2359296
Skidmarks.lha;SkidmarksECS.slave;Skidmarks ;1992 Acid Software;5276;16;NoError, EmulPriv, Examine;1044480;0;5d;1310720
SkidMarks2.lha;SkidMarks2CD32.slave;SkidMarks 2 CD??;1995 Acid Software;6076;16;NoError, Req68020, EmulPriv, Examine;2093056;0;5d;1048576
Skidz.lha;Skidz.slave;Skidz;1990 Core Design/Gremlin;1084;13;NoError, EmulTrap, ClearMem;524288;0;59;4096
SkiOrDie.lha;SkiorDie.slave;--> Ski or Die <--;1990 Electronic Arts;440;14;Disk, NoError, EmulTrap;524288;0;59;0
Skrull.lha;Skrull.Slave;Skrull;1988 16-32Bit Diffusion;3708;16;NoError, EmulPriv, Examine;524288;0;59;262144
SkullAndCrossbones.lha;Skull&CrossBones.slave;Skull & Crossbones;1991 Domark;1744;10;NoError, EmulTrap;524288;58;59;0
Skweek.lha;Skweek.slave;Skweek;1989 Loriciels;10384;14;NoError, EmulTrap, ClearMem;524288;0;5d;4096
SkyChase.lha;SkyChase.slave;Sky Chase ;1988 Imageworks;1608;15;NoError, EmulTrapV, ClearMem;524288;0;59;4096
SkyChase.lha;SkyChaseFAST.slave;Sky Chase (FAST);1988 Imageworks;1660;15;NoError, EmulTrapV, ClearMem;524288;0;59;528384
Skyfox.lha;Skyfox.slave;Skyfox;1985 Electronic Arts;1612;11;NoError, EmulPriv;524288;0;59;262144
Skyfox.lha;SkyfoxCrack.slave;Skyfox (crack);1985 Electronic Arts;1188;13;NoError, EmulPriv;524288;0;59;589824
Skyfox2.lha;SkyfoxII.Slave;Skyfox II - The Cygnus Conflict;1986-87 Dynamix/Electronic Arts;4404;16;NoError, NoKbd, EmulPriv, Examine;524288;0;5d;786432
SkyHighStuntman.lha;SkyHighStuntman.slave;Sky High Stuntman;1991 Codemasters;1204;10;NoError, EmulTrap;524288;0;5d;0
SlackskinAndFlint.lha;SlackskinAndFlint.slave;Slackskin & Flint;1992 Synergy/Fun Factory;1852;10;NoError, EmulTrap;524288;0;59;0
SlamTilt.lha;SlamTilt.slave;Slam Tilt;1994 21st Century Entertainment;3920;17;NoError, Req68020, ReqAGA, ClearMem;1568768;0;5d;790528
SlamTilt.lha;SlamTilt2MB.slave;Slam Tilt;1994 21st Century Entertainment;3856;17;NoError, Req68020, ReqAGA, ClearMem;1728512;0;5d;4096
SlamTiltDemo.lha;SlamTiltDemo.slave;Slam Tilt -] demo [-;1996 21st Century;2108;15;NoError, EmulTrap, Req68020, ReqAGA, ClearMem;884736;0;5d;819200
Slayer.lha;Slayer.slave;Slayer;198x Hewson;424;15;NoError, EmulTrap;524288;0;59;0
SleepingGodsLie.lha;SleepingGodsLie.slave;Sleeping Gods Lie;1989 Empire;4184;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;327680
SleepWalker.lha;Sleepwalker_AGA.slave;Sleepwalker [AGA];1993 Ocean;568;10;NoError, EmulTrap, ReqAGA;2097152;0;59;0
SleepWalker.lha;Sleepwalker_OCS.slave;Sleepwalker [OCS];1993 Ocean;524;10;NoError, EmulTrap;1048576;0;0;0
Sliders.lha;sliders.slave;Sliders;1990 Micro?ds/Palace;672;10;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;0
SlightlyMagic.lha;SlightlyMagic.slave;Slightly Magic;1991 Code Masters;688;10;NoError, EmulTrap;1048576;0;59;0
SlipStream.lha;SlipStream.Slave;Slip Stream;1989 MicroDeal.;4532;16;NoError, EmulPriv, Examine;655360;0;59;262144
SlySpySecretAgent.lha;SlySpySecretAgent.slave;Sly Spy Secret Agent;1990 Ocean;500;10;NoError, EmulTrap, ClearMem;524288;0;59;0
SmashTV.lha;SmashTV.slave;Smash TV;1991 Ocean;1252;13;NoError, EmulTrap, ClearMem;524288;0;59;524288
Snapperazzi.lha;Snapperazzi.slave;Snapperazzi;1993 Alternative [R&R];1468;17;NoError, EmulTrap, ClearMem;1048576;58;5f;0
Sneech.lha;Sneech.Slave;Sneech V1.52;1996 Paul Burkey.;4140;16;NoError, EmulPriv, Examine;1048576;0;59;786432
SnoopyAndPeanuts.lha;SnoopyAndPeanuts.slave;Snoopy;1988 The Edge;1600;10;NoError, EmulTrap;524288;0;5d;4096
SnowBros.lha;SnowBros.slave;Snow Bros;1991 Ocean ;4804;17;NoError, EmulTrap, ClearMem;524288;5f;5d;4096
SnowStrike.lha;SnowStrike.slave;Snow Strike;1990 Epyx/US Gold;696;15;NoError, EmulTrap, ClearMem;1048576;0;5f;4096
SoccerKid.lha;SoccerKid.Slave;Soccer Kid Aga/CD32;1993-94 KRISALIS;5280;16;NoError, EmulTrap, EmulPriv, Examine;2097152;0;59;1048576
SoccerKid.lha;SoccerKidECS.Slave;;;2216;6;Disk, NoError, EmulTrap;1048576;46;5f;
SoccerPinball.lha;SoccerPinball.slave;Soccer Pinball;1992 Code Masters;584;10;NoError, EmulTrap;524288;0;59;0
SoccerSuperstars.lha;SoccerSuperstars.slave;Soccer Superstars;1995 Flair;2348;17;NoError, EmulTrap, ClearMem;1048576;0;59;0
SoccerSuperstars.lha;SoccerSuperstarsAGA.slave;Soccer Superstars AGA;1995 Flair;1664;17;NoError, EmulTrap, ClearMem;2097152;0;59;0
Soldier2000.lha;Soldier2000.Slave;Soldier 2000;1989 Astronic ;636;13;NoError;524288;5f;5d;0
SoldierOfLight.lha;SoldierOfLight.slave;Soldier Of Light;1988 ACE;316;10;NoError, EmulTrap;524288;0;59;0
SolidGold.lha;SolidGold.slave;Solid Gold;2013 Night Owl Design;1348;17;NoError, EmulTrap, ClearMem;524288;0;59;524288
SolomonsKey2.lha;SolomonsKey2.slave;Solomon;2015 Hukka;7880;17;NoError, EmulTrap, ClearMem;524288;0;59;0
SonicBoom.lha;SonicBoom.slave;Sonic Boom;1990 Activision;504;10;NoError;524288;0;0;0
SonShuShi.lha;SonShuShi.slave;Son Shu-Shi ;1991 Expose Software;1856;13;NoError, EmulTrap, NoKbd, ClearMem;524288;0;59;4096
SootyAndSweep.lha;sooty&sweep.slave;Sooty & Sweep;1992 Alternative Software;1344;10;NoError, EmulTrap;524288;0;59;0
SootysFunWithNumbers.lha;SootyFunWithNumbers.slave;Sooty;1991 Alternative;724;18;NoError, EmulTrap, ClearMem;524288;58;59;0
Sophelie.lha;Sophelie.slave;Sophelie;1990 New Deal;1236;14;NoError, ClearMem;401408;0;59;4096
SorcererLord.lha;sorcererLord.Slave;Sorcerer Lord;1988 PSS.;3896;16;NoError, Req68020, EmulPriv, Examine;524288;0;59;262144
SorcerorsApprentice.lha;SorcerorsApprentice.slave;Sorceror;1990 Art Computer Software;1540;10;NoError, NoKbd;524288;0;59;0
Sorcery.lha;Sorcery.slave;Sorcery+;1988 Virgin Worldwide;5888;16;EmulPriv, ClearMem, Examine;524288;0;59;262144
SoreFist.lha;SoreFist.Slave;SoreFist;SnakeSoft.;4776;16;NoError, EmulPriv, Examine;1048576;0;59;262144
SpaceAce.lha;spaceace.slave;;;1220;4;Disk, NoError, EmulTrap;524288;0;5d;
SpaceAce2.lha;SpaceAce2.slave;Space Ace 2: Borf;1991 Readysoft;1452;10;NoError, EmulTrap, NoKbd;524288;0;5d;0
SpaceAceDemo.lha;SpaceAceDemo.slave;Space Ace Demo;1989 ReadySoft;648;14;NoError, ClearMem;524288;0;59;360448
SpaceAssault.lha;SpaceAssault.slave;Space Assault;1991 Magic Soft (Software 2000);2188;17;NoError, EmulTrap, ClearMem;524288;58;5d;4096
SpaceBall.lha;Spaceball.slave;SpaceBall;1988 Rainbow Art;10980;13;NoError, EmulPriv;524288;0;59;262144
SpaceCrusade.lha;SpaceCrusade.slave;Space Crusade;1991 Gremlin;2680;11;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;0
SpaceCrusade.lha;SpaceCrusadeExpDisk.slave;Space Crusade Expansion Disk;1992 Gremlin;2412;11;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;0
SpaceCutter.lha;SpaceCutter.slave;Space Cutter;1988 Maelstrom Games/Telecomsoft;2196;10;NoError, EmulTrap, NoKbd;524288;0;59;4096
SpaceGun.lha;SpaceGun.slave;Space Gun;1991 Ocean;848;14;NoError, EmulTrap, ClearMem;524288;0;5d;0
SpaceHarrier.lha;SpaceHarrier.slave;Space Harrier;1989 Elite;2340;17;NoError, ClearMem;524288;0;59;4096
SpaceHarrier2.lha;SpaceHarrier2.slave;;;940;4;Disk, NoError, EmulTrap;524288;58;59;
SpaceHulk.lha;SpaceHulk.Slave;--> Space Hulk <--;1993 Electronic Arts;7908;15;NoError, EmulPriv;1048576;0;59;262144
SpaceMAX.lha;SpaceMAX.slave;Space MAX;1992 Starbyte;3912;16;NoError, EmulPriv, Examine;1048576;0;59;786432
SpacePilot89.lha;SpacePilot89.Slave;Space Pilot 89;1989 King Soft ;1112;13;NoError, EmulTrap;524288;5f;5d;0
SpaceQuest.lha;SpaceQuest.slave;Space Quest;1987 Sierra;5088;17;NoError, EmulTrap, EmulPriv, Examine;524288;0;59;262144
SpaceQuest2.lha;SpaceQuest2.slave;Space Quest 2;1988 Sierra;3788;15;NoError, EmulPriv, Examine;524288;0;5d;589824
SpaceQuest3.lha;SpaceQuest3.slave;Space Quest III - The Pirates of Pestulon;1989 Sierra;4204;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
SpaceQuest4.lha;SpaceQuest4.slave;Space Quest IV;1991 Sierra;3808;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
SpaceQuestEnhanced.lha;SpaceQuestEnhanced.slave;Space Quest I (Enhanced);1991 Sierra;4700;16;NoError, EmulPriv, Examine;1048576;0;5d;786432
SpaceRacer.lha;SpaceRacer.Slave;Space Racer;1988 Loriciels;1728;16;NoError, EmulPriv, Examine;524288;0;59;786432
SpaceRangerArcadia.lha;SpaceRangerArcadia.slave;Space Ranger (Arcadia);1987 Synergistic Software;5560;16;NoError, EmulTrap, EmulPriv;524288;0;59;933888
SpaceRogue.lha;SpaceRogue.slave;Space Rogue;1989 Mindscape;4268;16;NoError, EmulPriv, Examine;524288;0;5d;786432
SpaceStation.lha;SpaceStation.slave;Space Station;1986 Paradox Software;1328;10;NoError;413696;0;59;4096
SpecialForces.lha;SpecialForces.slave;Special Forces;1992 Microprose;804;15;NoError, EmulTrap;524288;0;59;524288
Speedball.lha;Speedball.slave;Speedball;1988-1990 Imageworks/Mirrorsoft;1660;10;Disk, NoError;524288;0;5f;0
Speedball2.lha;Speedbal2.SLAVE;-* S P E E D B A L L  2 *-;1991 Imageworks;1256;15;Disk, NoError, EmulTrap;524288;0;46;0
Speedball2.lha;Speedball2.SLAVE;-* S P E E D B A L L  2 *-;1991 The Bitmap Brothers;1292;15;Disk, NoError, EmulTrap;524288;0;46;0
SpeedBall2CD.lha;Speedball2.slave;Speedball 2 CD??;1994 Renegade;5032;16;NoError, Req68020, EmulPriv, Examine;2093056;0;5d;917504
SpeedboatAssassin.lha;SpeedboatAssassin.slave;Speedboat Assassin;1989 Mastertronic;768;14;NoError, ClearMem;524288;0;59;4096
SpeedBuggy.lha;HD.slave;;;620;5;Disk, NoError, EmulTrap;524288;58;59;
Spellbound.lha;Spellbound.Slave;- SpellbounD -;1988 Psygnosis;1020;10;Disk, NoError, EmulTrap;1048576;0;46;0
SpellboundDizzy.lha;SpellboundDizzy.slave;Spellbound Dizzy;1992 Codemasters;1028;17;NoError, EmulTrap, ClearMem;524288;0;59;0
SpellfireTheSorceror.lha;Spellfire.slave;Spellfire the Sorcerer;1991 Codemasters;572;13;NoError, EmulTrap;524288;0;59;0
SperisLegacy.lha;SperisLegacy.slave;The Speris Legacy;1996 Binary Emotions;4668;15;NoError, EmulPriv, Examine;2093056;0;5d;1048576
Spherical.lha;Spherical.Slave;Spherical;1989 Rainbow Arts;2356;10;Disk, NoError, ClearMem;524288;0;5d;4096
SphericalWorlds.lha;SphericalWorlds.slave;Spherical Worlds;1996 Neo;1984;17;NoError, NoKbd, ClearMem;491520;0;5d;745472
SpikeInTransylvania.lha;SpikeInTransylvania.slave;Spike in Transylvania;1991 Codemasters;672;10;NoError, EmulTrap, NoKbd;524288;0;59;0
SpindizzyWorlds.lha;HD.slave;;;900;5;Disk, NoError, EmulTrap, NoKbd;524288;58;59;
SpiritOfAdventure.lha;SOA.slave;;;1996;4;Disk, NoError;524288;0;59;
SpittingImage.lha;SpittingImage.slave;Spitting Image;1988 Domark;404;10;NoError, EmulTrap;524288;0;0;0
Spot.lha;Spot.slave;Spot;1990 Virgin/Mastertronic;10620;15;NoError, EmulPriv;524288;0;59;1048576
SpotArcadia.lha;SpotArcadia.slave;Spot (Arcadia);1990 Virgin Mastertronic;5504;16;NoError, EmulTrap, EmulPriv;524288;0;59;1458176
SpyVsSpy.lha;SpyVsSpy.slave;Spy Vs Spy;1989 Wicked Software/First Star Software Inc;716;10;NoError, EmulTrap;524288;0;59;0
SpyVsSpy2IslandCaper.lha;SpyVsSpy2IslandCaper.slave;Spy Vs Spy 2: The Island Caper;1989 Wicked Software/First Star Software Inc;1168;10;NoError, EmulTrap;524288;0;59;0
SpyVsSpy3ArcticAntics.lha;SpyVsSpy3ArcticAntics.slave;Spy Vs Spy 3: Arctic Antics;1989 Wicked Software/First Star Software Inc;1120;10;NoError, EmulTrap;524288;0;59;0
SpyWhoLovedMe.lha;SpyWhoLovedMe.slave;The Spy Who Loved Me;1990 Domark;820;10;NoError, EmulTrap;524288;0;5d;0
Sqrxz.lha;Sqrxz.slave;Srqxz;2012 Retroguru;1704;10;NoError, EmulTrap, ClearMem;524288;0;59;524288
Sqrxz.lha;Sqrz.slave;Srqxz;2012 Retroguru;1772;10;NoError, EmulTrap, ClearMem;524288;0;59;524288
StackUp.lha;StackUp.slave;Stack Up;1991 Zeppelin;644;10;NoError, EmulTrap;524288;0;59;0
Starbirds.lha;Starbirds.slave;Starbirds;1993-96 Sam Jordan & Dario Hardmeier;1600;15;NoError, ClearMem;524288;0;59;8192
Starblade.lha;StarBlade-nofast.Slave;Starblade (without fast memory);1990 Silmarils;5328;16;NoError, EmulPriv, Examine;589824;0;59;262144
Starblade.lha;Starblade.slave;Starblade;1990 Silmarils;5336;16;NoError, EmulPriv, Examine;524288;0;59;524288
Starblaze.lha;Starblaze.slave;Starblaze;1989 Logotron;576;10;NoError, EmulTrap;524288;0;0;0
StarCommand.lha;StarCommand.slave;Star Command;1989 SSI;4660;16;NoError, EmulTrapV, EmulPriv, ClearMem, Examine;524288;0;59;524288
StarControl.lha;StarControl.slave;Star Control;1990 Accolade;4232;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
StarCrusader.lha;StarCrusader.Slave;Star Crusader;1996 Human Soft/Gametek;5400;16;NoError, NoDivZero, Req68020, ReqAGA, EmulPriv, Examine;1441792;0;59;1179648
Stardust.lha;Stardust.Slave;Stardust;1993 Bloodhouse;2592;10;NoError, EmulTrap, NoKbd;1048576;0;59;0
Starglider.lha;Starglider.slave;Starglider;1987 Argonaut Software/Firebird;9036;10;NoError;524288;0;59;0
Starglider2.lha;Starglider2.Slave;Starglider 2;1988 Argonaut Software;1020;16;NoError;524288;0;58;450560
Stargoose.lha;Stargoose.slave;Stargoose;1988 Logotron;712;13;NoError, EmulTrap, ClearMem;524288;0;5f;0
Starians.lha;Starians.slave;Starians;1991 Amigo!;560;10;NoError, EmulTrap;524288;0;59;0
Starlord.lha;Starlord.slave;Starlord;1994 MicroProse;4716;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;851968
Starray.lha;StarRay.slave;StarRay;1988 Logotron;1508;16;NoError, EmulPriv, Examine;524288;0;5d;327680
StarTrash.lha;StarTrash.slave;Star Trash;1989 Rainbow Arts;760;13;NoError, ClearMem;524288;0;59;0
StarTrek25th.lha;StarTrek25th.slave;Star Trek: 25th Anniversary;1992 Interplay;4400;16;NoError, Req68020, EmulPriv, Examine;1179648;0;5d;2097152
Starush.lha;starush.slave;Starush;1991-92 Ubi Soft ;1380;17;NoError, NoKbd;524288;5f;5d;0
StarWars.lha;StarWars.slave;Star Wars;1983-1987 Lucasfilm / Atari / Domark;2628;14;ClearMem;524288;58;59;0
Steel.lha;Steel.slave;Steel;1989 Hewson;592;10;NoError, EmulTrap, ClearMem;524288;0;59;0
SteelEmpire.lha;SteelEmpire.Slave;;;860;9;Disk, NoError, EmulTrap;1048576;0;5a;0
StegTheSlug.lha;Steg.slave;Steg the Slug;1992 Code Masters;588;10;NoError, EmulTrap;524288;0;59;0
Steigar.lha;Steigar.slave;Steigar;1989 Screen 7;1048;10;NoError, EmulTrap;524288;0;59;0
Stellar7.lha;Stellar7.slave;Stellar 7;1991 Dynamix;3980;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
StoneAge.lha;StoneAge.slave;Stone Age;1992 Eclipse;620;10;Disk, NoError, EmulTrap;1048576;0;5d;0
Stormball.lha;Stormball.Slave;;;420;7;Disk, NoError, EmulTrap;524288;0;5a;
Stormlord.lha;Stormlord.slave;Stormlord;1991 Spotlight/Hewson ;3064;13;NoError, EmulTrap, ClearMem;524288;5f;5d;0
StormMaster.lha;Stormmaster-nofast.Slave;Storm Master (without fast memory);1991 Silmarils;5628;16;NoError, EmulPriv, Examine;589824;0;59;262144
StormMaster.lha;StormMaster.slave;Storm Master;1991 Silmarils;5636;16;NoError, EmulPriv, Examine;524288;0;59;524288
Stratego.lha;Stratego.Slave;Stratego;1991 Accolade;816;13;Disk, NoError, EmulTrap;524288;0;5a;0
StreetFighter.lha;StreetFighter.slave;;;364;7;NoError, EmulTrap;524288;0;5d;
Streetfighter2.lha;StreetFighter2.SLAVE;-+ StreetFighter 2 +-;1992 US Gold Ltd;764;15;Disk, NoError, EmulTrap;1048576;0;59;0
StreetGang.lha;StreetGang.slave;Street Gang;1998 Softgold;624;10;NoError, EmulTrap;524288;0;59;0
StreetRacer.lha;StreetRacer.slave;Street Racer;1994 Epic;2524;11;EmulTrap, NoDivZero, Req68020, ReqAGA, ClearMem;2097152;0;5d;0
StreetRod.lha;StreetRod.slave;Street Rod;1990 California Dreams;5044;16;NoError, EmulPriv, Examine;524288;0;59;786432
StreetRod2.lha;StreetRod2.slave;Street Rod 2;1991 California Dreams;5008;16;NoError, EmulPriv, Examine;524288;0;59;786432
StreetSportsBasketball.lha;StreetSportsBB.slave;Street Sports Basketball;1988 Epyx;2064;16;NoError, EmulPriv, Examine;524288;0;59;786432
Strider.lha;Strider.slave;Strider;1989 Tiertex/US Gold;1072;10;NoError, EmulTrap;524288;0;5d;4096
Strider2.lha;StriderII.slave;Strider II;1990 US Gold;712;10;Disk, NoError, EmulTrap, NoKbd;524288;58;5f;0
StrikeAces.lha;StrikeAces.slave;Strike Aces;1990 Accolade;1372;17;NoError, EmulTrap, ClearMem;524288;0;46;0
Striker.lha;Striker.slave;-+ S T R I K E R +-;1992 Rage Software Ltd;384;13;Disk, NoError, EmulTrap;2097152;0;46;0
StripPoker.lha;StripPoker.slave;Strip Poker;1987 Artworx;3960;16;NoError, EmulPriv, Examine;524288;0;59;262144
StripPoker2+.lha;StripPoker2+.Slave;Strip Poker 2+;1988 Anco;3800;15;NoError, EmulPriv, Examine;524288;0;59;262144
StripPoker2.lha;StripPoker2.slave;Strip Poker 2;1988 Artworx;3968;16;NoError, EmulPriv, Examine;524288;0;59;262144
StripPoker3.lha;StripPoker3.slave;Strip Poker 3;1991 Artworx;4020;16;NoError, EmulPriv, Examine;524288;0;59;786432
StripPot.lha;StripPot.slave;StripPot AGA/CD??;1994 Pixel-Blue;5024;16;NoError, Req68020, EmulPriv, Examine;2093056;0;5d;1048576
Stryx.lha;Stryx.Slave;Stryx;1989 Psygnosis;1560;10;Disk, NoError, ClearMem;524288;0;5a;4096
STUNRunner.lha;STUNRunner.slave;-+ STUN Runner +-;1990 Domark Ltd;612;13;Disk, NoError, EmulTrap;524288;0;46;524288
StuntCarRacer.lha;StuntCarRacer.slave;Stunt Car Racer;1989 Geoff Crammond/Microstyle;1744;10;NoError, EmulTrap;524288;0;59;4096
StuntTrackRacer.lha;StuntTrackRacer.slave;Stunt Track Racer;1989 Microstyle;1072;10;NoError, EmulTrap;524288;0;5d;0
SubBattleSimulator.lha;SubBattleSimulator.slave;Sub Battle Simulator;1988 Epyx;5072;16;NoError, EmulTrap, NoDivZero, EmulPriv, Examine;524288;0;59;786432
Subbuteo.lha;Subbuteo.slave;Subbuteo;1990 Goliath;752;10;NoError, EmulTrap;524288;0;59;4096
Subtrade.lha;Subtrade.slave;Subtrade;1993 Boeder Games;848;10;NoError, EmulTrap;1048576;0;0;0
SuburbanCommando.lha;SuburbanCommando.slave;Suburban Commando;1993 Alternative;516;10;NoError, EmulTrap;524288;0;59;0
Subwar2050.lha;Subwar2050.slave;Subwar 2050 AGA/CD??;1993 Microprose;5080;16;NoError, Req68020, ReqAGA, EmulPriv, Examine;2093056;0;5d;1572864
SummerCamp.lha;SummerCamp.slave;Summer Camp;1991 Thalamus;7784;10;NoError, EmulTrap;524288;0;59;0
SummerGames.lha;SummerGames.slave;Summer Games 1 and 2;1992 US Gold;1436;10;NoError;524288;0;5d;0
SummerOlympiad.lha;SummerOlympiad.slave;Summer Olympiad / Summer Challenge;1988 TyneSoft / Thunder Mountain ;1228;13;NoError, EmulTrap;524288;5f;5d;0
Supaplex.lha;Supaplex.Slave;Supaplex;1991 Digital Integration ;1104;13;NoError, EmulTrap;524288;5f;5d;0
Super-Twintris.lha;Super-Twintris.Slave;Super Twintris;1991 by Big Brother Copy;2320;16;NoError, EmulPriv;524288;0;59;262144
SuperC.lha;SuperC-Fast.Slave;Super C (fast);1990 Konami/USI Unlimited Software.;5232;16;NoError, EmulPriv, Examine;524288;0;59;786432
SuperC.lha;SuperC.Slave;Super C;1990 Konami/USI Unlimited Software.;5224;16;NoError, EmulPriv, Examine;524288;0;59;294912
SuperCars.lha;SuperCars.slave;Super Cars;1990 Magnetic Fields/Gremlin;1896;13;NoError, EmulTrap, ClearMem;524288;0;59;0
SuperCars2.lha;SuperCars2.slave;Super Cars 2;1991 Magnetic Fields/Gremlin;8552;15;NoError, EmulTrap;524288;0;59;0
SuperCauldron.lha;SuperCauldron.Slave;Super Cauldron;1993 Titus;1668;13;NoError, NoKbd, EmulTrapV;524288;5d;59;0
Superfrog.lha;Superfrog.slave;Superfrog;1993 Team 17;5980;10;NoError, EmulTrap, NoKbd;1048576;0;59;0
Superfrog.lha;SuperfrogCD32.slave;Superfrog CD??;1994 Team 17;1584;10;NoError, NoKbd;2031616;0;59;0
Superfrog.lha;SuperfrogIntro.slave;Superfrog Intro;1993 Team 17;3440;10;NoError, EmulTrap, NoKbd;1048576;0;59;0
Superfrog.lha;SuperfrogIntroCD32.slave;Superfrog Intro CD??;1994 Team 17;1028;10;NoError;1179648;0;59;0
